player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
WEllingtonNYK ,BPortisNYK ,DSmithNYK ,KKnoxNYK ,MRobinsonNYK ,NYK ,6,17,-22,39
WEllingtonNYK ,FNtilikinaNYK ,DDotsonNYK ,KKnoxNYK ,MRobinsonNYK ,NYK ,3,17,10.2,39
ABurksGSW ,GRobinsonIGSW ,MChrissGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,7,16,-8.3,35
ABurksGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,OSpellmanGSW ,KBowmanGSW ,GSW ,5,16,39.7,37
ACrabbeATL ,JParkerATL ,DJonesATL ,TYoungATL ,DHunterATL ,ATL ,6,16,-55.9,35
ADrummondDET ,TSnellDET ,TFrazierDET ,BBrownDET ,SMykhailiukDET ,DET ,1,16,-48.4,32
AHorfordPHI ,MScottPHI ,JEnnisIPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,14,16,-15.6,35
AHorfordPHI ,MScottPHI ,JRichardsonPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,18,16,3.6,37
AHorfordPHI ,THarrisPHI ,GRobinsonIPHI ,FKorkmazPHI ,SMiltonPHI ,PHI ,6,16,43.3,36
ALenATL ,JParkerATL ,DBembryATL ,TYoungATL ,CReddishATL ,ATL ,10,16,-23.6,39
ATolliverPOR ,DLillardPOR ,SLabissierePOR ,ASimonsPOR ,GTrentPOR ,POR ,4,16,-10.9,38
ATolliverPOR ,HWhitesidePOR ,DLillardPOR ,KBazemorePOR ,ASimonsPOR ,POR ,9,16,18.3,33
BBiyomboCHA ,MMonkCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,8,16,13.5,37
BKnightDET ,TSnellDET ,LGallowayDET ,CWoodDET ,SMykhailiukDET ,DET ,5,16,-9.2,37
BLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,MIL ,9,16,-6.4,41
CAnthonyPOR ,CMcCollumPOR ,MHezonjaPOR ,SLabissierePOR ,ASimonsPOR ,POR ,3,16,-37.5,32
CAnthonyPOR ,TArizaPOR ,HWhitesidePOR ,DLillardPOR ,ASimonsPOR ,POR ,2,16,-14.7,34
CFelicioCHI ,DValentineCHI ,RArcidiaconoCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,5,16,-12.1,32
CPaulOKC ,DGallinariOKC ,NNoelOKC ,ANaderOKC ,SGilgeous-AlexanderOKC ,OKC ,8,16,30.2,35
CZellerCHA ,MMonkCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,16,41.2,34
DAugustinORL ,NVucevicORL ,TRossORL ,EFournierORL ,AGordonORL ,ORL ,11,16,45.7,38
DAugustinORL ,TRossORL ,KBirchORL ,JIsaacORL ,WIwunduORL ,ORL ,7,16,4,33
DBertansWAS ,BBealWAS ,SNapierWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,6,16,-5.7,36
DJonesATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,CReddishATL ,ATL ,8,16,-5.6,36
DJordanBKN ,GTempleBKN ,KIrvingBKN ,JHarrisBKN ,TPrinceBKN ,BKN ,8,16,-12.6,36
DRoseDET ,ADrummondDET ,LGallowayDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,6,16,-5.6,38
DRoseDET ,MMorrisDET ,ADrummondDET ,TSnellDET ,LKennardDET ,DET ,7,16,-5.8,35
DRoseDET ,MMorrisDET ,LGallowayDET ,CWoodDET ,BBrownDET ,DET ,6,16,-16.2,36
DRoseDET ,MMorrisDET ,TSnellDET ,LGallowayDET ,CWoodDET ,DET ,8,16,-4.7,34
GDragicMIA ,JButlerMIA ,KOlynykMIA ,DJonesMIA ,KNunnMIA ,MIA ,6,16,8.5,33
GHarrisDEN ,JGrantDEN ,NJokicDEN ,JMurrayDEN ,MPorterDEN ,DEN ,15,16,-41.7,36
GHaywardBOS ,EKanterBOS ,BWanamakerBOS ,MSmartBOS ,GWilliamsBOS ,BOS ,6,16,27.6,33
GHaywardBOS ,EKanterBOS ,JBrownBOS ,JTatumBOS ,RLangfordBOS ,BOS ,1,16,-9.7,32
GHaywardBOS ,EKanterBOS ,MSmartBOS ,JBrownBOS ,SOjeleyeBOS ,BOS ,4,16,0,32
HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,BHieldSAC ,YFerrellSAC ,SAC ,7,16,31.3,36
IMahinmiWAS ,DBertansWAS ,TBrownWAS ,RHachimuraWAS ,CChiozzaWAS ,WAS ,3,16,12.5,33
ISmithWAS ,DBertansWAS ,JMcRaeWAS ,MWagnerWAS ,IBongaWAS ,WAS ,2,16,-14.9,35
ISmithWAS ,JMcRaeWAS ,APasecniksWAS ,IBongaWAS ,GMathewsWAS ,WAS ,3,16,11.1,38
JBareaDAL ,DPowellDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,3,16,12.4,32
JButlerMIA ,KOlynykMIA ,DJonesMIA ,DRobinsonMIA ,THerroMIA ,MIA ,5,16,-42.2,36
JHensonCLE ,MDellavedovaCLE ,LNanceCLE ,AMcKinnieCLE ,KPorterCLE ,CLE ,1,16,21.1,34
JJohnsonMIN ,MBeasleyMIN ,KMartinMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,4,16,-37.8,37
JLambIND ,JHolidayIND ,DMcDermottIND ,DSabonisIND ,MBrogdonIND ,IND ,12,16,25.6,36
JLambIND ,JHolidayIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,IND ,9,16,-44.5,34
JMcRaeDET ,LGallowayDET ,TMakerDET ,KThomasDET ,SDoumbouyaDET ,DET ,3,16,-15.8,32
JRedickNOP ,JHolidayNOP ,BIngramNOP ,LBallNOP ,NMelliNOP ,NOP ,5,16,11,36
JTeagueMIN ,RCovingtonMIN ,KTownsMIN ,JBellMIN ,JOkogieMIN ,MIN ,3,16,19.4,31
JTeagueMIN ,RCovingtonMIN ,KTownsMIN ,TGrahamMIN ,JCulverMIN ,MIN ,10,16,-12.8,38
JValanciunasMEM ,SHillMEM ,KAndersonMEM ,DMeltonMEM ,JMorantMEM ,MEM ,10,16,-30.6,35
KIrvingBKN ,SDinwiddieBKN ,CLeVertBKN ,TPrinceBKN ,JAllenBKN ,BKN ,4,16,7.5,37
KKorverMIL ,EIlyasovaMIL ,GHillMIL ,DBenderMIL ,DDiVincenzoMIL ,MIL ,3,16,6.2,34
KLowryTOR ,MGasolTOR ,NPowellTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,6,16,9.1,33
KLowryTOR ,NPowellTOR ,PSiakamTOR ,OAnunobyTOR ,CBoucherTOR ,TOR ,5,16,24.9,33
KOlynykMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,THerroMIA ,MIA ,10,16,-64.4,34
KTownsMIN ,MBeasleyMIN ,JHernangomezMIN ,JOkogieMIN ,JMcLaughlinMIN ,MIN ,2,16,36.3,34
LJamesLAL ,DHowardLAL ,JDudleyLAL ,KCaldwell-PopeLAL ,TDanielsLAL ,LAL ,3,16,16.3,32
LJamesLAL ,DHowardLAL ,RRondoLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,LAL ,9,16,50,33
MBelinelliSAS ,DDeRozanSAS ,PMillsSAS ,JPoeltlSAS ,DWhiteSAS ,SAS ,5,16,-17.9,34
MConleyUTA ,BBogdanovicUTA ,RGobertUTA ,JClarksonUTA ,GNiangUTA ,UTA ,8,16,0.6,37
MGasolTOR ,RHollis-JeffersonTOR ,NPowellTOR ,PMcCawTOR ,TDavisTOR ,TOR ,2,16,38.1,35
MMorrisDET ,ADrummondDET ,TSnellDET ,BBrownDET ,SMykhailiukDET ,DET ,1,16,-10.7,37
MPlumleeDEN ,MBeasleyDEN ,JHernangomezDEN ,PDozierDEN ,MPorterDEN ,DEN ,3,16,-58.4,37
MWilliamsCHA ,MMonkCHA ,DBaconCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,16,37.1,36
MWilliamsCHA ,NBatumCHA ,MMonkCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,5,16,53.3,31
MWilliamsCHA ,TRozierCHA ,MMonkCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,14,16,-11.4,38
NBatumCHA ,CZellerCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,5,16,-8.4,36
NBjelicaSAC ,BBogdanovicSAC ,BHieldSAC ,DFoxSAC ,MBagleyISAC ,SAC ,2,16,-50.8,32
NBjelicaSAC ,CJosephSAC ,DDedmonSAC ,BBogdanovicSAC ,BHieldSAC ,SAC ,5,16,-35,28
NBjelicaSAC ,CJosephSAC ,HBarnesSAC ,BHieldSAC ,DFoxSAC ,SAC ,11,16,-2.9,36
NVucevicORL ,TRossORL ,EFournierORL ,JEnnisIORL ,MFultzORL ,ORL ,6,16,-23.7,38
PBeverleyLAC ,KLeonardLAC ,JGreenLAC ,MHarrellLAC ,LShametLAC ,LAC ,8,16,42.9,35
PPattersonLAC ,DWaltonLAC ,JRobinsonLAC ,TMannLAC ,MKabengeleLAC ,LAC ,3,16,1.1,33
PTuckerHOU ,RWestbrookHOU ,ARiversHOU ,BMcLemoreHOU ,DHouseHOU ,HOU ,5,16,-3.4,36
RCovingtonMIN ,AWigginsMIN ,KTownsMIN ,JLaymanMIN ,JOkogieMIN ,MIN ,5,16,-12.5,37
RGaySAS ,MBelinelliSAS ,PMillsSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,5,16,0,37
RHollis-JeffersonTOR ,NPowellTOR ,FVanVleetTOR ,CBoucherTOR ,TDavisTOR ,TOR ,5,16,-26.7,37
RRondoLAL ,JDudleyLAL ,ABradleyLAL ,ADavisLAL ,ACarusoLAL ,LAL ,3,16,-12.3,33
RRubioPHX ,ABaynesPHX ,DSaricPHX ,DBookerPHX ,CJohnsonPHX ,PHX ,7,16,-6,36
RRubioPHX ,DSaricPHX ,FKaminskyPHX ,DBookerPHX ,CJohnsonPHX ,PHX ,8,16,9.8,33
RRubioPHX ,TJohnsonPHX ,FKaminskyPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,7,16,-21.8,36
SCurryDAL ,DWrightDAL ,BMarjanovicDAL ,JJacksonDAL ,JBrunsonDAL ,DAL ,3,16,42,30
SCurryDAL ,DWrightDAL ,DFinney-SmithDAL ,JJacksonDAL ,MKleberDAL ,DAL ,10,16,11.5,36
SIbakaTOR ,NPowellTOR ,PSiakamTOR ,FVanVleetTOR ,TDavisTOR ,TOR ,7,16,-34,35
SIbakaTOR ,RHollis-JeffersonTOR ,FVanVleetTOR ,OAnunobyTOR ,TDavisTOR ,TOR ,7,16,2.7,35
TArizaSAC ,CJosephSAC ,BBogdanovicSAC ,RHolmesSAC ,BHieldSAC ,SAC ,5,16,6.3,34
TArizaSAC ,HBarnesSAC ,BBogdanovicSAC ,RHolmesSAC ,BHieldSAC ,SAC ,6,16,48.5,34
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,DDedmonSAC ,DFoxSAC ,SAC ,2,16,79.6,32
TGibsonNYK ,MMorrisNYK ,JRandleNYK ,FNtilikinaNYK ,KKnoxNYK ,NYK ,4,16,-35.8,33
THardawayDAL ,SCurryDAL ,KPorzingisDAL ,DWrightDAL ,JJacksonDAL ,DAL ,4,16,-47.7,35
THarrisPHI ,JEmbiidPHI ,BSimmonsPHI ,SMiltonPHI ,MThybullePHI ,PHI ,3,16,-5.3,38
TSefoloshaHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,DHouseHOU ,HOU ,7,16,3.5,34
TSnellDET ,LGallowayDET ,CWoodDET ,TMakerDET ,BBrownDET ,DET ,6,16,-51.4,32
TYoungCHI ,OPorterCHI ,SHarrisonCHI ,WCarterCHI ,CWhiteCHI ,CHI ,3,16,-22,40
TYoungCHI ,ZLaVineCHI ,RArcidiaconoCHI ,WCarterCHI ,CWhiteCHI ,CHI ,7,16,0,36
VCarterATL ,ALenATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,7,16,66.3,34
WBartonDEN ,MPlumleeDEN ,JGrantDEN ,JHernangomezDEN ,MMorrisDEN ,DEN ,5,16,7.2,30
WChandlerBKN ,DJordanBKN ,GTempleBKN ,TLuwawu-CabarrotBKN ,DNwabaBKN ,BKN ,2,16,-25.2,36
ABurksGSW ,GRobinsonIGSW ,DRussellGSW ,WCauley-SteinGSW ,JPooleGSW ,GSW ,2,15,-37.2,32
ALenATL ,ACrabbeATL ,JParkerATL ,DBembryATL ,TYoungATL ,ATL ,6,15,-61.3,34
AWigginsGSW ,CRandleGSW ,DBenderGSW ,EPaschallGSW ,JPooleGSW ,GSW ,2,15,-8.1,32
BBogdanovicUTA ,RGobertUTA ,JClarksonUTA ,JInglesUTA ,GNiangUTA ,UTA ,8,15,24.3,36
BLopezMIL ,GHillMIL ,EBledsoeMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,MIL ,6,15,19.8,32
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,CMcCollumPOR ,GTrentPOR ,POR ,9,15,19.9,33
CAnthonyPOR ,HWhitesidePOR ,KBazemorePOR ,CMcCollumPOR ,ASimonsPOR ,POR ,6,15,-40.2,33
CAnthonyPOR ,TArizaPOR ,CMcCollumPOR ,CSwaniganPOR ,GTrentPOR ,POR ,4,15,-3.4,30
CLeeDAL ,THardawayDAL ,KPorzingisDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,1,15,18.8,33
CZellerCHA ,MMonkCHA ,DBaconCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,8,15,-35.2,32
CZellerCHA ,TRozierCHA ,MMonkCHA ,MBridgesCHA ,CMartinCHA ,CHA ,7,15,-20.4,31
DAugustinORL ,AAminuORL ,NVucevicORL ,TRossORL ,EFournierORL ,ORL ,5,15,-3.9,29
DBembryATL ,JCollinsATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,7,15,33.3,35
DBertansWAS ,BBealWAS ,SNapierWAS ,JRobinsonWAS ,RHachimuraWAS ,WAS ,7,15,23.2,35
DHowardLAL ,RRondoLAL ,DGreenLAL ,ABradleyLAL ,ADavisLAL ,LAL ,7,15,19.4,32
DJonesATL ,KHuerterATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,9,15,32.7,36
DJordanBKN ,GTempleBKN ,IShumpertBKN ,TPrinceBKN ,TPinsonBKN ,BKN ,5,15,-23.9,29
DRoseDET ,MMorrisDET ,LGallowayDET ,CWoodDET ,LKennardDET ,DET ,6,15,0.1,35
DSaricPHX ,KOubrePHX ,DBookerPHX ,DAytonPHX ,EOkoboPHX ,PHX ,10,15,7.7,32
EIlyasovaMIL ,RLopezMIL ,GHillMIL ,KMiddletonMIL ,DDiVincenzoMIL ,MIL ,7,15,29.6,36
EKanterBOS ,BWanamakerBOS ,JTatumBOS ,RLangfordBOS ,GWilliamsBOS ,BOS ,4,15,0,28
EKanterBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,SOjeleyeBOS ,BOS ,4,15,39.6,32
EMooreNOP ,LBallNOP ,JHayesNOP ,NAlexander-WalkerNOP ,NMelliNOP ,NOP ,2,15,12.5,32
EPaytonNYK ,JRandleNYK ,BPortisNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,8,15,25.7,34
GDragicMIA ,JButlerMIA ,BAdebayoMIA ,DRobinsonMIA ,THerroMIA ,MIA ,14,15,-53.1,35
GDragicMIA ,KOlynykMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,4,15,75,31
GHaywardBOS ,BWanamakerBOS ,MSmartBOS ,JBrownBOS ,GWilliamsBOS ,BOS ,9,15,13.5,32
GHaywardBOS ,KWalkerBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,BOS ,6,15,-0.8,31
GHaywardBOS ,KWalkerBOS ,MSmartBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,7,15,34,35
HWhitesidePOR ,DLillardPOR ,CMcCollumPOR ,MHezonjaPOR ,ASimonsPOR ,POR ,7,15,13.8,32
IMahinmiWAS ,ISmithWAS ,BBealWAS ,TBrownWAS ,IBongaWAS ,WAS ,8,15,21.9,32
IMahinmiWAS ,ISmithWAS ,DBertansWAS ,JMcRaeWAS ,TBrownWAS ,WAS ,5,15,57.1,35
IShumpertBKN ,SDinwiddieBKN ,TPrinceBKN ,JAllenBKN ,DMusaBKN ,BKN ,9,15,22.2,33
ISmithWAS ,APasecniksWAS ,TBrownWAS ,IBongaWAS ,GMathewsWAS ,WAS ,3,15,20.6,33
JButlerMIA ,KOlynykMIA ,BAdebayoMIA ,DRobinsonMIA ,THerroMIA ,MIA ,12,15,-13.1,36
JGreenUTA ,EDavisUTA ,JInglesUTA ,EMudiayUTA ,RO'NealeUTA ,UTA ,5,15,2.9,34
JGreenUTA ,JInglesUTA ,GNiangUTA ,DMitchellUTA ,TBradleyUTA ,UTA ,3,15,-9,34
JHolidayNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,NMelliNOP ,NOP ,10,15,-14.5,32
JHolidayIND ,DMcDermottIND ,DSabonisIND ,ESumnerIND ,AHolidayIND ,IND ,4,15,21.2,33
JJohnsonMIN ,DRussellMIN ,MBeasleyMIN ,JOkogieMIN ,NReidMIN ,MIN ,7,15,-15.5,32
JJohnsonMIN ,MBeasleyMIN ,JHernangomezMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,7,15,-55.3,34
JTeagueATL ,DDedmonATL ,JCollinsATL ,KHuerterATL ,DHunterATL ,ATL ,4,15,-31.2,33
JTeagueMIN ,GDiengMIN ,RCovingtonMIN ,AWigginsMIN ,JCulverMIN ,MIN ,6,15,2.1,32
JTeagueMIN ,GDiengMIN ,RCovingtonMIN ,SNapierMIN ,AWigginsMIN ,MIN ,7,15,-35.3,33
JTeagueMIN ,RCovingtonMIN ,AWigginsMIN ,KTownsMIN ,JLaymanMIN ,MIN ,4,15,7.4,37
JValanciunasMEM ,SHillMEM ,DBrooksMEM ,JMorantMEM ,MGuduricMEM ,MEM ,8,15,-27.3,34
KKorverMIL ,BLopezMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,8,15,5.4,38
KLoveCLE ,TThompsonCLE ,JClarksonCLE ,DGarlandCLE ,KPorterCLE ,CLE ,8,15,26,31
KLowryTOR ,SIbakaTOR ,NPowellTOR ,CBoucherTOR ,TDavisTOR ,TOR ,5,15,81.8,35
LJamesLAL ,DHowardLAL ,KCaldwell-PopeLAL ,TDanielsLAL ,QCookLAL ,LAL ,4,15,77,33
LJamesLAL ,JMcGeeLAL ,ABradleyLAL ,ADavisLAL ,ACarusoLAL ,LAL ,4,15,-22.7,30
LJamesLAL ,RRondoLAL ,MMorrisLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,5,15,-18,34
LWilliamsLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,LShametLAC ,LAC ,8,15,-32.6,33
LWilliamsLAC ,MMorrisLAC ,KLeonardLAC ,IZubacLAC ,LShametLAC ,LAC ,7,15,33.5,33
LWilliamsLAC ,PBeverleyLAC ,JGreenLAC ,RMcGruderLAC ,MHarrellLAC ,LAC ,10,15,-41.9,33
LWilliamsLAC ,PBeverleyLAC ,PPattersonLAC ,KLeonardLAC ,IZubacLAC ,LAC ,5,15,-14.3,30
LWilliamsLAC ,PGeorgeLAC ,KLeonardLAC ,MHarklessLAC ,MHarrellLAC ,LAC ,8,15,16.2,35
LWilliamsLAC ,PGeorgeLAC ,PPattersonLAC ,KLeonardLAC ,MHarrellLAC ,LAC ,5,15,60.2,33
MBeasleyMIN ,JHernangomezMIN ,JMcLaughlinMIN ,JCulverMIN ,NReidMIN ,MIN ,7,15,-7.7,33
MConleyUTA ,JGreenUTA ,EDavisUTA ,JInglesUTA ,RO'NealeUTA ,UTA ,2,15,-42.9,34
MScottPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,8,15,-8.9,34
MWilliamsCHA ,NBatumCHA ,BBiyomboCHA ,TRozierCHA ,DGrahamCHA ,CHA ,6,15,-20.8,30
MWilliamsCHA ,WHernangomezCHA ,MMonkCHA ,DGrahamCHA ,CMartinCHA ,CHA ,3,15,24.2,32
NBatumCHA ,BBiyomboCHA ,TRozierCHA ,MBridgesCHA ,PWashingtonCHA ,CHA ,8,15,-38.4,31
NBjelicaSAC ,CJosephSAC ,HBarnesSAC ,BBogdanovicSAC ,HGilesISAC ,SAC ,5,15,-2.3,27
NBjelicaSAC ,CJosephSAC ,HBarnesSAC ,BBogdanovicSAC ,RHolmesSAC ,SAC ,8,15,0,34
NNoelOKC ,DSchroderOKC ,ANaderOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,OKC ,8,15,15.4,31
NVucevicORL ,KBirchORL ,AGordonORL ,MFultzORL ,WIwunduORL ,ORL ,2,15,14.3,34
PMillsapDEN ,WBartonDEN ,NJokicDEN ,MBeasleyDEN ,JMurrayDEN ,DEN ,7,15,36,32
PTuckerHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,RCovingtonHOU ,HOU ,6,15,-6.1,34
PTuckerHOU ,RWestbrookHOU ,EGordonHOU ,BMcLemoreHOU ,CCapelaHOU ,HOU ,3,15,-0.7,34
PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,BMcLemoreHOU ,GClarkHOU ,HOU ,8,15,15.2,34
RLopezMIL ,GHillMIL ,PConnaughtonMIL ,DWilsonMIL ,SBrownMIL ,MIL ,6,15,45.5,33
RRubioPHX ,ABaynesPHX ,KOubrePHX ,DBookerPHX ,CJohnsonPHX ,PHX ,10,15,-18.7,35
RRubioPHX ,KOubrePHX ,FKaminskyPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,8,15,11.9,34
SCurryGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,MChrissGSW ,GSW ,3,15,-63.1,32
SCurryDAL ,DPowellDAL ,KPorzingisDAL ,JBrunsonDAL ,LDoncicDAL ,DAL ,2,15,6.3,31
SCurryDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,6,15,33.8,32
SCurryDAL ,KPorzingisDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,DAL ,9,15,5.5,33
SCurryDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,5,15,-21.5,35
TArizaPOR ,HWhitesidePOR ,DLillardPOR ,CMcCollumPOR ,MHezonjaPOR ,POR ,4,15,-16.2,34
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,BHieldSAC ,MBagleyISAC ,SAC ,5,15,-9,30
TGibsonNYK ,MHarklessNYK ,JRandleNYK ,DSmithNYK ,RBarrettNYK ,NYK ,2,15,-35.1,30
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,9,15,13.9,34
TJohnsonPHX ,FKaminskyPHX ,DBookerPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,6,15,-23.1,38
TSefoloshaHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,CCapelaHOU ,HOU ,8,15,-30.6,35
TThompsonCLE ,JClarksonCLE ,LNanceCLE ,DGarlandCLE ,KPorterCLE ,CLE ,9,15,-16.5,31
TThompsonCLE ,MDellavedovaCLE ,LNanceCLE ,CSextonCLE ,KPorterCLE ,CLE ,7,15,-14.3,37
TWarrenIND ,TMcConnellIND ,MTurnerIND ,DSabonisIND ,MBrogdonIND ,IND ,4,15,40,29
TYoungCHI ,TSatoranskyCHI ,OPorterCHI ,ZLaVineCHI ,LMarkkanenCHI ,CHI ,7,15,-0.2,34
TYoungCHI ,ZLaVineCHI ,RArcidiaconoCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,12,15,-9.3,35
VCarterATL ,ETurnerATL ,ACrabbeATL ,DBembryATL ,BFernandoATL ,ATL ,4,15,-25.4,32
VCarterATL ,JTeagueATL ,JCollinsATL ,KHuerterATL ,BGoodwinATL ,ATL ,8,15,-57.5,32
WBartonDEN ,MPlumleeDEN ,GHarrisDEN ,JGrantDEN ,MMorrisDEN ,DEN ,11,15,-44.1,35
WHernangomezCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,CMartinCHA ,CHA ,4,15,27.7,30
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,KBowmanGSW ,GSW ,5,14,42.4,30
ABurksGSW ,JEvansGSW ,OSpellmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,3,14,-29.2,33
ADrummondDET ,TSnellDET ,LGallowayDET ,CWoodDET ,BBrownDET ,DET ,6,14,20,30
AHorfordPHI ,MScottPHI ,JEnnisIPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,12,14,11.2,34
AHorfordPHI ,THarrisPHI ,BSimmonsPHI ,FKorkmazPHI ,SMiltonPHI ,PHI ,6,14,18.3,29
AHorfordPHI ,THarrisPHI ,JRichardsonPHI ,FKorkmazPHI ,SMiltonPHI ,PHI ,5,14,-7.6,28
AHorfordPHI ,THarrisPHI ,MScottPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,8,14,24.8,29
ATolliverPOR ,DLillardPOR ,CMcCollumPOR ,RHoodPOR ,MHezonjaPOR ,POR ,3,14,12,33
ATolliverMEM ,JUthoffMEM ,YWatanabeMEM ,JKoncharMEM ,MGuduricMEM ,MEM ,4,14,24.4,29
AWigginsMIN ,KTownsMIN ,TGrahamMIN ,JLaymanMIN ,JOkogieMIN ,MIN ,5,14,-3,32
BBiyomboCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,JMcDanielsCHA ,CHA ,5,14,-11.7,28
BGriffinDET ,ADrummondDET ,TSnellDET ,LGallowayDET ,BBrownDET ,DET ,5,14,-25.8,32
BLopezMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,9,14,14.7,30
BLopezMIL ,EBledsoeMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,MIL ,11,14,3.3,35
BLopezMIL ,GHillMIL ,WMatthewsMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,9,14,19.4,31
CFelicioCHI ,RArcidiaconoCHI ,SHarrisonCHI ,CWhiteCHI ,AMokokaCHI ,CHI ,3,14,37.7,31
CLeeDAL ,THardawayDAL ,BMarjanovicDAL ,MKleberDAL ,LDoncicDAL ,DAL ,1,14,-60.7,27
CLeeDAL ,THardawayDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,1,14,-3.7,28
CPaulOKC ,DSchroderOKC ,SAdamsOKC ,ANaderOKC ,DBurtonOKC ,OKC ,7,14,3.3,30
CZellerCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,6,14,-67.1,28
DBookerPHX ,MBridgesPHX ,JCarterPHX ,DAytonPHX ,CJohnsonPHX ,PHX ,5,14,-45.8,33
DDeRozanSAS ,PMillsSAS ,JPoeltlSAS ,BForbesSAS ,LWalkerSAS ,SAS ,2,14,28.6,27
DDeRozanSAS ,PMillsSAS ,TLylesSAS ,DMurraySAS ,JPoeltlSAS ,SAS ,9,14,-54.2,32
DDedmonATL ,JCollinsATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,4,14,-29,27
DHowardLAL ,RRondoLAL ,TDanielsLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,6,14,-20.1,27
