lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
41,NBjelica,HBarnes,RHolmes,BHield,DFox,SAC,15,176,1.6,100.83,2020
42,JLamb,TWarren,MTurner,DSabonis,AHoliday,IND,13,170,4.3,97.87,2020
43,GHayward,KWalker,MSmart,JTatum,DTheis,BOS,14,169,13.1,101.27,2020
44,PTucker,RWestbrook,JHarden,RCovington,DHouseJr,HOU,10,164,10.7,104.03,2020
45,CPaul,DGallinari,SAdams,SGilgeous-Alexander,LDort,OKC,17,162,-3.0,98.3,2020
46,JButler,DJonesJr,BAdebayo,DRobinson,KNunn,MIA,24,162,11.4,98.86,2020
47,AHorford,THarris,BSimmons,FKorkmaz,MThybulle,PHI,33,156,-0.9,101.3,2020
48,RRubio,DSaric,KOubreJr,FKaminsky,DBooker,PHX,21,154,6.6,103.17,2020
49,PTucker,RWestbrook,JHarden,BMcLemore,CCapela,HOU,24,151,11.9,108.41,2020
50,GHayward,MSmart,JBrown,JTatum,DTheis,BOS,12,150,1.9,102.15,2020
51,JRedick,JHoliday,DFavors,BIngram,LBall,NOP,21,146,-1.0,106.79,2020
52,LJames,DHoward,RRondo,KCaldwell-Pope,KKuzma,LAL,25,145,13.8,97.28,2020
53,NBjelica,HBarnes,BBogdanovic,DFox,HGilesIII,SAC,15,142,-20.6,99.44,2020
54,KWalker,MSmart,JBrown,JTatum,DTheis,BOS,13,141,3.4,99.78,2020
55,NVucevic,EFournier,KBirch,AGordon,MFultz,ORL,11,141,-7.1,96.28,2020
56,WBarton,JGrant,NJokic,MMorris,TCraig,DEN,14,141,-11.7,95.64,2020
57,BLopez,WMatthews,EBledsoe,GAntetokounmpo,DDiVincenzo,MIL,18,139,15.0,107.23,2020
58,CAnthony,TAriza,HWhiteside,CMcCollum,GTrentJr,POR,9,138,-1.6,101.82,2020
59,DAugustin,TRoss,MCarter-Williams,AGordon,MBamba,ORL,20,136,4.1,99.41,2020
60,NVucevic,EFournier,AGordon,MFultz,WIwundu,ORL,16,136,-5.3,99.37,2020
61,KLowry,SIbaka,PMcCaw,FVanVleet,OAnunoby,TOR,8,135,-8.7,102.37,2020
62,JValanciunas,KAnderson,DBrooks,DMelton,JMorant,MEM,9,133,8.4,99.4,2020
63,RGay,PMills,JPoeltl,DWhite,LWalkerIV,SAS,25,130,10.2,107.99,2020
64,DRussell,MBeasley,JHernangomez,JOkogie,NReid,MIN,11,127,-6.7,107.65,2020
65,JValanciunas,KAnderson,DBrooks,JJacksonJr,JMorant,MEM,14,126,-11.3,104.69,2020
66,BBogdanovic,RGobert,JClarkson,RO'Neale,DMitchell,UTA,24,124,5.1,104.33,2020
67,PBeverley,PGeorge,MMorrisSr,KLeonard,IZubac,LAC,8,124,19.4,97.29,2020
68,DGreen,GRobinsonIII,DRussell,WCauley-Stein,DLee,GSW,10,123,-4.5,101.31,2020
69,TGibson,MMorrisSr,RBullock,EPayton,JRandle,NYK,8,123,4.4,95.47,2020
70,THardawayJr,SCurry,KPorzingis,DFinney-Smith,LDoncic,DAL,12,122,11.7,104.54,2020
71,MMorrisSr,EPayton,JRandle,MRobinson,RBarrett,NYK,14,120,0.4,103.33,2020
72,TSatoransky,OPorterJr,ZLaVine,LMarkkanen,WCarterJr,CHI,9,119,3.4,101.11,2020
73,WChandler,DJordan,GTemple,CLeVert,TLuwawu-Cabarrot,BKN,11,119,11.1,99.3,2020
74,AHorford,THarris,JRichardson,BSimmons,MThybulle,PHI,22,118,3.0,98.77,2020
75,BGriffin,ADrummond,TSnell,LKennard,BBrown,DET,9,117,19.6,96.55,2020
76,KLowry,SIbaka,NPowell,PSiakam,OAnunoby,TOR,17,117,0.0,107.15,2020
77,TThompson,LNanceJr,COsman,CSexton,DGarland,CLE,25,112,-7.2,101.27,2020
78,KLowry,MGasol,NPowell,PSiakam,OAnunoby,TOR,13,111,13.4,105.69,2020
79,GHarris,JGrant,NJokic,JMurray,TCraig,DEN,14,110,-1.5,97.28,2020
80,KIrving,JHarris,CLeVert,TPrince,JAllen,BKN,13,109,-2.2,105.85,2020
81,AHorford,THarris,JEnnisIII,BSimmons,FKorkmaz,PHI,26,108,19.6,104.71,2020
82,RGay,MBelinelli,PMills,JPoeltl,DWhite,SAS,22,108,4.8,110.49,2020
83,LAldridge,DDeRozan,TLyles,BForbes,DWhite,SAS,27,107,0.4,102.89,2020
84,RCovington,SNapier,AWiggins,KTowns,JCulver,MIN,11,106,0.3,101.48,2020
85,RRubio,DSaric,DBooker,MBridges,DAyton,PHX,10,105,2.5,103.8,2020
86,EFournier,KBirch,AGordon,MFultz,JIsaac,ORL,8,104,-8.9,97.83,2020
87,KIrving,SDinwiddie,JHarris,TPrince,JAllen,BKN,13,104,5.4,104.73,2020
88,GDieng,RCovington,SNapier,AWiggins,JCulver,MIN,13,101,5.4,102.77,2020
89,CPaul,DGallinari,NNoel,TFerguson,SGilgeous-Alexander,OKC,21,100,-19.0,103.15,2020
90,NVucevic,EFournier,JEnnisIII,AGordon,MFultz,ORL,6,100,-11.0,105.07,2020
91,PBeverley,PPatterson,KLeonard,IZubac,LShamet,LAC,11,100,8.6,100.49,2020
92,AHorford,THarris,JEnnisIII,BSimmons,MThybulle,PHI,21,99,14.8,108.72,2020
93,IMahinmi,ISmith,BBeal,RHachimura,IBonga,WAS,9,98,5.2,104.22,2020
94,JParker,DJones,TYoung,CReddish,DHunter,ATL,14,98,-27.1,105.1,2020
95,LAldridge,RGay,DDeRozan,PMills,DWhite,SAS,32,98,4.6,107.56,2020
96,LAldridge,RGay,DDeRozan,BForbes,DWhite,SAS,24,97,-3.8,100.53,2020
97,THardawayJr,DPowell,DFinney-Smith,MKleber,LDoncic,DAL,16,97,34.8,98.11,2020
98,CJoseph,HBarnes,BBogdanovic,RHolmes,BHield,SAC,21,96,9.6,97.09,2020
99,LWilliams,JGreen,RMcGruder,MHarrell,JRobinson,LAC,17,94,16.3,106.14,2020
100,CAnthony,HWhiteside,DLillard,CMcCollum,RHood,POR,6,93,7.2,99.63,2020
101,CZeller,TRozier,DBacon,MBridges,PWashington,CHA,13,93,-29.4,104.12,2020
102,TWarren,MTurner,DSabonis,MBrogdon,AHoliday,IND,10,93,-0.5,97.84,2020
103,DDedmon,JCollins,KHuerter,TYoung,DHunter,ATL,8,92,0.3,103.84,2020
104,JRedick,DFavors,BIngram,LBall,JHart,NOP,13,92,-11.0,108.48,2020
105,TGibson,MHarkless,EPayton,JRandle,RBarrett,NYK,8,92,1.4,101.29,2020
106,EIlyasova,BLopez,WMatthews,EBledsoe,KMiddleton,MIL,24,91,-1.0,111.55,2020
107,GTemple,KIrving,JHarris,TPrince,JAllen,BKN,13,91,7.2,110.49,2020
108,JHoliday,DMcDermott,TMcConnell,DSabonis,ESumner,IND,14,91,3.2,98.84,2020
109,JRedick,JHoliday,BIngram,KWilliams,JHayes,NOP,13,90,18.4,106.55,2020
110,RRubio,DSaric,KOubreJr,DBooker,DAyton,PHX,13,90,-4.1,106.03,2020
111,BGriffin,ADrummond,LGalloway,LKennard,BBrown,DET,11,89,-23.2,95.79,2020
112,LJames,JMcGee,DGreen,ABradley,KKuzma,LAL,10,88,16.7,108.51,2020
113,BBogdanovic,RGobert,JIngles,EMudiay,RO'Neale,UTA,27,87,24.5,106.02,2020
114,DJordan,GTemple,SDinwiddie,JHarris,TPrince,BKN,28,86,13.1,106.22,2020
115,VOladipo,TWarren,MTurner,DSabonis,MBrogdon,IND,6,86,10.3,98.21,2020
116,MMorris,ADrummond,TSnell,LKennard,BBrown,DET,8,85,-11.5,100.92,2020
117,PTucker,RWestbrook,EGordon,JHarden,CCapela,HOU,14,85,-25.7,113.46,2020
118,TSatoransky,ZLaVine,KDunn,LMarkkanen,LKornet,CHI,11,85,1.1,101.41,2020
119,JRedick,JHoliday,BIngram,LBall,JHayes,NOP,16,84,-10.3,111.52,2020
120,AHorford,THarris,JEmbiid,BSimmons,FKorkmaz,PHI,20,82,2.8,100.86,2020
121,CPaul,DGallinari,NNoel,DSchroder,SGilgeous-Alexander,OKC,27,82,20.8,110.03,2020
122,THardawayJr,KPorzingis,DFinney-Smith,MKleber,JBrunson,DAL,8,82,23.6,99.23,2020
123,JCollins,BFernando,KHuerter,TYoung,DHunter,ATL,14,80,-10.9,105.03,2020
124,TGibson,RBullock,EPayton,JRandle,RBarrett,NYK,8,79,-14.6,99.72,2020
125,DAugustin,TRoss,AGordon,WIwundu,MBamba,ORL,10,78,0.6,99.07,2020
126,GHayward,KWalker,MSmart,JBrown,DTheis,BOS,10,78,-5.0,101.11,2020
127,ISmith,BBeal,TBryant,RHachimura,IBonga,WAS,5,78,-13.3,102.14,2020
128,JCrowder,TJones,DBrooks,JJacksonJr,BClarke,MEM,28,78,-11.4,114.02,2020
129,KLove,LNanceJr,COsman,CSexton,DGarland,CLE,17,78,3.3,103.44,2020
130,MConley,JClarkson,JIngles,GNiang,TBradley,UTA,10,78,28.9,98.45,2020
131,TSatoransky,ZLaVine,KDunn,LMarkkanen,DGafford,CHI,12,78,6.1,101.62,2020
132,RCovington,SNapier,AWiggins,KTowns,JOkogie,MIN,14,77,-15.5,106.76,2020
133,TSatoransky,ZLaVine,LMarkkanen,WCarterJr,CWhite,CHI,24,77,-11.3,108.08,2020
134,ABurks,DGreen,GRobinsonIII,WCauley-Stein,EPaschall,GSW,9,76,-12.9,97.29,2020
135,JLamb,JHoliday,TWarren,MTurner,MBrogdon,IND,23,76,-27.3,108.92,2020
136,AHorford,THarris,JRichardson,BSimmons,FKorkmaz,PHI,25,75,7.5,109.73,2020
137,DRose,MMorris,LGalloway,CWood,SMykhailiuk,DET,14,75,32.3,102.88,2020
138,KLove,TThompson,MDellavedova,COsman,CSexton,CLE,16,75,9.1,104.76,2020
139,RCovington,AWiggins,KTowns,TGraham,JCulver,MIN,8,75,12.9,105.82,2020
140,MConley,BBogdanovic,RGobert,JIngles,RO'Neale,UTA,20,74,7.6,104.88,2020
141,MMorrisSr,JRandle,FNtilikina,MRobinson,RBarrett,NYK,22,74,-23.6,101.54,2020
142,PTucker,RWestbrook,EGordon,JHarden,DHouseJr,HOU,12,74,-7.5,117.99,2020
143,TGibson,MMorrisSr,EPayton,JRandle,RBarrett,NYK,12,74,-17.2,101.08,2020
144,AIguodala,GDragic,JCrowder,KOlynyk,DRobinson,MIA,9,73,39.8,100.46,2020
145,JTeague,RCovington,AWiggins,KTowns,TGraham,MIN,7,72,-9.5,103.94,2020
146,NBjelica,HBarnes,DDedmon,BBogdanovic,DFox,SAC,5,71,2.2,95.44,2020
147,RRondo,ADavis,KCaldwell-Pope,ACaruso,KKuzma,LAL,20,71,5.4,114.4,2020
148,THardawayJr,KPorzingis,DFinney-Smith,MKleber,LDoncic,DAL,18,71,-15.4,106.37,2020
149,TYoung,KDunn,RArcidiacono,WCarterJr,CWhite,CHI,18,71,9.2,102.72,2020
150,MPlumlee,JGrant,MBeasley,JHernangomez,MMorris,DEN,9,70,14.3,105.65,2020
151,NBjelica,HBarnes,BHield,DFox,MBagleyIII,SAC,8,70,-14.7,102.93,2020
152,THardawayJr,DPowell,KPorzingis,DFinney-Smith,JBrunson,DAL,5,70,19.2,99.65,2020
153,BPortis,FNtilikina,DDotson,KKnoxII,MRobinson,NYK,14,69,18.8,100.5,2020
154,DGreen,GRobinsonIII,DRussell,MChriss,DLee,GSW,7,69,38.1,102.78,2020
155,JParker,DJones,DBembry,TYoung,DHunter,ATL,15,69,6.5,103.79,2020
156,BLopez,WMatthews,KMiddleton,GAntetokounmpo,DDiVincenzo,MIL,13,68,-1.4,100.51,2020
157,CPaul,DGallinari,NNoel,SGilgeous-Alexander,LDort,OKC,17,68,36.2,101.98,2020
158,DSchroder,MMuscala,HDiallo,SGilgeous-Alexander,DBazley,OKC,20,68,-0.6,110.43,2020
159,LJames,DHoward,DGreen,ABradley,ADavis,LAL,22,68,-0.7,107.18,2020
160,ATolliver,HWhiteside,DLillard,CMcCollum,RHood,POR,6,67,-4.7,100.38,2020
161,DAugustin,NVucevic,EFournier,AGordon,JIsaac,ORL,10,67,-2.8,101.1,2020
162,SCurry,KPorzingis,DFinney-Smith,MKleber,LDoncic,DAL,13,67,-9.4,99.73,2020
163,TSatoransky,ZLaVine,LMarkkanen,WCarterJr,CHutchison,CHI,7,67,1.3,111.71,2020
164,GDieng,RCovington,SNapier,AWiggins,JOkogie,MIN,15,66,-8.4,109.37,2020
165,LWilliams,JGreen,RMcGruder,MHarrell,LShamet,LAC,18,66,-14.5,110.05,2020
166,RGay,DDeRozan,PMills,JPoeltl,DWhite,SAS,31,66,5.4,110.82,2020
167,SCurry,DPowell,KPorzingis,DFinney-Smith,LDoncic,DAL,8,66,6.4,97.51,2020
168,TWarren,JSampson,DSabonis,MBrogdon,AHoliday,IND,5,66,17.4,96.07,2020
169,JClarkson,JIngles,GNiang,DMitchell,TBradley,UTA,21,65,27.2,99.73,2020
170,JHenson,JClarkson,LNanceJr,DGarland,KPorterJr,CLE,8,65,6.1,98.63,2020
171,TSatoransky,ZLaVine,SHarrison,LMarkkanen,WCarterJr,CHI,10,65,8.3,97.92,2020
172,BPortis,DSmithJr,DDotson,KKnoxII,MRobinson,NYK,17,64,-7.4,102.74,2020
173,DRose,ADrummond,TSnell,BBrown,SDoumbouya,DET,7,64,1.3,98.25,2020
174,HWhiteside,DLillard,CMcCollum,RHood,NLittle,POR,7,64,11.6,103.8,2020
175,JJohnson,DRussell,MBeasley,JHernangomez,JOkogie,MIN,11,63,-10.6,109.74,2020
176,JLamb,JHoliday,DMcDermott,TMcConnell,DSabonis,IND,20,63,17.9,109.99,2020
177,JRedick,JHoliday,DFavors,BIngram,KWilliams,NOP,6,63,-11.1,99.45,2020
178,ISmith,DBertans,BBeal,MWagner,RHachimura,WAS,16,62,-7.2,102.53,2020
179,NBjelica,HBarnes,BBogdanovic,BHield,DFox,SAC,21,62,-0.5,109.57,2020
180,DGallinari,NNoel,DSchroder,TFerguson,SGilgeous-Alexander,OKC,25,61,6.9,103.14,2020
181,JValanciunas,JCrowder,TJones,DBrooks,JJacksonJr,MEM,25,61,-15.1,109.97,2020
182,DGreen,GRobinsonIII,DRussell,WCauley-Stein,EPaschall,GSW,7,60,-15.4,104.76,2020
183,LJames,DHoward,RRondo,ACaruso,KKuzma,LAL,15,60,39.7,103.0,2020
184,LWilliams,RJackson,JGreen,MHarrell,LShamet,LAC,7,60,35.7,107.64,2020
185,CMiles,ISmith,DBertans,JMcRae,MWagner,WAS,7,59,-19.9,117.39,2020
186,DJones,JCollins,KHuerter,TYoung,DHunter,ATL,9,59,12.8,108.76,2020
187,ISmith,DBertans,BBeal,TBryant,RHachimura,WAS,15,59,-13.9,104.28,2020
188,JParker,DJones,KHuerter,TYoung,DHunter,ATL,9,59,-20.7,104.24,2020
189,MMorrisSr,JRandle,BPortis,FNtilikina,RBarrett,NYK,12,59,-32.1,100.49,2020
190,PBeverley,KLeonard,MHarkless,IZubac,LShamet,LAC,9,59,18.9,102.94,2020
191,PTucker,RWestbrook,JHarden,ARivers,CCapela,HOU,12,59,-19.7,103.7,2020
192,TYoung,DValentine,RArcidiacono,CWhite,DGafford,CHI,13,59,2.6,104.02,2020
193,TYoung,TSatoransky,ZLaVine,CFelicio,CWhite,CHI,14,59,-13.3,98.67,2020
194,MChriss,OSpellman,KBowman,EPaschall,JPoole,GSW,8,58,-7.9,104.97,2020
195,WBarton,MPlumlee,JGrant,MBeasley,MMorris,DEN,17,58,-18.2,100.14,2020
196,ABurks,GRobinsonIII,WCauley-Stein,KBowman,EPaschall,GSW,11,57,-27.6,96.48,2020
197,IMahinmi,DBertans,IThomas,BBeal,IBonga,WAS,10,57,-15.0,101.62,2020
198,IMahinmi,IThomas,BBeal,GPaytonII,IBonga,WAS,6,57,7.0,97.35,2020
199,ISmith,DBertans,BBeal,TBryant,TBrownJr,WAS,13,57,8.1,106.19,2020
200,PTucker,JHarden,BMcLemore,CCapela,DHouseJr,HOU,20,57,7.2,99.4,2020
201,RCovington,AWiggins,KTowns,JOkogie,JCulver,MIN,13,57,-19.9,107.1,2020
202,ABurks,MChriss,OSpellman,KBowman,JPoole,GSW,10,56,-9.9,103.05,2020
203,AHorford,THarris,JEmbiid,BSimmons,SMilton,PHI,7,56,-24.8,103.99,2020
204,JHoliday,DMcDermott,TMcConnell,AHoliday,GBitadze,IND,19,56,4.8,111.44,2020
205,LWilliams,PBeverley,PGeorge,KLeonard,MHarrell,LAC,17,56,14.0,105.57,2020
206,MPlumlee,JGrant,MBeasley,MMorris,TCraig,DEN,10,56,-9.8,94.95,2020
207,NBjelica,HBarnes,DDedmon,BHield,DFox,SAC,10,55,-34.1,104.66,2020
208,RRubio,ABaynes,DSaric,DBooker,MBridges,PHX,8,55,17.2,101.72,2020
209,JRedick,BIngram,LBall,JHart,JHayes,NOP,20,54,-12.5,116.41,2020
210,JRedick,JHoliday,BIngram,JHart,JHayes,NOP,18,54,20.2,110.11,2020
211,JValanciunas,JCrowder,DBrooks,JMorant,BClarke,MEM,18,54,25.3,109.48,2020
212,KOubreJr,DBooker,MBridges,DAyton,EOkobo,PHX,18,54,-8.5,102.84,2020
213,MPlumlee,JGrant,JMurray,MMorris,MPorterJr,DEN,20,54,19.5,104.0,2020
214,SDinwiddie,JHarris,TPrince,JAllen,DMusa,BKN,15,54,-0.3,107.94,2020
215,TYoung,TSatoransky,ZLaVine,KDunn,LKornet,CHI,10,54,3.5,99.6,2020
216,AHorford,THarris,MScott,JRichardson,BSimmons,PHI,6,53,7.2,98.04,2020
217,DGallinari,NNoel,DSchroder,SGilgeous-Alexander,LDort,OKC,19,53,1.4,98.93,2020
218,GDieng,RCovington,SNapier,KMartin,JCulver,MIN,5,53,23.7,102.06,2020
219,JCrowder,SHill,DBrooks,JJacksonJr,JMorant,MEM,16,53,4.2,109.59,2020
220,JValanciunas,SHill,KAnderson,DBrooks,JMorant,MEM,18,53,-8.2,101.59,2020
221,PTucker,EGordon,JHarden,CCapela,DHouseJr,HOU,13,53,-0.9,107.19,2020
222,RJackson,TSnell,CWood,TMaker,BBrown,DET,4,53,1.9,88.94,2020
223,DBertans,IThomas,BBeal,TBryant,RHachimura,WAS,13,52,-13.6,102.91,2020
224,TYoung,TSatoransky,ZLaVine,LKornet,CHutchison,CHI,6,52,-32.9,104.07,2020
225,JButler,MLeonard,BAdebayo,DRobinson,THerro,MIA,9,51,18.8,96.97,2020
226,JHoliday,TWarren,MTurner,DSabonis,AHoliday,IND,10,51,-4.5,102.01,2020
227,LAldridge,RGay,PMills,DWhite,LWalkerIV,SAS,17,51,-19.6,94.56,2020
228,LJames,DGreen,ABradley,ADavis,KKuzma,LAL,25,51,9.1,113.35,2020
229,MHarkless,EPayton,JRandle,MRobinson,RBarrett,NYK,7,51,28.1,105.02,2020
230,RRubio,ABaynes,KOubreJr,DBooker,MBridges,PHX,15,51,26.7,109.15,2020
231,SHill,KAnderson,TJones,DMelton,BClarke,MEM,15,51,6.9,110.82,2020
232,ATolliver,HWhiteside,DLillard,KBazemore,CMcCollum,POR,12,50,5.3,108.99,2020
233,CAnthony,ATolliver,CMcCollum,ASimons,GTrentJr,POR,11,50,-1.9,94.56,2020
234,DBertans,SNapier,TBrownJr,JRobinson,MWagner,WAS,6,50,-19.8,116.45,2020
235,GDragic,JButler,DJonesJr,BAdebayo,KNunn,MIA,20,50,-10.8,100.09,2020
236,GDragic,JButler,KOlynyk,BAdebayo,THerro,MIA,14,50,16.2,100.08,2020
237,KOlynyk,DJonesJr,BAdebayo,DRobinson,KNunn,MIA,5,50,-4.8,100.17,2020
238,KWalker,JBrown,JTatum,SOjeleye,DTheis,BOS,6,50,14.3,96.9,2020
239,PMillsap,GHarris,NJokic,JMurray,TCraig,DEN,7,50,-11.3,95.07,2020
240,PMillsap,WBarton,GHarris,NJokic,MMorris,DEN,17,50,33.2,102.27,2020
241,PTucker,JHarden,ARivers,BMcLemore,CCapela,HOU,15,50,24.0,107.19,2020
242,SCurry,DWright,DFinney-Smith,MKleber,LDoncic,DAL,17,50,-12.9,103.47,2020
243,THardawayJr,SCurry,KPorzingis,MKleber,LDoncic,DAL,19,50,19.7,110.33,2020
244,ATolliver,GDieng,TJones,JJackson,JKonchar,MEM,5,49,27.9,103.69,2020
245,CPaul,SAdams,TFerguson,SGilgeous-Alexander,DBazley,OKC,8,49,3.1,94.07,2020
246,DAugustin,AAminu,TRoss,EFournier,MBamba,ORL,6,49,-13.6,100.88,2020
247,DSaric,TJohnson,KOubreJr,FKaminsky,DBooker,PHX,11,49,-24.3,102.59,2020
248,ISmith,BBeal,MWagner,RHachimura,IBonga,WAS,8,49,-26.6,102.45,2020
249,KLove,ADrummond,COsman,CSexton,DGarland,CLE,4,49,-31.2,107.56,2020
250,LWilliams,KLeonard,MHarkless,JGreen,MHarrell,LAC,8,49,-5.4,106.64,2020
251,MWilliams,CZeller,MMonk,DGraham,CMartin,CHA,12,49,-0.1,102.63,2020
252,RRondo,ABradley,ADavis,KCaldwell-Pope,KKuzma,LAL,18,49,18.0,107.14,2020
253,SCurry,DWright,JJackson,MKleber,JBrunson,DAL,16,49,18.2,98.08,2020
254,CPaul,DGallinari,SAdams,ANader,SGilgeous-Alexander,OKC,6,48,-24.2,100.27,2020
255,DGallinari,DSchroder,SAdams,TFerguson,SGilgeous-Alexander,OKC,19,48,-4.9,102.68,2020
256,DRose,MMorris,ADrummond,LGalloway,SMykhailiuk,DET,16,48,-28.0,104.6,2020
257,GDragic,KOlynyk,DJonesJr,BAdebayo,THerro,MIA,9,48,-16.6,101.56,2020
258,KAnderson,TJones,JJacksonJr,DMelton,BClarke,MEM,19,48,39.2,106.68,2020
259,KLove,MDellavedova,JClarkson,LNanceJr,KPorterJr,CLE,11,48,-25.6,108.39,2020
260,LWilliams,KLeonard,JGreen,MHarrell,LShamet,LAC,19,48,15.6,106.07,2020
261,BBogdanovic,RGobert,JClarkson,EMudiay,RO'Neale,UTA,14,47,-15.4,99.49,2020
262,CPaul,DSchroder,SAdams,ANader,TFerguson,OKC,12,47,1.0,104.19,2020
263,JValanciunas,SHill,DBrooks,GAllen,JMorant,MEM,15,47,-21.6,105.58,2020
264,LAldridge,DDeRozan,PMills,TLyles,DWhite,SAS,31,47,-18.9,102.81,2020
265,NBjelica,CJoseph,BBogdanovic,RHolmes,BHield,SAC,16,47,-17.9,99.42,2020
266,PTucker,RWestbrook,JHarden,BMcLemore,DHouseJr,HOU,16,47,32.4,108.02,2020
267,VOladipo,TWarren,MTurner,DSabonis,AHoliday,IND,2,47,18.6,98.6,2020
268,WBarton,GHarris,JGrant,NJokic,MMorris,DEN,24,47,15.3,99.84,2020
269,AAminu,NVucevic,EFournier,AGordon,MFultz,ORL,9,46,17.4,103.76,2020
270,ALen,JParker,TYoung,CReddish,DHunter,ATL,18,46,-11.3,105.36,2020
271,HWhiteside,DLillard,CMcCollum,RHood,ZCollins,POR,3,46,25.7,103.31,2020
272,JCrowder,DBrooks,JJacksonJr,JMorant,BClarke,MEM,24,46,-35.0,110.31,2020
273,NNoel,DSchroder,TFerguson,SGilgeous-Alexander,DBazley,OKC,18,46,-20.8,106.73,2020
274,WBarton,MPlumlee,JGrant,MMorris,MPorterJr,DEN,14,46,-16.0,112.61,2020
275,DGreen,AWiggins,MChriss,DLee,JPoole,GSW,3,45,8.8,107.71,2020
276,DJordan,GTemple,IShumpert,DNwaba,TPinson,BKN,5,45,11.8,99.86,2020
277,DJordan,KIrving,JHarris,CLeVert,TPrince,BKN,9,45,-20.5,107.1,2020
278,JClarkson,EMudiay,GNiang,DMitchell,TBradley,UTA,11,45,6.9,112.48,2020
