cluster,Player,Pos,player_code,Season,G,GS,MP,Height,PER,ORBrate,DRBrate,ASTrate,STLrate,BLKrate,TOVrate,PTS,USGrate,FTr,FT_perc,FGA,FGperc2P,FGperc3P,2PTperc_Assisted,FGAperc3P,CornerPerc3PA,3PTperc_Assisted,DunkspercFGA,FGAperc0to3,FGAperc3to10,FGAperc10to16,FGAperc16to3P,poss,mp,raptor_total,war_reg_season,predator_total,pace_impact
Traditional Bigs,Zaza Pachulia,C,pachuza01,2010,78,1,1089,83,13.1,12.4,19,5.6,1.8,2.2,15.8,16.3,15.5,0.581,0.65,12,0.496,0,0.667,0.016,0,0,0.053,0.614,0.122,0.093,0.154,2359,1250,-2.105343791,0.464143696,-1.758590175,0.791642342
Traditional Bigs,Zaza Pachulia,C,pachuza01,2011,79,7,1244,83,12.4,11.6,20.6,7,1.5,1.3,18.2,15.1,14.5,0.772,0.754,10,0.461,0,0.654,0,0,0,0.047,0.591,0.22,0.073,0.116,2694,1439,-2.330997643,0.199802956,-2.186745492,0.402879302
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2012,58,44,1640,83,14,11.1,21.5,7.4,1.8,1.4,16.5,14.8,14,0.466,0.741,11,0.499,0,0.71,0,0,0,0.053,0.563,0.18,0.13,0.127,3117,1640,0.084628752,2.368363571,0.517457486,-0.13431933
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2013,52,15,1134,83,13.1,13.5,20.3,10.3,1.6,0.8,19.6,14,14.6,0.427,0.757,11,0.479,0,0.675,0.012,0,0,0.029,0.556,0.178,0.137,0.116,2213,1134,-0.761428338,1.148267095,-0.901016608,-0.182434819
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2014,53,43,1325,83,14,11.8,17.1,16.3,1.8,0.9,18.5,16.1,17,0.372,0.846,13.8,0.428,0,0.624,0.003,0,0,0.009,0.504,0.198,0.181,0.115,2602,1325,-1.203033659,1.045410525,-2.667337266,-0.033194686
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2015,73,45,1730,83,15.6,13.1,19.9,16.2,2.4,1,18.2,17.9,19.1,0.302,0.788,15.6,0.456,0,0.742,0.006,0,0,0.023,0.427,0.132,0.287,0.147,3707,1859,2.703962777,4.808252978,2.162607176,0.584901743
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2016,76,69,2004,83,16.2,13.7,25.7,9.7,1.6,0.9,16.8,16.5,16.2,0.587,0.768,11.9,0.469,0,0.68,0.006,0,0,0.03,0.523,0.2,0.147,0.123,4153,2116,-0.11892401,2.680047934,-0.035348051,-0.737442301
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2017,70,70,1268,83,16.1,12.9,22,13.6,2.2,2,19.4,16.2,15.3,0.41,0.778,11.6,0.538,0,0.805,0.007,0,0,0.033,0.664,0.15,0.085,0.094,3140,1480,0.739786661,2.125196491,1.490189132,0.261494258
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2018,69,57,972,83,17,11,25,15.2,1.9,1.4,19.1,18.5,17,0.352,0.806,13.1,0.567,0,0.819,0.004,0,0,0.049,0.614,0.193,0.102,0.083,2118,998,0.924159804,1.671102392,1.422976982,0.637110844
Rim-Running Athletic Bigs,Zaza Pachulia,C,pachuza01,2019,68,3,878,83,13.7,11.9,21.5,14.7,1.7,1.6,18.7,15,15,0.642,0.782,10.8,0.45,0,0.624,0.021,0,0,0.021,0.523,0.212,0.098,0.145,1875,900,-2.714614431,0.098616016,-2.272621851,0.04954491
Traditional Bigs,Georgios Papagiannis,C,papagge01,2018,16,0,118,85,10.7,11.1,24.2,11.5,0.9,4.8,16.3,14.6,18.7,0,0,17.6,0.415,0,0.706,0,0,0,0.122,0.415,0.22,0.171,0.195,256,122,-10.03936255,-0.46028794,-9.958665203,-0.130004612
Versatile Role Players,Georgios Papagiannis,C,papagge01,2018,1,0,4,85,58.1,27.5,0,0,24.9,0,0,24.9,11,0,0,12.4,1,0,0,0,0,0,0,1,0,0,0,256,122,-10.03936255,-0.46028794,-9.958665203,-0.130004612
3PT Shooting Swingmen,Kostas Papanikolaou,SF,papanko01,2015,43,1,795,80,7.8,5.4,10.9,15.8,1.8,1.3,21.2,11.4,14.2,0.091,0.722,12.3,0.418,0.292,0.632,0.538,0.396,0.968,0.036,0.274,0.102,0.046,0.041,1671,816,-4.788824228,-0.60834933,-4.557844842,0.966681194
Ball Dominant Playmakers,Jannero Pargo,PG,pargoja01,2003,34,0,342,73,7.3,2.9,9.3,17.1,2,0.4,19.5,12.9,15.3,0.043,1,14.1,0.435,0.292,0.733,0.258,0.167,0.714,0,0.097,0.065,0.108,0.473,919,471,-4.073845415,-0.459173855,-3.999307214,0.99192373
High Usage Guards,Jannero Pargo,PG,pargoja01,2004,13,0,63,73,1.6,0,10.9,26.2,1.7,0,42.9,11.6,20,0,0,13.2,0.333,0.5,0.25,0.25,0.25,1,0,0.188,0,0.125,0.438,923,479,-4.75926766,-0.496261084,-4.66665088,1.501130468
High Usage Guards,Jannero Pargo,PG,pargoja01,2004,5,0,71,73,5.6,0,6.5,31.5,3.1,1,14.7,14,23.2,0,0,22.6,0.375,0,0.222,0.172,0.2,0,0,0.034,0.069,0.138,0.586,923,479,-4.75926766,-0.496261084,-4.66665088,1.501130468
High Usage Guards,Jannero Pargo,PG,pargoja01,2004,13,1,345,73,14.5,2.5,6.2,26.5,1.1,1.1,15.3,26.4,25.4,0.175,0.852,23.2,0.455,0.377,0.348,0.344,0.151,0.85,0,0.065,0.052,0.149,0.39,923,479,-4.75926766,-0.496261084,-4.66665088,1.501130468
Ball Dominant Playmakers,Jannero Pargo,PG,pargoja01,2005,32,0,453,73,11.1,3,8.6,31.2,1.8,0.2,16.8,23.4,26.5,0.108,0.739,24.4,0.401,0.348,0.424,0.31,0.121,0.826,0,0.075,0.052,0.099,0.465,1036,529,-2.706796495,-0.055203688,-2.41287326,0.947445682
High Usage Guards,Jannero Pargo,PG,pargoja01,2006,57,0,646,73,9.9,1.4,9.4,24.8,1.9,0.2,16.8,21.9,25.3,0.072,0.81,23.3,0.37,0.379,0.429,0.353,0.32,0.718,0,0.065,0.021,0.14,0.421,1303,665,-3.16815851,-0.183258789,-3.821415103,0.3101439
High Usage Guards,Jannero Pargo,PG,pargoja01,2007,82,7,1710,73,13.4,1.3,11.1,20.4,1.6,0.2,14.1,23.4,23.1,0.176,0.852,21.5,0.418,0.388,0.302,0.302,0.191,0.691,0,0.137,0.072,0.14,0.348,3250,1710,-1.589870662,1.012201519,-1.859490342,0.005144057
High Usage Guards,Jannero Pargo,SG,pargoja01,2008,80,5,1497,73,11.9,2,8.3,20.4,1.8,0.3,11.9,23,24.2,0.124,0.877,23.3,0.406,0.349,0.36,0.285,0.231,0.692,0,0.161,0.044,0.094,0.416,3320,1762,-1.312686675,0.544649885,-1.488482557,0.277958023
High Usage Guards,Jannero Pargo,PG,pargoja01,2010,63,5,829,73,8.9,1.2,9.1,17.5,1.8,0.2,11.1,21.4,24.4,0.118,0.933,23.7,0.387,0.275,0.415,0.362,0.304,0.868,0,0.113,0.042,0.087,0.396,1642,837,-4.373445454,-0.664378509,-4.343730074,0.61743142
High Usage Guards,Jannero Pargo,PG,pargoja01,2012,50,0,671,73,13.6,1.6,11.1,24.1,1.6,0.2,15.8,22.4,21.8,0.079,0.95,20.1,0.452,0.384,0.423,0.545,0.225,0.887,0,0.059,0.032,0.067,0.296,1360,717,0.19873797,0.995060924,-0.129449367,0.640668878
High Usage Guards,Jannero Pargo,PG,pargoja01,2013,7,0,102,73,0.2,0,6.6,21,0,0.8,19.6,10.7,18.3,0.063,1,16.3,0.417,0.15,0.4,0.625,0.25,0.667,0,0,0,0.031,0.344,981,507,-3.724910266,-0.253913372,-3.399645752,2.332033463
High Usage Guards,Jannero Pargo,PG,pargoja01,2013,7,0,113,73,9.7,1,6,25.4,1.4,0,11.4,16,18,0.053,1,17.4,0.333,0.35,0.333,0.526,0.25,1,0,0.026,0.026,0.026,0.395,981,507,-3.724910266,-0.253913372,-3.399645752,2.332033463
High Usage Guards,Jannero Pargo,PG,pargoja01,2013,18,0,292,73,14.1,3.4,5.2,22.5,2.7,0.6,16.1,27.1,27.1,0.063,0.889,25.5,0.424,0.382,0.25,0.535,0.197,0.793,0,0.099,0.035,0.092,0.239,981,507,-3.724910266,-0.253913372,-3.399645752,2.332033463
High Usage Guards,Jeremy Pargo,PG,pargoje01,2012,44,5,424,74,4.4,3.2,7,20.2,1.9,0,22.1,15.7,22.2,0.18,0.593,18.7,0.357,0.263,0.05,0.253,0.158,0.8,0.027,0.24,0.193,0.067,0.247,811,424,-7.817875746,-1.108018398,-8.248352643,0.986528399
High Usage Guards,Jeremy Pargo,PG,pargoje01,2013,25,11,447,74,11.3,1.7,6.8,24.2,1.4,0.4,15.3,22.8,24.1,0.219,0.683,21.8,0.438,0.316,0.211,0.305,0.211,0.778,0.011,0.321,0.118,0.091,0.166,1268,655,-4.647006983,-0.641068981,-5.525641449,0.931319918
High Usage Guards,Jeremy Pargo,SG,pargoje01,2013,14,0,208,74,8.4,0.5,8.9,20.4,0.3,0,15.3,17.5,18.9,0.333,0.667,16,0.37,0.412,0.471,0.27,0.176,0.857,0.016,0.397,0.079,0.111,0.143,1268,655,-4.647006983,-0.641068981,-5.525641449,0.931319918
Stretch Forwards,Anthony Parker,SG,parkean01,2007,73,73,2437,78,14.5,2.9,10.9,9.9,1.6,0.3,8.6,19.2,15.7,0.23,0.835,14.6,0.5,0.441,0.624,0.38,0.648,0.983,0.036,0.188,0.061,0.1,0.271,5210,2677,3.604137499,7.81774297,3.404164685,-0.488713986
Stretch Forwards,Anthony Parker,SG,parkean01,2008,82,82,2634,78,14.4,2.2,12.9,10.8,1.6,0.5,9,20.7,17.4,0.151,0.816,16.7,0.499,0.438,0.592,0.367,0.605,0.955,0.03,0.165,0.058,0.095,0.315,5380,2830,0.859866802,4.982672692,1.231577707,-0.329047929
Stretch Forwards,Anthony Parker,SG,parkean01,2009,80,71,2637,78,12.1,2,12,15.7,2,0.4,12.2,17,16.3,0.192,0.834,14.9,0.442,0.39,0.502,0.32,0.564,0.926,0.021,0.162,0.033,0.111,0.374,5112,2637,1.484103936,5.675306859,1.458431896,-0.346111825
Stretch Forwards,Anthony Parker,SG,parkean01,2010,81,81,2289,78,9.9,1.6,10,9.9,1.4,0.6,12.1,13.7,12,0.2,0.789,10.9,0.458,0.414,0.745,0.549,0.621,0.972,0.008,0.082,0.065,0.084,0.217,5055,2620,1.083040002,4.45118792,0.864789519,-0.24353766
3PT Shooting Swingmen,Anthony Parker,SF,parkean01,2011,72,65,2091,78,10.5,1.8,10.5,16.7,1.7,0.4,11.9,14.8,14.6,0.172,0.779,13.6,0.412,0.379,0.56,0.411,0.374,0.872,0.005,0.058,0.085,0.136,0.31,4098,2091,0.417647041,3.364936814,-0.141147044,-0.397074612
Stretch Forwards,Anthony Parker,SF,parkean01,2012,51,51,1280,78,10.9,0.9,11.8,15.7,1.6,0.4,12.5,15.1,14.1,0.172,0.625,13.4,0.484,0.362,0.516,0.423,0.377,0.98,0.003,0.055,0.064,0.144,0.313,2463,1280,-1.17828993,1.02463286,-1.825636002,-0.160318901
Stretch Forwards,Jabari Parker,PF,parkeja01,2016,76,72,2408,80,14.8,5.9,12.8,8.9,1.5,1,10.4,22.6,20.9,0.254,0.768,19,0.502,0.257,0.719,0.039,0.514,0.778,0.154,0.461,0.15,0.14,0.21,4806,2408,-3.853020242,-1.351511572,-2.593932296,-0.260779638
Stretch Forwards,Jabari Parker,PF,parkeja01,2017,51,50,1728,80,19.1,5.4,15.7,14.3,1.5,1.1,9.3,30.1,26.5,0.268,0.743,23.9,0.525,0.365,0.599,0.219,0.309,0.985,0.12,0.416,0.146,0.069,0.15,3502,1728,-1.128603173,1.440175757,-0.414751364,0.734982267
Stretch Forwards,Jabari Parker,PF,parkeja01,2018,31,3,743,80,17.1,6.6,17.1,13.1,1.7,1.2,11.2,26.2,24.4,0.163,0.741,22.3,0.514,0.383,0.581,0.244,0.173,0.968,0.136,0.349,0.145,0.108,0.154,1891,910,-2.08448174,-0.044432436,-2.242139126,0.4386542
Stretch Forwards,Jabari Parker,PF,parkeja01,2019,39,17,1042,80,14.6,4.2,21.1,13.2,1.1,1.2,14.1,25.9,25,0.233,0.731,21.6,0.523,0.325,0.47,0.246,0.281,0.892,0.108,0.328,0.147,0.103,0.177,3694,1724,-2.068324215,0.595633457,-2.417642787,1.101584857
Stretch Forwards,Jabari Parker,PF,parkeja01,2019,25,0,682,80,17,5.9,23,15.4,1.6,2,17.4,26,24,0.267,0.684,19.8,0.613,0.296,0.504,0.284,0.185,0.833,0.161,0.425,0.151,0.063,0.077,3694,1724,-2.068324215,0.595633457,-2.417642787,1.101584857
Stretch Forwards,Jabari Parker,PF,parkeja01,2020,32,23,837,80,17.2,6.9,17.9,11.6,2.3,1.5,12.4,26.7,24,0.183,0.736,21.9,0.601,0.27,0.593,0.293,0.322,0.968,0.188,0.435,0.176,0.056,0.041,1858,852,-1.076101858236761,0.735036020574577,0.4230740186145319,0.4233718363740323
Rim-Running Athletic Bigs,Jabari Parker,PF,parkeja01,2020,1,0,15,80,4,0,30.9,17.4,0,0,0,13,20,0.333,1,19.5,0.2,0,1,0.167,0,0,0.333,0.333,0.333,0,0.167,1858,852,-1.076101858236761,0.735036020574577,0.4230740186145319,0.4233718363740323
High Usage Guards,Tony Parker,PG,parketo01,2002,77,72,2267,74,11.7,1.7,8,23.9,2.1,0.2,17.5,16.6,17.7,0.25,0.675,15,0.46,0.323,0.242,0.296,0.148,0.918,0.002,0.368,0.088,0.058,0.191,4916,2608,-0.312943976,2.677750191,0.343552741,0.143069148
High Usage Guards,Tony Parker,PG,parketo01,2003,82,82,2774,74,16.5,1.4,7.3,27.9,1.4,0.1,14.5,24.4,22.9,0.278,0.755,20.1,0.503,0.337,0.259,0.233,0.181,0.829,0.003,0.295,0.195,0.074,0.203,6822,3588,0.467975676,5.360547779,0.880728095,-0.117159065
High Usage Guards,Tony Parker,PG,parketo01,2004,75,75,2577,74,15.7,1.9,8.3,28.7,1.3,0.2,14.4,22.9,22.3,0.288,0.702,19.8,0.483,0.312,0.321,0.21,0.191,0.694,0.001,0.296,0.17,0.053,0.271,5553,2963,1.072458912,4.660715397,1.258073354,-0.284913159
High Usage Guards,Tony Parker,PG,parketo01,2005,80,80,2735,74,18,2,10.7,33.2,1.9,0.1,14.6,26.3,25.1,0.289,0.65,22.1,0.516,0.276,0.315,0.14,0.308,0.907,0.001,0.386,0.205,0.053,0.217,6702,3593,1.407207161,7.093282855,1.964582747,-0.01680384
High Usage Guards,Tony Parker,PG,parketo01,2006,80,80,2715,74,20.8,1.7,9.5,32.2,1.7,0.1,16.1,30.2,27.1,0.315,0.707,22.7,0.556,0.306,0.324,0.032,0.278,0.727,0.002,0.469,0.133,0.055,0.311,5947,3190,2.592063765,8.011778874,2.560420315,-0.346813197
High Usage Guards,Tony Parker,PG,parketo01,2007,77,77,2499,74,21.4,1.7,10,31.7,1.8,0.2,13.3,30.6,27.4,0.319,0.783,23.5,0.525,0.395,0.319,0.035,0.421,0.867,0,0.396,0.141,0.072,0.357,6136,3250,1.665929992,6.28076134,2.026305968,-0.523469449
High Usage Guards,Tony Parker,PG,parketo01,2008,69,68,2312,74,20,1.6,9.6,34.1,1.3,0.3,12.1,30.3,28.2,0.333,0.715,24.4,0.51,0.258,0.231,0.063,0.545,0.941,0,0.362,0.173,0.079,0.323,5559,2966,1.942526761,5.240984462,1.854201901,-0.565437752
High Usage Guards,Tony Parker,PG,parketo01,2009,72,71,2456,74,23.4,1.3,9.4,40.1,1.5,0.1,11.6,35,31.7,0.287,0.782,27.9,0.518,0.292,0.226,0.051,0.369,0.895,0,0.394,0.165,0.079,0.31,4902,2637,3.559198237,7.772598713,3.490010674,-0.575903996
High Usage Guards,Tony Parker,PG,parketo01,2010,56,50,1728,74,16.4,0.5,8.5,30.9,0.9,0.3,15.3,27.1,25.8,0.344,0.756,21.7,0.497,0.294,0.271,0.047,0.5,0.9,0,0.372,0.158,0.098,0.325,3981,2063,-1.536704758,1.09127359,-1.601772172,-0.513477273
High Usage Guards,Tony Parker,PG,parketo01,2011,78,78,2528,74,20.4,1.4,9.3,35.2,1.9,0.1,14.3,28.1,25.5,0.283,0.769,22,0.531,0.357,0.23,0.065,0.7,0.88,0,0.401,0.233,0.098,0.202,5340,2749,2.249478489,6.740982106,2.380999939,-0.511285662
High Usage Guards,Tony Parker,PG,parketo01,2012,60,60,1923,74,22,1.3,8.7,40.3,1.5,0.2,13.1,29.4,27.7,0.319,0.799,23.9,0.498,0.23,0.208,0.069,0.393,0.857,0,0.269,0.226,0.149,0.288,4750,2429,5.096542488,7.850905504,4.950352678,-0.695249398
High Usage Guards,Tony Parker,PG,parketo01,2013,66,66,2174,74,23,1,9.1,40.4,1.3,0.2,13,31.4,27.7,0.332,0.845,23.3,0.534,0.353,0.246,0.068,0.706,0.917,0,0.317,0.247,0.138,0.23,5759,2939,3.749353169,7.042240226,3.570580303,-0.851779808
High Usage Guards,Tony Parker,PG,parketo01,2014,68,68,1997,74,18.9,1,7.5,31.7,0.9,0.3,12.9,28.7,26.5,0.266,0.811,23.1,0.509,0.373,0.325,0.073,0.597,0.96,0,0.329,0.229,0.117,0.252,5407,2716,-0.115739285,2.671349727,-0.461386103,-0.913523652
High Usage Guards,Tony Parker,PG,parketo01,2015,68,68,1953,74,15.9,0.9,6.5,28.7,1.2,0.1,13.9,25.6,24.5,0.2,0.783,21.8,0.493,0.427,0.243,0.107,0.764,0.947,0,0.255,0.224,0.129,0.286,4276,2163,-2.593830162,0.411557453,-2.067904277,-1.185316368
High Usage Guards,Tony Parker,PG,parketo01,2016,72,72,1980,74,16.2,1,8.8,29.1,1.4,0.4,14.3,22.2,21.2,0.241,0.76,18.4,0.501,0.415,0.279,0.092,0.692,0.815,0,0.311,0.173,0.141,0.285,4411,2244,-0.978693168,2.222680115,-0.667651624,-1.539825448
High Usage Guards,Tony Parker,PG,parketo01,2017,63,63,1587,74,13,0.7,7.3,27.8,1.1,0.1,12.5,20.5,20.2,0.206,0.726,18.3,0.484,0.333,0.248,0.121,0.739,1,0,0.285,0.223,0.112,0.258,3462,1798,-2.710610126,-0.19594829,-2.293821465,-1.719039479
High Usage Guards,Tony Parker,PG,parketo01,2018,55,21,1071,74,12.7,0.7,9.2,28.2,1.3,0.1,13.9,19.9,20.5,0.201,0.705,18.3,0.479,0.27,0.286,0.095,0.757,0.9,0,0.338,0.144,0.126,0.296,2302,1138,-5.48553051,-1.35985987,-6.153182472,-0.931508744
High Usage Guards,Tony Parker,PG,parketo01,2019,56,0,1003,74,15.3,1.5,7.6,33.3,1,0.6,12.7,25.7,25.5,0.268,0.734,22.4,0.485,0.255,0.145,0.11,0.157,1,0,0.305,0.192,0.134,0.259,2121,1003,-3.676765813,-0.469319311,-4.912122388,-1.060516489
Stretch Forwards,Chandler Parsons,SF,parsoch01,2012,63,57,1804,81,13.3,5.7,13.6,11.7,2.1,1.2,12.2,17.4,16.7,0.142,0.551,15.9,0.507,0.337,0.479,0.324,0.376,0.967,0.073,0.383,0.138,0.042,0.113,3486,1804,1.362996877,3.790652767,1.480673531,0.123126558
Stretch Forwards,Chandler Parsons,SF,parsoch01,2013,76,76,2758,81,15.3,3.3,13.2,15.6,1.4,0.9,12.7,21.3,18.3,0.165,0.729,17,0.559,0.385,0.641,0.421,0.311,0.928,0.054,0.35,0.112,0.027,0.091,6061,2996,1.87133794,6.754485872,1.821276575,-0.277296641
Stretch Forwards,Chandler Parsons,SF,parsoch01,2014,74,74,2783,81,15.9,2.9,12.8,17.3,1.6,0.8,11.7,22,19.3,0.224,0.742,17.7,0.528,0.37,0.527,0.356,0.214,0.946,0.061,0.333,0.183,0.064,0.064,6134,3033,1.717507357,6.487378118,2.078583392,0.039222164
Stretch Forwards,Chandler Parsons,SF,parsoch01,2015,66,66,2186,81,16.3,3.2,13,11.4,1.6,0.7,9.5,23.9,20.6,0.233,0.72,19.1,0.521,0.38,0.446,0.419,0.265,0.909,0.031,0.311,0.15,0.049,0.071,4504,2223,1.533030389,5.066789169,2.105116806,0.078510722
Stretch Forwards,Chandler Parsons,SF,parsoch01,2016,61,51,1799,81,16.2,1.8,15.6,16,1.3,1,11.8,23.7,20.5,0.209,0.684,18.4,0.54,0.414,0.481,0.386,0.175,0.865,0.034,0.3,0.138,0.052,0.126,3585,1799,0.815853411,3.269353877,0.011263386,-0.106398299
Stretch Forwards,Chandler Parsons,SF,parsoch01,2017,34,34,675,81,7.7,1,13.6,12.8,1.5,0.7,9.1,16.2,17.8,0.194,0.814,17.1,0.388,0.269,0.66,0.419,0.161,0.8,0.014,0.288,0.059,0.131,0.104,1323,675,-4.177121805,-0.489944688,-3.790596283,-0.30629062
3PT Shooting Swingmen,Chandler Parsons,SF,parsoch01,2018,36,8,691,81,13.6,2.3,13,16.4,1.3,1.5,12.5,20.8,18.3,0.115,0.63,17.1,0.504,0.421,0.368,0.517,0.165,0.824,0.021,0.158,0.077,0.098,0.15,1405,691,-0.392908775,0.831409855,-1.72350308,0.05032547
Stretch Forwards,Eric Paschall,PF,pascher01,2020,60,26,1654,78,14.5,5.2,13.1,12.7,0.9,0.7,11.4,24.2,21.4,0.331,0.774,18.5,0.55,0.287,0.569,0.202,0.256,0.973,0.111,0.33,0.22,0.1,0.148,3518,1654,-4.546371689289693,-1.507513865198737,-5.482501552411207,-0.5645003259552673
3PT Shooting Swingmen,Lamar Patterson,SG,pattela01,2016,35,0,395,77,5.1,1.1,12.4,13.6,1.1,0.4,20.4,10.5,12.8,0.275,0.727,10,0.516,0.245,0.75,0.613,0.265,0.917,0,0.25,0.025,0.05,0.063,863,415,-3.24815859,-0.049903227,-3.333967791,0.458509387
Rim-Running Athletic Bigs,Patrick Patterson,PF,pattepa01,2011,52,6,868,80,16.7,11.2,14.9,7.6,1,3,9.8,19.3,16.1,0.157,0.714,15.7,0.562,0,0.711,0.007,0.5,0,0.075,0.311,0.184,0.184,0.315,1723,868,-0.13987075,1.146071036,-1.224087452,-0.792870399
Traditional Bigs,Patrick Patterson,PF,pattepa01,2012,64,1,1483,80,11.5,8.7,13.7,5.7,1,1.8,8.4,17.3,17.9,0.112,0.702,18,0.443,0,0.707,0.006,0.333,0,0.027,0.178,0.307,0.243,0.266,2866,1483,-4.244413903,-1.123060657,-4.44080192,-0.625029195
Stretch Forwards,Patrick Patterson,PF,pattepa01,2013,47,38,1219,80,15.5,6.9,13.6,7,0.7,1.7,8.1,22.3,18.6,0.108,0.755,18.6,0.56,0.365,0.751,0.211,0.781,1,0.081,0.235,0.193,0.145,0.215,3566,1775,-1.250844541,1.358080426,-1.432839567,0.20654054
Stretch Forwards,Patrick Patterson,PF,pattepa01,2013,24,3,556,80,14.5,8.1,16.1,8.6,1.2,1.8,9.8,17.8,15.4,0.083,0.786,15.5,0.508,0.444,0.701,0.214,0.722,1,0.054,0.149,0.238,0.137,0.262,3566,1775,-1.250844541,1.358080426,-1.432839567,0.20654054
Stretch Forwards,Patrick Patterson,PF,pattepa01,2014,17,6,415,80,10.3,9.1,17.9,5.6,1.6,0.6,11,14.5,15.4,0.131,0.563,15,0.494,0.231,0.756,0.32,0.308,1,0.025,0.189,0.213,0.131,0.148,3395,1732,0.486406265,2.437226401,-0.016127512,-0.234116106
Stretch Forwards,Patrick Patterson,PF,pattepa01,2014,48,7,1118,80,16.2,8.6,16.8,9.5,2,2.4,11.1,20.4,17.9,0.15,0.745,17.2,0.506,0.411,0.721,0.305,0.429,0.978,0.049,0.196,0.153,0.153,0.193,3395,1732,0.486406265,2.437226401,-0.016127512,-0.234116106
Stretch Forwards,Patrick Patterson,PF,pattepa01,2015,81,4,2156,80,14.6,6.8,16.3,10.7,1.4,1.6,8.7,15.5,13.1,0.15,0.788,12.8,0.536,0.371,0.533,0.529,0.353,1,0.017,0.159,0.144,0.095,0.073,4475,2262,1.64251119,4.819865596,1.224562622,-0.284519651
Stretch Forwards,Patrick Patterson,PF,pattepa01,2016,79,0,2020,80,10.6,4.4,14.8,7.1,1.4,1.3,11.3,13.9,12.9,0.069,0.853,12.6,0.49,0.362,0.5,0.594,0.386,0.991,0.037,0.124,0.152,0.087,0.043,5039,2603,0.903935821,4.307585259,0.064618925,-1.043133638
Stretch Forwards,Patrick Patterson,PF,pattepa01,2017,65,8,1599,80,10.8,4.4,16.3,6.6,1.3,1.2,8.5,14.1,12.5,0.156,0.717,12.2,0.458,0.372,0.517,0.659,0.383,0.979,0.023,0.128,0.112,0.07,0.031,3580,1784,1.878029759,4.325161495,1.10317333,-0.32932539
Stretch Forwards,Patrick Patterson,PF,pattepa01,2018,82,3,1270,80,10,2.7,14.6,6.1,1.9,1.6,10.3,12.4,10.8,0.173,0.87,10.4,0.421,0.386,0.6,0.643,0.433,1,0,0.128,0.135,0.06,0.03,2676,1328,-3.051110314,-0.146570445,-3.466518637,-1.105371839
Stretch Forwards,Patrick Patterson,PF,pattepa01,2019,63,5,861,80,8.1,4.9,13,4.6,0.9,1.3,8.7,12.4,12,0.137,0.633,11.9,0.439,0.336,0.722,0.626,0.314,1,0.027,0.16,0.1,0.091,0.023,1887,861,-4.817177295,-0.906201718,-5.559122504,-0.210148127
Stretch Forwards,Patrick Patterson,PF,pattepa01,2020,51,18,607,80,11.7,5.2,15.1,6.9,0.5,0.4,8.1,18.2,15.1,0.181,0.794,14.6,0.457,0.387,0.81,0.755,0.38,1,0.048,0.112,0.059,0.037,0.037,1322,607,0.2468874164860621,0.9307553682814098,-1.160069553117032,0.2906215361099476
3PT Shooting Swingmen,Brandon Paul,SG,paulbr01,2018,64,2,576,76,7.4,1.1,12,9,2.2,1,16.6,12.9,13.6,0.339,0.512,11.1,0.548,0.278,0.675,0.425,0.278,0.933,0.094,0.315,0.11,0.047,0.094,1215,579,-1.157562536,0.45206901,-1.748895107,0.809532209
High Usage Guards,Chris Paul,PG,paulch01,2006,78,78,2808,73,22.1,2.5,14.8,38.2,3.4,0.2,13.7,24.2,22.2,0.491,0.847,18.2,0.464,0.282,0.132,0.187,0.096,0.78,0.013,0.34,0.153,0.089,0.231,5266,2808,6.974533325,13.922928,7.505774669,-0.058160981
High Usage Guards,Chris Paul,PG,paulch01,2007,64,64,2353,73,22,2.6,11.3,41.3,2.7,0.1,13.5,25,23.1,0.41,0.818,19.7,0.455,0.35,0.097,0.164,0.077,0.68,0.008,0.297,0.194,0.141,0.203,4472,2353,5.006022488,9.270990058,5.663060197,-0.400897799
High Usage Guards,Chris Paul,PG,paulch01,2008,80,80,3006,73,28.3,2.4,10.3,52.2,3.9,0.1,12.1,29.9,25.7,0.302,0.851,22.9,0.516,0.369,0.102,0.193,0.048,0.685,0.006,0.23,0.192,0.161,0.224,6582,3492,10.00957269,19.19661635,11.13392842,-0.333080638
High Usage Guards,Chris Paul,PG,paulch01,2009,78,78,3002,73,30,2.8,14.6,54.5,3.9,0.3,13.5,32.4,27.5,0.418,0.868,22.9,0.525,0.364,0.097,0.14,0.051,0.547,0.003,0.264,0.186,0.16,0.249,5934,3203,11.8483979,23.57188188,12.09311786,-0.274466707
High Usage Guards,Chris Paul,PG,paulch01,2010,45,45,1712,73,23.7,1.3,11.9,45.4,2.9,0.4,13.5,25.5,22.2,0.298,0.847,19.3,0.514,0.409,0.069,0.199,0.047,0.404,0,0.192,0.141,0.173,0.295,3341,1712,5.612148793,7.272652543,6.356890308,-0.403155336
