cluster,Player,Pos,player_code,Season,G,GS,MP,Height,PER,ORBrate,DRBrate,ASTrate,STLrate,BLKrate,TOVrate,PTS,USGrate,FTr,FT_perc,FGA,FGperc2P,FGperc3P,2PTperc_Assisted,FGAperc3P,CornerPerc3PA,3PTperc_Assisted,DunkspercFGA,FGAperc0to3,FGAperc3to10,FGAperc10to16,FGAperc16to3P,poss,mp,raptor_total,war_reg_season,predator_total,pace_impact
Stretch Forwards,Darrell Arthur,SF,arthuda01,2014,68,1,1161,81,9.4,4.8,14.7,8,1.6,3,11.7,16.9,18.1,0.151,0.855,17.3,0.399,0.375,0.841,0.156,0.234,1,0.027,0.146,0.076,0.095,0.527,2422,1161,-1.739947554,0.601669702,-1.617792565,0.540738983
Stretch Forwards,Darrell Arthur,PF,arthuda01,2015,58,4,988,81,11.5,5.6,13.4,9.3,2.4,2.1,10.3,19.3,20,0.154,0.78,19.4,0.471,0.236,0.791,0.286,0.173,0.962,0.034,0.138,0.063,0.138,0.375,2051,988,1.358840816,2.090227881,0.420328202,0.882158299
Stretch Forwards,Darrell Arthur,PF,arthuda01,2016,70,16,1516,81,12.5,6.2,15.4,10,1.8,2.6,11.4,17.4,16.7,0.108,0.755,16.2,0.473,0.385,0.784,0.239,0.282,1,0.045,0.209,0.096,0.115,0.342,3083,1516,-0.119411979,2.038822611,-0.485747802,0.199753219
Stretch Forwards,Darrell Arthur,PF,arthuda01,2017,41,7,639,81,12.8,4.4,14.9,9.3,1.5,2.5,13.8,20,17.3,0.102,0.864,16.4,0.429,0.453,0.786,0.544,0.231,0.981,0.023,0.14,0.033,0.079,0.205,1325,639,-2.162489591,0.192896131,-2.376875784,0.695089603
Traditional Bigs,Ömer Aşık,C,asikom01,2011,82,0,989,84,11.8,13.7,22.3,4.7,1.1,4.3,23.8,12.3,12.5,1.028,0.503,7.6,0.553,0,0.59,0,0,0,0.376,0.872,0.121,0.007,0,2155,1137,0.515536065,1.928520371,-0.592613519,0.428616275
Traditional Bigs,Ömer Aşık,C,asikom01,2012,66,2,971,84,13.4,14.9,25.1,4.8,1.7,5,25.2,11.4,12.6,0.66,0.456,8.7,0.506,0,0.696,0,0,0,0.199,0.788,0.186,0.013,0.013,2061,1099,0.108400136,1.50682309,-0.395226196,0.031436308
Rim-Running Athletic Bigs,Ömer Aşık,C,asikom01,2013,82,82,2464,84,14.9,12.8,31,4.6,0.9,2.7,18.8,16.9,16.3,0.487,0.562,12.4,0.542,0,0.696,0.002,1,0,0.217,0.788,0.184,0.013,0.013,5406,2672,1.317184648,4.994084125,0.864844106,-0.38841713
Traditional Bigs,Ömer Aşık,C,asikom01,2014,48,19,968,84,14,12.3,30.1,3.8,0.7,2.8,19.4,14.4,13.8,0.663,0.619,9.8,0.532,0,0.644,0,0,0,0.211,0.784,0.174,0.021,0.021,2339,1131,-0.332421776,1.246237478,-1.049313936,0.101778044
Traditional Bigs,Ömer Aşık,C,asikom01,2015,76,76,1982,84,15.5,14,28.8,5.4,0.8,2.1,15.7,14.8,14,0.546,0.582,10.9,0.517,0,0.69,0,0,0,0.223,0.896,0.09,0.012,0.002,3970,2061,0.451601662,3.132745437,0.58468106,-0.850492489
Traditional Bigs,Ömer Aşık,C,asikom01,2016,68,64,1178,84,11,10.9,28.7,3.1,0.9,1.6,19.7,11.3,11.4,0.574,0.545,8.2,0.533,0,0.712,0,0,0,0.231,0.851,0.133,0.015,0.005,2390,1178,-3.99895625,-0.748588012,-4.29603831,-0.267387969
Rim-Running Athletic Bigs,Ömer Aşık,C,asikom01,2017,31,19,482,84,9.8,10.4,25.3,4.2,0.5,1.7,14.6,8.6,8.8,0.6,0.59,6.6,0.477,0,0.677,0,0,0,0.246,0.892,0.092,0,0,1002,482,-5.602174439,-0.69929594,-6.086591107,-0.293760539
Rim-Running Athletic Bigs,Ömer Aşık,C,asikom01,2018,14,0,121,84,4.5,6.5,26,2,0.4,1.3,19,7.1,9.4,0.75,0.333,6.3,0.438,0,1,0,0,0,0.063,0.813,0.063,0.063,0.063,382,182,-7.93827013,-0.485444492,-7.658404518,-0.048742276
Traditional Bigs,Ömer Aşık,C,asikom01,2018,4,0,61,84,0.2,3.4,14.6,2.1,0.8,2.9,38.3,3.2,7.4,0.167,0,4.8,0.333,0,1,0,0,0,0,0.833,0.167,0,0,382,182,-7.93827013,-0.485444492,-7.658404518,-0.048742276
High Usage Guards,D.J. Augustin,PG,augusdj01,2009,72,12,1908,71,14.9,1.1,7.5,22.6,1.2,0.1,14.1,24.2,20.8,0.375,0.893,17.7,0.424,0.439,0.151,0.396,0.191,0.861,0,0.277,0.066,0.079,0.182,3550,1908,-0.48881974,2.196509258,-0.892646413,-0.196590209
High Usage Guards,D.J. Augustin,PG,augusdj01,2010,80,2,1472,71,11.2,0.9,6.9,21.7,1.6,0.3,13.1,18.3,17.9,0.301,0.779,15.7,0.381,0.393,0.286,0.409,0.208,0.829,0,0.283,0.06,0.076,0.172,2935,1545,-0.826854898,1.572807466,-1.348805876,0.144623395
High Usage Guards,D.J. Augustin,PG,augusdj01,2011,82,82,2757,71,15.9,1.7,8.3,31.1,1,0.1,12.5,22.9,21.2,0.31,0.906,18.6,0.461,0.333,0.236,0.348,0.12,0.676,0,0.312,0.109,0.045,0.187,5206,2757,-0.234962975,3.521077712,-0.046939917,-0.43801306
High Usage Guards,D.J. Augustin,PG,augusdj01,2012,48,46,1408,71,14.1,1.9,7.2,38.9,1.3,0.1,16.9,19.9,21.3,0.246,0.875,18.2,0.396,0.341,0.23,0.368,0.134,0.623,0,0.294,0.127,0.064,0.148,2703,1408,-1.759571542,0.708489862,-1.771119623,-0.388868966
High Usage Guards,D.J. Augustin,PG,augusdj01,2013,76,5,1226,71,11,1.9,6.3,21.6,1.5,0.2,16.8,15.5,15.1,0.337,0.838,12.8,0.346,0.353,0.222,0.646,0.242,0.866,0,0.153,0.075,0.044,0.082,2911,1542,-1.865991667,0.533828749,-2.4918330379999998,-0.067861441
High Usage Guards,D.J. Augustin,PG,augusdj01,2014,10,0,82,71,1.2,0,5.7,18.4,0.6,0,25.3,13.4,19.8,0.25,1,15.3,0.462,0.091,0,0.458,0.273,1,0,0.208,0.125,0.042,0.167,3943,2080,-0.125957749,2.619815718,0.174535051,-1.388285296
High Usage Guards,D.J. Augustin,PG,augusdj01,2014,61,9,1857,71,16.8,0.9,6.7,29.3,1.5,0.1,12.8,26,22.5,0.318,0.882,19.9,0.426,0.411,0.308,0.463,0.187,0.636,0,0.225,0.095,0.069,0.148,3943,2080,-0.125957749,2.619815718,0.174535051,-1.388285296
High Usage Guards,D.J. Augustin,PG,augusdj01,2015,54,13,1287,71,15.8,1.1,7.6,33.2,1.3,0.1,17,23.1,22.2,0.367,0.87,18.5,0.45,0.327,0.129,0.325,0.14,0.49,0,0.282,0.226,0.054,0.113,3905,1964,-1.7244573,1.022438549,-2.778014471,-0.846875036
High Usage Guards,D.J. Augustin,PG,augusdj01,2015,28,1,677,71,10.2,1.1,8.4,18.5,1.2,0.1,14.8,15,15.1,0.194,0.861,13.8,0.389,0.354,0.257,0.516,0.24,0.735,0,0.172,0.167,0.065,0.081,3905,1964,-1.7244573,1.022438549,-2.778014471,-0.846875036
High Usage Guards,D.J. Augustin,PG,augusdj01,2016,34,0,519,71,8.7,1.1,7.6,16.7,1.2,0.3,18.1,13.6,13.6,0.281,0.765,11.6,0.367,0.393,0.227,0.504,0.246,0.75,0,0.256,0.099,0.033,0.107,2402,1178,-1.857793618,0.538688767,-2.203756842,-0.253387435
High Usage Guards,D.J. Augustin,PG,augusdj01,2016,28,0,659,71,18,0.5,8.4,32,1.9,0.2,16.6,24.7,21.5,0.41,0.819,17.4,0.475,0.411,0.155,0.467,0.206,0.568,0,0.262,0.109,0.092,0.066,2402,1178,-1.857793618,0.538688767,-2.203756842,-0.253387435
High Usage Guards,D.J. Augustin,PG,augusdj01,2017,78,20,1538,71,11,1,7.4,20.4,1,0.1,13.3,19.9,19.4,0.311,0.814,16.7,0.412,0.347,0.2,0.53,0.186,0.737,0,0.164,0.097,0.06,0.149,3097,1538,-6.351031906,-2.798342602,-6.794707867,-0.949166416
High Usage Guards,D.J. Augustin,PG,augusdj01,2018,75,36,1760,71,15.4,1.9,8.2,24.4,1.5,0,16.5,21.3,18.6,0.35,0.868,15,0.485,0.419,0.231,0.504,0.154,0.675,0,0.241,0.146,0.054,0.054,3651,1760,-0.081921726,2.384190847,-2.125873088,-0.480925189
High Usage Guards,D.J. Augustin,PG,augusdj01,2019,81,81,2269,71,15.7,1.9,7.8,26.9,1.1,0.1,14.3,20.4,17.2,0.309,0.866,14.6,0.511,0.421,0.182,0.459,0.174,0.641,0.001,0.267,0.137,0.075,0.061,4950,2410,-0.118374508,2.969703172,-0.949165045,-1.352042325
High Usage Guards,D.J. Augustin,PG,augusdj01,2020,49,6,1215,71,14.2,1.5,8.3,26.7,1.2,0.1,12.9,20.5,19.1,0.395,0.885,15.9,0.43,0.345,0.198,0.438,0.121,0.6,0,0.184,0.174,0.128,0.076,2510,1215,-1.229617318304503,0.9277129153131567,-2.095618863790193,-1.597164304358088
Traditional Bigs,Gustavo Ayón,PF,ayongu01,2012,54,24,1088,82,16.7,9.6,19.3,11.5,2.6,3.5,13.7,15.9,14.5,0.241,0.619,13,0.538,0,0.8,0.004,0,0,0.05,0.575,0.215,0.13,0.077,2024,1088,2.325265328,2.817101159,2.196535802,-0.005456077
Rim-Running Athletic Bigs,Gustavo Ayón,C,ayongu01,2013,43,3,571,82,11.7,7.9,19.8,15.5,1.2,1.8,21.1,14,14.3,0.304,0.5,11.4,0.536,0,0.791,0,0,0,0.024,0.6,0.176,0.096,0.128,1447,741,-1.627468089,0.423125286,-2.053802106,0.543660722
Rim-Running Athletic Bigs,Gustavo Ayón,C,ayongu01,2013,12,0,163,82,16.6,12.7,26.7,11.6,2.8,1.8,16,15.9,15,0.286,0.083,13.1,0.595,0,0.64,0,0,0,0.048,0.571,0.286,0.071,0.071,1447,741,-1.627468089,0.423125286,-2.053802106,0.543660722
Traditional Bigs,Jeff Ayres,C,pendeje02,2010,39,4,405,81,12.1,7.6,22.5,0.4,0.9,3.2,14,14,10.1,0.308,0.9,8.8,0.662,0,0.791,0,0,0,0.308,0.569,0.215,0.123,0.092,779,422,-3.420569216,-0.255271312,-3.199477184,0.792705123
Stretch Forwards,Jeff Ayres,PF,pendeje02,2013,37,0,369,81,14.5,8.9,22.2,7.2,0.9,2.4,14.5,20.9,19.7,0.183,0.913,18.2,0.484,0.5,0.797,0.032,0.5,1,0.103,0.254,0.143,0.135,0.437,832,440,-2.354291091,0.266325423,-3.458966905,0.07652988
Traditional Bigs,Jeff Ayres,PF,pendeje02,2014,73,10,952,81,11.1,11,19.2,8.6,0.7,1.9,24.1,12.7,12.4,0.316,0.691,9.2,0.58,0,0.792,0,0,0,0.224,0.644,0.167,0.109,0.08,2073,1017,-2.636106437,-0.157213899,-2.215813686,0.220945538
Traditional Bigs,Jeff Ayres,PF,pendeje02,2015,51,0,383,81,14.4,11.2,23.3,5.5,1.1,1.6,19,18.3,16.3,0.379,0.75,12.7,0.579,0,0.727,0,0,0,0.221,0.653,0.189,0.116,0.042,798,395,-7.306115054,-0.923874755,-5.644747076,0.106093124
Traditional Bigs,Deandre Ayton,C,aytonde01,2019,71,70,2183,83,20.5,11.1,26.1,9.6,1.3,2.6,11.7,25.4,21.2,0.217,0.746,19,0.588,0,0.711,0.005,0.25,0,0.163,0.478,0.217,0.154,0.146,4609,2183,-2.292542459,0.50599749,-1.735772666,-0.700779397
Traditional Bigs,Deandre Ayton,C,aytonde01,2020,30,25,996,83,20.4,13.5,27,9.7,1,4.5,12.4,27.1,24.3,0.168,0.769,22.1,0.552,0,0.729,0.006,0,0,0.163,0.471,0.23,0.194,0.099,2122,996,0.8153234958294551,1.810652170537651,1.492832799623004,-0.0618991883197177
3PT Shooting Swingmen,Kelenna Azubuike,SG,azubuke01,2007,41,9,669,77,13.4,4.2,11.4,6.2,1.6,1.1,13.3,21.1,18.7,0.355,0.782,15.9,0.454,0.43,0.531,0.359,0.278,0.971,0.05,0.336,0.132,0.05,0.123,1428,684,-3.500359126,-0.287795541,-4.498788342,-0.219818369
3PT Shooting Swingmen,Kelenna Azubuike,SG,azubuke01,2008,81,17,1732,77,13.5,6.4,14,6.1,1.3,1.4,8.2,19.4,17.2,0.235,0.717,16.5,0.485,0.364,0.547,0.332,0.354,0.972,0.036,0.346,0.147,0.07,0.106,3606,1732,-1.277655753,1.300012851,-1.972806583,-0.07537765
3PT Shooting Swingmen,Kelenna Azubuike,SF,azubuke01,2009,74,51,2375,77,14.7,5.1,11.8,7.6,1.2,1.5,9.1,21.9,18.7,0.271,0.808,17.4,0.469,0.448,0.473,0.249,0.257,0.947,0.039,0.351,0.142,0.073,0.185,4915,2375,-0.607720375,2.582949978,-0.754473329,-0.461315019
Stretch Forwards,Luke Babbitt,SF,babbilu01,2012,40,4,537,81,11.3,3.4,17.5,4.8,1,0.6,12.9,19.8,17.8,0.116,0.85,17,0.384,0.43,0.214,0.578,0.17,0.953,0.006,0.092,0.162,0.064,0.104,1032,537,-3.166743869,-0.114436649,-3.976306597,0.20887786
Stretch Forwards,Luke Babbitt,PF,babbilu01,2013,62,0,730,81,9.4,2.4,19.7,6.2,1,0.5,8.4,17.6,16.4,0.056,0.769,16.8,0.429,0.348,0.458,0.761,0.281,0.984,0.009,0.038,0.043,0.038,0.12,1406,730,-2.218083761,0.20022013,-2.249421015,0.991629418
Stretch Forwards,Luke Babbitt,SF,babbilu01,2015,63,19,830,81,11.1,1.6,13.5,4.3,1.1,1,11.5,16.2,12.4,0.099,0.684,12.2,0.429,0.513,0.515,0.599,0.426,1,0.005,0.094,0.135,0.099,0.073,1654,830,-2.171935294,0.244984365,-2.697252715,0.075847504
Stretch Forwards,Luke Babbitt,SF,babbilu01,2016,47,13,845,81,11.6,3.2,16.7,9.6,0.6,0.7,6.9,19.2,17.5,0.173,0.78,17,0.433,0.404,0.538,0.377,0.22,0.955,0.01,0.218,0.263,0.104,0.038,1759,845,-1.082172385,0.71779563,-2.420568947,-0.168034254
Stretch Forwards,Luke Babbitt,SF,babbilu01,2017,68,55,1065,81,8.3,1.2,13.5,4.8,0.9,0.8,8,15.3,13,0.053,0.733,13.3,0.366,0.414,0.615,0.747,0.305,0.966,0,0.043,0.032,0.1,0.078,2129,1065,-0.305043468,1.321866054,0.046592094,-0.489742704
Stretch Forwards,Luke Babbitt,SF,babbilu01,2018,37,9,570,81,12,1,14.9,7,0.6,0.8,7.8,19.4,14.8,0.131,0.773,14.4,0.544,0.441,0.548,0.661,0.27,0.98,0.012,0.054,0.071,0.125,0.089,1498,718,-3.030296644,-0.065824203,-3.827375231,-0.306532149
Stretch Forwards,Luke Babbitt,SF,babbilu01,2018,13,5,145,81,1.3,1.5,10.1,4.8,0.3,1.2,7.8,11.4,15.8,0,0,16.3,0,0.244,0,0.957,0.289,1,0,0,0,0.021,0.021,1498,718,-3.030296644,-0.065824203,-3.827375231,-0.306532149
Stretch Forwards,Dwayne Bacon,SG,bacondw01,2018,53,6,713,78,5.8,0.6,18.5,7.5,1.1,0.2,10.2,12,13.7,0.13,0.8,13.1,0.409,0.256,0.525,0.224,0.372,1,0.026,0.182,0.104,0.193,0.302,1508,713,-5.119517206,-0.862511191,-6.341342153,0.062806473
3PT Shooting Swingmen,Dwayne Bacon,SG,bacondw01,2019,43,13,759,78,11.7,1.1,11.7,9.2,0.8,0.6,6.1,20.2,16.8,0.179,0.739,16.5,0.494,0.437,0.607,0.339,0.299,0.737,0.027,0.288,0.179,0.121,0.074,1575,759,-2.431901241,0.122323133,-2.753320461,-0.709865848
3PT Shooting Swingmen,Dwayne Bacon,SG,bacondw01,2020,39,11,687,78,6.1,2.3,14,11.7,1.7,0.3,12.2,16.3,19.5,0.217,0.66,17.8,0.373,0.284,0.47,0.275,0.149,0.895,0.012,0.32,0.238,0.107,0.061,1419,687,-5.642312228544372,-1.009214104212776,-6.32435235979255,-0.4589514397872101
Rim-Running Athletic Bigs,Marvin Bagley,PF,baglema01,2019,62,4,1567,83,18.9,10.4,20.8,5.9,1,3.2,10.7,27.4,24.2,0.371,0.691,21,0.534,0.313,0.515,0.136,0.219,0.9,0.112,0.363,0.31,0.126,0.065,3401,1567,-2.874054422,-0.099079105,-3.081601882,-0.10311252
High Usage Guards,Ron Baker,SG,bakerro01,2017,52,13,857,76,7.5,1.5,10.8,17.3,2,0.8,19.2,12.5,14.8,0.198,0.651,12.7,0.45,0.267,0.373,0.396,0.337,0.87,0.005,0.346,0.106,0.041,0.12,1718,857,-0.428594702,1.014834125,-1.431741507,-0.017431597
High Usage Guards,Ron Baker,SG,bakerro01,2019,11,0,107,76,4.4,1,6,16.1,2.3,0,13.9,6.3,8.6,0.375,0.833,7.2,0.429,0.111,0.333,0.563,0.333,1,0,0.313,0,0,0.125,333,152,-1.833305792,0.068610662,-4.372814237,-0.096867743
Versatile Role Players,Ron Baker,SG,bakerro01,2019,4,0,45,76,-2,0,9.8,5.1,1.1,1.9,33.3,0,5.7,0,0,4.2,0,0,0,1,0.5,0,0,0,0,0,0,333,152,-1.833305792,0.068610662,-4.372814237,-0.096867743
Ball Dominant Playmakers,Wade Baldwin,PG,baldwwa01,2017,33,1,405,76,6.5,3,10.2,22.8,2.3,1.7,22.9,13.6,19.1,0.322,0.838,14.8,0.355,0.136,0.303,0.191,0.182,0.333,0.043,0.357,0.157,0.174,0.113,847,417,-10.03451207,-1.473557638,-8.640072701,-0.036454453
Stretch Forwards,Renaldo Balkman,SF,balkmre01,2007,68,1,1064,80,16.1,11,21.8,7,2.8,3.3,13.5,16.6,15.5,0.327,0.567,13.7,0.54,0.185,0.604,0.098,0.741,1,0.175,0.735,0.055,0.04,0.073,2036,1064,3.3925143,3.353063932,2.778680591,0.518516471
Stretch Forwards,Renaldo Balkman,SF,balkmre01,2008,65,0,952,80,11.5,9.6,16.4,6.5,2.4,2.4,14,12.3,12.5,0.511,0.432,10.2,0.517,0.083,0.589,0.065,0.417,1,0.183,0.774,0.059,0.027,0.075,1838,952,0.399997391,1.540186727,-0.185763751,0.62370868
Stretch Forwards,Renaldo Balkman,PF,balkmre01,2009,53,10,780,80,16.8,13.2,16.9,6.9,3.1,2.3,13.4,17.2,14.9,0.33,0.646,12.9,0.568,0.286,0.657,0.036,0.143,1,0.188,0.736,0.056,0.02,0.152,1589,800,1.56981305,1.632489446,1.551731093,0.19478484
Versatile Role Players,Renaldo Balkman,SF,balkmre01,2011,5,0,44,80,12.8,2.7,7.6,6.6,3.4,3.4,0,14.8,10.9,0.444,0.75,10.3,0.556,0,1,0,0,0,0.444,0.778,0,0.222,0,125,62,-1.678089395,0.033417803,-0.38575907,2.255983363
Versatile Role Players,Renaldo Balkman,SF,balkmre01,2011,3,0,18,80,0.7,6.3,12.8,0,2.8,0,20,8.4,12.3,0,0,11.2,0,0.5,0,0.5,1,1,0,0.25,0,0,0.25,125,62,-1.678089395,0.033417803,-0.38575907,2.255983363
Ball Dominant Playmakers,Lonzo Ball,PG,balllo01,2018,52,50,1780,78,12.5,4.2,17.3,29.2,2.4,2,18.6,14.2,17.4,0.126,0.451,15.2,0.42,0.305,0.327,0.523,0.115,0.744,0.03,0.273,0.092,0.053,0.059,3818,1780,0.560911991,3.040284621,1.661004193,1.103860516
Ball Dominant Playmakers,Lonzo Ball,PG,balllo01,2019,47,45,1423,78,11.7,4,14,23.8,2.3,1.1,17.8,15.2,16.9,0.105,0.417,14.9,0.482,0.329,0.427,0.5,0.171,0.76,0.061,0.309,0.096,0.046,0.048,3103,1423,-0.324874083,1.776008115,0.371080346,0.887423086
Ball Dominant Playmakers,Lonzo Ball,PG,balllo01,2020,56,47,1817,78,13.7,3.6,16.6,29.3,2,1.4,20.7,17.7,18.6,0.107,0.567,16,0.453,0.383,0.417,0.578,0.212,0.82,0.025,0.213,0.08,0.049,0.081,3968,1817,-0.0843655040478576,2.49921121773946,1.645982006367416,1.15869632999047
Rim-Running Athletic Bigs,Mohamed Bamba,C,bambamo01,2019,47,1,766,84,14.9,8.8,24,7.4,0.8,7,13.7,18.7,17.8,0.259,0.587,15.5,0.555,0.3,0.656,0.288,0.257,0.952,0.148,0.35,0.144,0.078,0.14,1591,766,-6.194574021,-1.343945653,-5.626036045,-0.169530363
Traditional Bigs,Mohamed Bamba,C,bambamo01,2020,60,0,868,84,17.8,11.7,25.7,7.3,1.2,8.9,12.2,18.7,17.2,0.163,0.674,15.9,0.534,0.356,0.537,0.369,0.106,1,0.145,0.411,0.128,0.032,0.06,1802,868,1.300584474141598,1.784249287953621,0.8795283396600784,-0.5438321679385517
High Usage Guards,Marcus Banks,PG,banksma01,2004,81,2,1385,74,11,2.5,8.4,21.3,3.3,0.7,20,17.9,20.5,0.296,0.756,16.4,0.421,0.314,0.24,0.195,0.105,0.815,0.014,0.33,0.129,0.09,0.256,2836,1445,-2.896476204,-0.215506979,-2.517729401,0.86856313
High Usage Guards,Marcus Banks,PG,banksma01,2005,81,2,1145,74,12.3,3,9.7,20.3,2.8,0.9,18.1,16.7,17.2,0.57,0.742,12.9,0.414,0.356,0.245,0.206,0.203,0.905,0.014,0.43,0.052,0.094,0.217,2443,1251,0.664309262,2.121957137,0.399277341,0.657345291
High Usage Guards,Marcus Banks,PG,banksma01,2006,18,1,269,74,9.4,1.9,6.6,19.2,1.4,0,19.8,19.2,19.9,0.375,0.9,15.5,0.443,0.316,0.333,0.238,0.105,0.833,0,0.325,0.063,0.05,0.325,2821,1497,-1.878096163,0.685047023,-1.530907633,0.629176695
High Usage Guards,Marcus Banks,PG,banksma01,2006,40,28,1228,74,14.5,1.9,9.2,26.6,2.1,0.7,17.9,21.1,20.7,0.302,0.778,17.1,0.494,0.364,0.347,0.113,0.023,0.438,0.01,0.351,0.036,0.046,0.454,2821,1497,-1.878096163,0.685047023,-1.530907633,0.629176695
High Usage Guards,Marcus Banks,PG,banksma01,2007,45,1,503,74,11.3,2.4,6.2,17.4,2.3,0.4,15.2,22.1,23.5,0.306,0.8,19.6,0.473,0.172,0.443,0.148,0.069,0.4,0.015,0.367,0.036,0.031,0.418,1027,510,-5.542006534,-0.723486564,-5.162586574,0.957248326
High Usage Guards,Marcus Banks,PG,banksma01,2008,24,1,310,74,10.1,1.2,5.7,11.3,1.3,1.7,12.1,20,19.1,0.147,0.75,17.5,0.432,0.385,0.474,0.596,0.185,0.92,0.009,0.22,0,0.028,0.156,1124,569,-3.248897315,-0.13629619,-3.170435548,2.130526818
High Usage Guards,Marcus Banks,PG,banksma01,2008,12,2,259,74,15.5,0.5,11.3,25.5,1.2,1.5,18.9,23.4,20.4,0.232,0.789,16.8,0.6,0.405,0.111,0.451,0.135,0.867,0.012,0.317,0.024,0.049,0.159,1124,569,-3.248897315,-0.13629619,-3.170435548,2.130526818
High Usage Guards,Marcus Banks,PG,banksma01,2009,16,0,166,74,8.7,0,10.9,19.8,3.2,1,19.4,13.5,16,0.385,0.667,12.5,0.52,0.143,0.308,0.359,0.571,0.5,0,0.385,0.051,0,0.205,392,206,-4.780463448,-0.214117812,-4.495036103,1.769780201
High Usage Guards,Marcus Banks,PG,banksma01,2009,6,0,40,74,4,3,5.8,24.2,1.3,0,13.4,18.3,25.7,0.167,0.333,23.5,0.385,0.2,0,0.278,0.4,1,0,0.333,0,0.056,0.333,392,206,-4.780463448,-0.214117812,-4.495036103,1.769780201
High Usage Guards,Leandro Barbosa,PG,barbole01,2004,70,46,1500,75,12.7,1.7,7.6,18,3.2,0.3,19.5,19,18.6,0.13,0.77,16.2,0.488,0.395,0.394,0.447,0.248,0.855,0.004,0.381,0.055,0.04,0.077,2927,1500,-0.397829744,1.819608637,0.112022701,0.9873779
High Usage Guards,Leandro Barbosa,PG,barbole01,2005,63,6,1087,75,12.8,3.3,9.2,16.7,1.4,0.4,18.5,20.3,18.9,0.195,0.797,16.3,0.544,0.367,0.41,0.393,0.209,0.667,0.003,0.364,0.071,0.068,0.105,2427,1203,-3.27421847,-0.166172924,-3.503309619,0.376030782
High Usage Guards,Leandro Barbosa,SG,barbole01,2006,57,11,1592,75,15.1,2.2,8.1,14.4,1.5,0.3,12.3,23.4,20.3,0.259,0.755,17.8,0.501,0.444,0.409,0.346,0.316,0.793,0.002,0.427,0.069,0.065,0.093,4443,2224,-1.168043247,1.314724351,-0.908138141,0.018303085
High Usage Guards,Leandro Barbosa,SG,barbole01,2007,80,18,2613,75,18.4,1,8.1,18.7,1.8,0.4,10.7,27.7,23.4,0.209,0.845,21.3,0.504,0.434,0.478,0.394,0.326,0.879,0,0.325,0.059,0.065,0.157,5956,2962,3.216611075,8.40673281,3.836081092,0.047217599
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2008,82,12,2421,75,15.8,2,8.2,13.5,1.5,0.5,9.5,26.3,22.8,0.209,0.822,20.9,0.514,0.389,0.474,0.413,0.308,0.939,0.001,0.312,0.072,0.062,0.14,5212,2564,-0.023991593,3.562315672,0.729268991,0.149071703
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2009,70,11,1705,75,19.4,2.4,9.7,14.9,2.4,0.3,9.9,29.1,24.2,0.256,0.881,22.3,0.532,0.375,0.449,0.316,0.358,0.9,0,0.337,0.096,0.092,0.158,3449,1705,2.098818242,4.218746114,2.397268111,0.017662328
High Usage Guards,Leandro Barbosa,PG,barbole01,2010,44,5,786,75,14,1.7,7.9,12.5,1.5,1.1,10.4,26.8,24.9,0.2,0.877,23.4,0.485,0.324,0.514,0.373,0.434,0.75,0,0.323,0.082,0.058,0.164,2057,1036,-1.243530564,0.820905327,-0.862042477,0.604651268
High Usage Guards,Leandro Barbosa,SG,barbole01,2011,58,0,1395,75,15.3,1.2,7.4,14.6,1.9,0.3,10.5,28.5,25.6,0.21,0.796,24.2,0.505,0.338,0.369,0.326,0.394,0.861,0.002,0.381,0.103,0.031,0.159,2731,1395,-1.537696391,0.866831182,-1.341811379,0.431990836
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2012,42,0,946,75,14.2,2.6,7.1,13.3,2,0.6,12.1,29.1,28,0.2,0.835,25.8,0.461,0.36,0.557,0.244,0.36,0.85,0,0.278,0.159,0.081,0.238,3027,1605,-2.146496943,0.675025309,-1.820092032,1.538153522
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2012,22,0,436,75,13.4,3.1,9.5,13.3,2.4,0,11.6,23.8,23.2,0.18,0.758,22.2,0.387,0.424,0.438,0.322,0.288,0.92,0,0.262,0.148,0.082,0.186,3027,1605,-2.146496943,0.675025309,-1.820092032,1.538153522
High Usage Guards,Leandro Barbosa,PG,barbole01,2013,41,2,513,75,13.5,1.9,8.5,19,1.7,0.9,9.1,21.9,21.4,0.212,0.756,19.7,0.445,0.383,0.369,0.244,0.34,0.889,0,0.409,0.181,0.067,0.098,991,513,-1.645025072,0.289962433,-2.095492123,0.242881911
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2015,66,1,982,75,15.3,2.6,7.2,14.9,2,0.6,9.5,23.2,20.5,0.192,0.784,19.2,0.511,0.384,0.643,0.29,0.259,0.884,0,0.368,0.137,0.088,0.114,2517,1211,-2.127918765,0.204277702,-2.035797288,-0.148960287
3PT Shooting Swingmen,Leandro Barbosa,SG,barbole01,2016,68,0,1079,75,11.7,3,8.4,10.6,2,0.7,11.8,19.4,18.1,0.168,0.839,16.6,0.508,0.355,0.682,0.297,0.309,0.974,0.003,0.368,0.127,0.073,0.132,2813,1333,-2.18366015,-0.171642182,-2.285790709,0.012877673
