lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
64,DWest,SLivingston,AIguodala,KDurant,KThompson,GSW,37,167,14.7,98.35,2017
65,VCarter,TAllen,MConley,MGasol,JGreen,MEM,34,166,17.0,91.48,2017
66,EDavis,DLillard,MHarkless,CMcCollum,MPlumlee,POR,13,164,-1.4,96.32,2017
67,JCrawford,CPaul,JRedick,DJordan,BGriffin,LAC,43,163,11.9,103.05,2017
68,NBatum,KWalker,MKidd-Gilchrist,CZeller,FKaminsky,CHA,32,163,6.3,99.09,2017
69,GDieng,ZLaVine,AWiggins,KTowns,KDunn,MIN,28,159,-5.4,96.67,2017
70,TChandler,PTucker,EBledsoe,TWarren,DBooker,PHX,28,157,4.6,104.46,2017
71,Nene,TAriza,RAnderson,JHarden,PBeverley,HOU,34,156,3.3,105.75,2017
72,RRubio,GDieng,SMuhammad,AWiggins,KTowns,MIN,50,156,14.2,98.62,2017
73,TAllen,MConley,MGasol,JGreen,JEnnisIII,MEM,26,154,-4.4,92.35,2017
74,GHill,DFavors,GHayward,RGobert,RHood,UTA,14,152,-0.7,91.92,2017
75,GHill,DFavors,GHayward,RGobert,JIngles,UTA,18,149,19.8,92.88,2017
76,KLowry,DDeRozan,DCarroll,PPatterson,JValanciunas,TOR,25,147,29.8,93.4,2017
77,RGay,AAfflalo,KKoufos,TLawson,DCousins,SAC,14,145,1.3,95.32,2017
78,JJohnson,GHill,GHayward,RGobert,JIngles,UTA,22,141,2.4,96.29,2017
79,NYoung,JRandle,TBlack,DRussell,BIngram,LAL,17,138,-13.5,100.36,2017
80,Nene,CBrewer,EGordon,PBeverley,SDekker,HOU,25,138,21.6,102.66,2017
81,MPlumlee,TSnell,GAntetokounmpo,MDellavedova,JParker,MIL,14,137,2.2,97.72,2017
82,DWilliams,WMatthews,HBarnes,SMejri,DFinney-Smith,DAL,18,136,1.4,90.46,2017
83,MGortat,JSmith,JWall,BBeal,OPorterJr,WAS,29,136,-12.8,97.49,2017
84,Nene,TAriza,EGordon,JHarden,SDekker,HOU,35,136,4.4,106.99,2017
85,RRondo,RLopez,NMirotic,JButler,PZipser,CHI,17,136,22.6,96.39,2017
86,AHorford,ABradley,IThomas,JCrowder,MSmart,BOS,32,135,11.1,110.23,2017
87,KMiddleton,TSnell,GAntetokounmpo,TMaker,MBrogdon,MIL,15,135,8.0,90.72,2017
88,CAldrich,NBjelica,SMuhammad,ZLaVine,KDunn,MIN,29,134,-1.5,95.84,2017
89,JCrawford,RFelton,BBass,MSpeights,ARivers,LAC,27,134,-8.3,97.82,2017
90,DWade,RLopez,TGibson,JButler,JGrant,CHI,13,133,19.5,96.24,2017
91,JRedick,DJordan,LMbahaMoute,BGriffin,ARivers,LAC,16,131,-0.7,98.07,2017
92,RJefferson,LJames,KIrving,TThompson,IShumpert,CLE,16,131,14.1,96.49,2017
93,CPaul,JRedick,DJordan,BGriffin,ARivers,LAC,25,130,18.4,98.76,2017
94,ALen,TWarren,DBooker,MChriss,TUlis,PHX,10,129,-12.5,102.17,2017
95,RWestbrook,ARoberson,SAdams,VOladipo,JGrant,OKC,35,129,10.6,108.85,2017
96,BDiaw,GHayward,RGobert,RHood,DExum,UTA,16,128,26.9,90.93,2017
97,DHoward,TSefolosha,PMillsap,DSchroder,THardawayJr,ATL,34,126,22.6,99.73,2017
98,KDurant,JMcGee,SCurry,KThompson,DGreen,GSW,28,126,36.3,106.2,2017
99,DNowitzki,DWilliams,WMatthews,HBarnes,SCurry,DAL,15,123,3.7,97.78,2017
100,MGinobili,PGasol,LAldridge,PMills,KLeonard,SAS,36,123,-6.5,103.69,2017
101,JHoliday,ADavis,TJones,SHill,BHield,NOP,15,122,8.5,102.23,2017
102,RWestbrook,AMorrow,ARoberson,SAdams,DSabonis,OKC,22,120,-7.9,96.82,2017
103,BDiaw,GHill,GHayward,RGobert,RHood,UTA,21,119,13.1,92.08,2017
104,ETurner,DLillard,CMcCollum,MPlumlee,NVonleh,POR,13,118,0.0,98.36,2017
105,OAsik,EMoore,ADavis,SHill,TFrazier,NOP,16,116,3.7,100.93,2017
106,EIlyasova,RCovington,NStauskas,JEmbiid,TMcConnell,PHI,14,115,18.0,97.23,2017
107,JGreen,CWatson,DAugustin,BBiyombo,MHezonja,ORL,17,115,-10.6,97.77,2017
108,TChandler,JDudley,EBledsoe,TWarren,DBooker,PHX,7,115,0.0,102.33,2017
109,AAfflalo,KKoufos,DCollison,GTemple,DCousins,SAC,11,114,-2.8,90.09,2017
110,CWatson,SIbaka,NVucevic,EPayton,AGordon,ORL,11,112,-12.5,102.46,2017
111,ISmith,THarris,JLeuer,ADrummond,KCaldwell-Pope,DET,35,110,-4.5,99.56,2017
112,TAllen,MGasol,JGreen,AHarrison,TWilliams,MEM,12,110,-5.5,95.71,2017
113,CAnthony,DRose,CLee,LThomas,KPorzingis,NYK,14,109,4.8,99.58,2017
114,CAnthony,JNoah,CLee,BJennings,KPorzingis,NYK,14,109,-8.5,98.84,2017
115,JClarkson,JRandle,DRussell,LNanceJr,BIngram,LAL,23,108,-27.7,98.3,2017
116,KLowry,DDeRozan,DCarroll,JValanciunas,LNogueira,TOR,13,108,12.2,98.29,2017
117,DLillard,MHarkless,ACrabbe,CMcCollum,MPlumlee,POR,23,107,12.2,102.76,2017
118,JHoliday,DCunningham,EMoore,ADavis,SHill,NOP,30,107,7.4,105.21,2017
119,GDragic,JJohnson,WEllington,WReed,TJohnson,MIA,27,106,2.2,102.35,2017
120,MEllis,TYoung,JTeague,GRobinsonIII,MTurner,IND,13,106,11.5,101.49,2017
121,MWilliams,MBelinelli,NBatum,KWalker,CZeller,CHA,33,106,9.7,101.09,2017
122,BBiyombo,TRoss,EFournier,EPayton,AGordon,ORL,11,105,6.8,95.28,2017
123,LJames,CFrye,KIrving,TThompson,IShumpert,CLE,17,105,11.7,95.83,2017
124,RWestbrook,ARoberson,SAdams,AAbrines,DSabonis,OKC,31,104,1.9,102.41,2017
125,TAriza,EGordon,JHarden,PBeverley,CCapela,HOU,22,104,13.4,100.48,2017
126,AHorford,IThomas,JCrowder,KOlynyk,MSmart,BOS,28,103,-13.7,102.45,2017
127,CMiles,JTeague,PGeorge,LAllen,MTurner,IND,21,103,-1.0,99.56,2017
128,EIlyasova,SRodriguez,GHenderson,RCovington,JEmbiid,PHI,14,103,5.0,103.28,2017
129,MGortat,JWall,MMorris,BBeal,KOubreJr,WAS,39,103,4.7,103.96,2017
130,DWest,SLivingston,AIguodala,KThompson,DGreen,GSW,19,102,5.0,94.67,2017
131,JJohnson,WEllington,WReed,TJohnson,JRichardson,MIA,20,102,-0.4,99.4,2017
132,PPierce,JCrawford,RFelton,MSpeights,ARivers,LAC,12,102,3.4,97.09,2017
133,CMiles,MEllis,JTeague,PGeorge,MTurner,IND,38,101,9.2,104.87,2017
134,GDragic,LBabbitt,HWhiteside,RMcGruder,JRichardson,MIA,8,100,10.3,93.87,2017
135,ISmith,MMorris,THarris,ABaynes,KCaldwell-Pope,DET,36,100,13.3,105.0,2017
136,JCrawford,RFelton,MSpeights,BGriffin,ARivers,LAC,39,100,1.7,106.21,2017
137,JHoliday,DCousins,ADavis,SHill,TFrazier,NOP,8,99,6.3,100.72,2017
138,JJerebko,KOlynyk,MSmart,TRozier,JBrown,BOS,31,99,1.8,98.89,2017
139,KMiddleton,TSnell,GAntetokounmpo,MDellavedova,TMaker,MIL,12,99,13.8,94.84,2017
140,AJohnson,AHorford,IThomas,JCrowder,JBrown,BOS,13,98,10.3,99.68,2017
141,RRondo,RLopez,NMirotic,JButler,DValentine,CHI,17,98,1.2,96.63,2017
142,DHoward,EIlyasova,DSchroder,THardawayJr,TPrince,ATL,13,97,-8.9,99.57,2017
143,DWilliams,WMatthews,HBarnes,SCurry,SMejri,DAL,17,97,16.0,92.77,2017
144,DSaric,TMcConnell,JAnderson,RHolmes,TLuwawu-Cabarrot,PHI,12,96,-19.8,103.43,2017
145,DWade,RLopez,TGibson,JButler,MCarter-Williams,CHI,8,96,-4.8,94.15,2017
146,RFelton,JRedick,DJordan,LMbahaMoute,ARivers,LAC,13,96,1.2,95.75,2017
147,AJohnson,AHorford,ABradley,JCrowder,MSmart,BOS,18,95,7.9,98.73,2017
148,JMcRoberts,GDragic,WEllington,HWhiteside,RMcGruder,MIA,10,95,-1.2,92.78,2017
149,MBelinelli,NBatum,KWalker,CZeller,FKaminsky,CHA,31,95,13.4,103.8,2017
150,JCrawford,CPaul,DJordan,BGriffin,ARivers,LAC,35,93,2.1,101.7,2017
151,RRondo,RLopez,TGibson,JButler,DMcDermott,CHI,23,93,-11.3,101.11,2017
152,TParker,DLee,LAldridge,DGreen,KLeonard,SAS,27,93,6.3,98.57,2017
153,CAnthony,DRose,CLee,LThomas,WHernangomez,NYK,15,92,-4.2,97.4,2017
154,CBrewer,EGordon,PBeverley,MHarrell,SDekker,HOU,20,92,12.4,94.65,2017
155,BDiaw,GHayward,RGobert,DExum,JIngles,UTA,26,91,-13.5,97.92,2017
156,GDragic,JJohnson,HWhiteside,TJohnson,JRichardson,MIA,24,91,20.0,104.18,2017
157,MBarnes,KKoufos,DCollison,DCousins,BMcLemore,SAC,13,91,-23.7,90.65,2017
158,RWestbrook,EKanter,ARoberson,SAdams,VOladipo,OKC,26,91,7.2,103.34,2017
159,DDeRozan,PPatterson,CJoseph,TRoss,LNogueira,TOR,22,90,-1.0,103.7,2017
160,MConley,MGasol,CParsons,JGreen,JEnnisIII,MEM,13,90,-5.2,93.0,2017
161,JTerry,MBeasley,GMonroe,GAntetokounmpo,MBrogdon,MIL,19,89,12.3,96.05,2017
162,AAfflalo,KKoufos,DCollison,DCousins,BMcLemore,SAC,7,88,-20.0,98.04,2017
163,BDiaw,GHill,GHayward,RGobert,JIngles,UTA,26,88,-1.4,94.35,2017
164,JJohnson,GHayward,SMack,RGobert,JIngles,UTA,21,88,23.4,94.21,2017
165,JNelson,DGallinari,KFaried,GHarris,NJokic,DEN,10,88,12.4,100.03,2017
166,LWilliams,EGordon,PBeverley,CCapela,SDekker,HOU,18,88,20.3,105.31,2017
167,MBelinelli,RSessions,RHibbert,NBatum,FKaminsky,CHA,21,88,-4.3,105.36,2017
168,AAminu,MHarkless,ACrabbe,CMcCollum,MPlumlee,POR,6,87,2.9,98.2,2017
169,GDragic,LBabbitt,HWhiteside,DWaiters,JWinslow,MIA,7,87,6.4,94.09,2017
170,PTucker,SIbaka,DDeRozan,JValanciunas,CJoseph,TOR,14,87,1.3,100.1,2017
171,GMonroe,KMiddleton,TSnell,GAntetokounmpo,MBrogdon,MIL,21,86,5.4,100.42,2017
172,IMahinmi,JSmith,BJennings,BBogdanovic,KOubreJr,WAS,13,86,25.7,104.8,2017
173,PGasol,LAldridge,DGreen,PMills,KLeonard,SAS,33,86,18.0,98.75,2017
174,CBrewer,EGordon,PBeverley,CCapela,SDekker,HOU,22,85,-6.7,95.89,2017
175,JTerry,GMonroe,MTeletovic,GAntetokounmpo,MBrogdon,MIL,21,85,33.9,96.46,2017
176,MBarnes,DWest,AIguodala,KThompson,IClark,GSW,12,85,6.0,89.12,2017
177,SIbaka,BBiyombo,EFournier,EPayton,AGordon,ORL,23,85,0.6,97.88,2017
178,CAnthony,DRose,CLee,KO'Quinn,KPorzingis,NYK,19,84,-5.2,96.63,2017
179,MGinobili,DLee,LAldridge,PMills,KLeonard,SAS,33,84,-2.4,105.62,2017
180,JClarkson,JRandle,DRussell,BIngram,IZubac,LAL,9,83,-11.0,103.8,2017
181,SIbaka,JMeeks,NVucevic,EPayton,AGordon,ORL,10,83,2.5,103.68,2017
182,SRodriguez,GHenderson,RCovington,JEmbiid,DSaric,PHI,12,83,12.3,101.45,2017
183,AHorford,ABradley,IThomas,JCrowder,KOlynyk,BOS,21,82,16.8,104.52,2017
184,AJohnson,ABradley,IThomas,KOlynyk,MSmart,BOS,13,82,-11.4,102.62,2017
185,CPaul,JRedick,DJordan,LMbahaMoute,ARivers,LAC,7,82,13.3,101.71,2017
186,ETurner,AAminu,DLillard,CMcCollum,MPlumlee,POR,20,82,17.8,95.89,2017
187,NBjelica,SMuhammad,TJones,KTowns,KDunn,MIN,12,82,0.0,94.53,2017
188,OCasspi,SMuhammad,TJones,KTowns,KDunn,MIN,12,82,-18.6,95.98,2017
189,THarris,RJackson,JLeuer,ADrummond,KCaldwell-Pope,DET,18,82,11.0,101.89,2017
190,AAjinca,JHoliday,ADavis,SHill,BHield,NOP,7,81,0.0,97.99,2017
191,AAminu,MLeonard,ACrabbe,CMcCollum,SNapier,POR,10,81,4.9,95.56,2017
192,DWade,RLopez,JButler,JGrant,BPortis,CHI,9,81,-5.9,96.65,2017
193,EIlyasova,RCovington,NStauskas,TMcConnell,JOkafor,PHI,17,81,-12.8,102.35,2017
194,JHoliday,DCousins,ADavis,HThompson,SHill,NOP,7,81,9.6,97.34,2017
195,MEllis,JTeague,PGeorge,LAllen,MTurner,IND,28,81,26.4,98.39,2017
196,AIguodala,JMcGee,SCurry,KThompson,DGreen,GSW,38,80,14.1,111.85,2017
197,EKanter,AAbrines,JLauvergne,SChriston,JGrant,OKC,13,80,-20.2,95.48,2017
198,ISmith,THarris,ADrummond,KCaldwell-Pope,SJohnson,DET,32,80,3.7,99.68,2017
199,JHoliday,DCousins,EMoore,ADavis,SHill,NOP,15,80,21.0,100.59,2017
200,MWilliams,MBelinelli,NBatum,KWalker,FKaminsky,CHA,24,80,10.4,105.71,2017
201,JNelson,WChandler,WBarton,GHarris,NJokic,DEN,18,79,10.0,101.93,2017
202,RGay,ATolliver,DCollison,GTemple,DCousins,SAC,6,79,-17.3,100.27,2017
203,SHawes,MBelinelli,RSessions,MKidd-Gilchrist,FKaminsky,CHA,12,79,-6.8,99.47,2017
204,DFavors,GHayward,SMack,RGobert,RHood,UTA,12,78,2.0,90.97,2017
205,ETurner,DLillard,MHarkless,ACrabbe,MPlumlee,POR,28,78,3.5,100.94,2017
206,JSmith,MMorris,TSatoransky,TBurke,KOubreJr,WAS,15,77,12.6,99.27,2017
207,KKorver,DHoward,KBazemore,DSchroder,MMuscala,ATL,19,77,3.1,105.13,2017
208,NYoung,JClarkson,JRandle,DRussell,BIngram,LAL,15,77,-9.1,103.7,2017
209,DAugustin,SIbaka,NVucevic,EFournier,AGordon,ORL,24,76,26.6,98.78,2017
210,ETurner,AAminu,MLeonard,ACrabbe,CMcCollum,POR,19,76,-16.3,103.54,2017
211,GDragic,JJohnson,HWhiteside,DWaiters,TJohnson,MIA,22,76,-6.0,106.78,2017
212,GDragic,JJohnson,HWhiteside,RMcGruder,JRichardson,MIA,13,76,-1.9,99.85,2017
213,BDiaw,GHayward,SMack,RGobert,JIngles,UTA,19,74,10.5,91.13,2017
214,GMonroe,KMiddleton,TSnell,GAntetokounmpo,MDellavedova,MIL,23,74,-6.0,100.3,2017
215,RWestbrook,EKanter,ARoberson,SAdams,AAbrines,OKC,30,74,34.4,109.47,2017
216,VCarter,MConley,MGasol,JGreen,JEnnisIII,MEM,25,74,20.9,92.4,2017
217,LBarbosa,JDudley,AWilliams,TUlis,DJonesJr,PHX,10,73,8.6,99.93,2017
218,MGinobili,DLee,PMills,DDedmon,JSimmons,SAS,25,73,31.2,104.79,2017
219,AAminu,DLillard,MHarkless,CMcCollum,JNurkic,POR,16,72,0.8,103.36,2017
220,GDragic,JJohnson,HWhiteside,RMcGruder,TJohnson,MIA,26,72,-12.5,97.57,2017
221,JTerry,GMonroe,KMiddleton,MTeletovic,MDellavedova,MIL,18,72,17.2,96.48,2017
222,AAminu,DLillard,ACrabbe,CMcCollum,MPlumlee,POR,15,71,-11.5,96.82,2017
223,CAnthony,JNoah,DRose,CLee,LThomas,NYK,11,71,16.9,95.35,2017
224,LJames,JSmith,CFrye,KLove,KIrving,CLE,10,71,32.2,99.44,2017
225,RGay,AAfflalo,KKoufos,DCollison,DCousins,SAC,8,71,-2.1,96.11,2017
226,VCarter,ZRandolph,TAllen,MConley,MGasol,MEM,24,71,11.3,95.01,2017
227,WChandler,DGallinari,WBarton,JNurkic,EMudiay,DEN,12,71,-12.9,100.73,2017
228,EIlyasova,NNoel,RCovington,NStauskas,TMcConnell,PHI,20,70,-2.0,104.3,2017
229,KLowry,DDeRozan,JValanciunas,NPowell,PSiakam,TOR,9,70,-7.7,99.26,2017
230,MGinobili,PGasol,DLee,PMills,KLeonard,SAS,27,70,6.2,105.45,2017
231,MLeonard,SNapier,NVonleh,PConnaughton,JLayman,POR,15,70,12.6,98.23,2017
232,NBjelica,GDieng,SMuhammad,ZLaVine,KDunn,MIN,25,70,18.8,97.33,2017
233,TAriza,EGordon,JHarden,MHarrell,SDekker,HOU,26,70,8.2,101.85,2017
234,ABogut,DWilliams,WMatthews,HBarnes,DFinney-Smith,DAL,11,69,15.6,88.73,2017
235,CAnthony,DRose,CLee,LThomas,KO'Quinn,NYK,23,69,-8.8,101.64,2017
236,LDeng,LWilliams,JClarkson,LNanceJr,BIngram,LAL,18,69,16.1,102.63,2017
237,MWilliams,MBelinelli,JLamb,FKaminsky,BWeber,CHA,9,69,-14.3,93.34,2017
238,PTucker,PPatterson,DWright,NPowell,JPoeltl,TOR,15,69,-12.6,95.56,2017
239,WChandler,DGallinari,GHarris,NJokic,JMurray,DEN,10,69,20.2,98.49,2017
240,GDragic,JJohnson,WEllington,HWhiteside,TJohnson,MIA,26,68,-5.5,105.71,2017
241,JJohnson,HWhiteside,DWaiters,RMcGruder,TJohnson,MIA,24,68,-11.7,97.03,2017
242,EIlyasova,GHenderson,NNoel,RCovington,TMcConnell,PHI,21,67,5.8,111.69,2017
243,MBarnes,ATolliver,TLawson,WCauley-Stein,MRichardson,SAC,11,67,4.3,99.95,2017
244,MBelinelli,KWalker,MKidd-Gilchrist,CZeller,FKaminsky,CHA,23,67,13.9,97.32,2017
245,Nene,TAriza,LWilliams,EGordon,JHarden,HOU,16,67,21.5,114.29,2017
246,DWade,NMirotic,DMcDermott,JGrant,CFelicio,CHI,10,66,-3.2,95.44,2017
247,DNowitzki,DHarris,JBarea,DPowell,DFinney-Smith,DAL,14,65,23.3,97.24,2017
248,GHenderson,RCovington,DSaric,TMcConnell,JOkafor,PHI,17,65,-21.7,102.55,2017
249,ISmith,MMorris,THarris,ABaynes,SJohnson,DET,20,65,10.4,99.75,2017
250,RFoye,BLopez,BBogdanovic,SDinwiddie,RHollis-Jefferson,BKN,9,65,2.1,104.64,2017
251,VCarter,ZRandolph,MGasol,JEnnisIII,AHarrison,MEM,25,65,3.2,93.0,2017
252,GMonroe,TSnell,GAntetokounmpo,JParker,MBrogdon,MIL,26,64,5.2,100.64,2017
253,KLowry,DCarroll,PPatterson,JValanciunas,NPowell,TOR,8,64,23.4,96.19,2017
254,MWilliams,SHawes,NBatum,KWalker,MKidd-Gilchrist,CHA,14,64,-42.0,96.97,2017
255,RJefferson,LJames,CFrye,KIrving,IShumpert,CLE,17,64,18.5,96.43,2017
256,TBooker,QAcy,SDinwiddie,SKilpatrick,IWhitehead,BKN,8,64,11.3,98.63,2017
257,DGallinari,KFaried,WBarton,JNurkic,EMudiay,DEN,9,63,-34.1,98.09,2017
258,DLillard,MHarkless,CMcCollum,MPlumlee,NVonleh,POR,9,63,-25.8,93.96,2017
259,ETurner,EDavis,MHarkless,ACrabbe,CMcCollum,POR,15,63,13.5,101.29,2017
260,JCrawford,CPaul,DJordan,LMbahaMoute,BGriffin,LAC,29,63,29.5,97.76,2017
261,JGreen,JMeeks,BBiyombo,NVucevic,EPayton,ORL,7,63,-2.1,93.68,2017
262,JJohnson,GHill,GHayward,RGobert,RHood,UTA,13,63,25.4,95.96,2017
263,NYoung,TMozgov,JRandle,DRussell,BIngram,LAL,18,63,-31.5,100.44,2017
264,JTeague,PGeorge,KSeraphin,GRobinsonIII,MTurner,IND,14,62,-7.7,93.41,2017
265,KLowry,DDeRozan,DCarroll,JValanciunas,NPowell,TOR,13,62,-12.7,99.36,2017
266,MGortat,MThornton,JWall,MMorris,OPorterJr,WAS,13,62,3.4,99.44,2017
267,RRubio,NBjelica,ZLaVine,AWiggins,KTowns,MIN,16,62,-1.7,97.47,2017
268,TBooker,JHamilton,JHarris,SKilpatrick,IWhitehead,BKN,14,62,0.0,100.76,2017
269,DAugustin,SIbaka,JMeeks,BBiyombo,AGordon,ORL,6,61,-2.6,92.55,2017
270,EIlyasova,SRodriguez,GHenderson,RCovington,JOkafor,PHI,18,61,-21.3,100.38,2017
271,ETurner,AAminu,DLillard,MLeonard,ACrabbe,POR,23,61,21.9,104.55,2017
272,JTerry,GMonroe,TSnell,GAntetokounmpo,MDellavedova,MIL,17,61,7.6,94.03,2017
273,RCovington,DSaric,TMcConnell,RHolmes,TLuwawu-Cabarrot,PHI,10,61,-2.5,107.95,2017
274,SHawes,MBelinelli,RSessions,NBatum,FKaminsky,CHA,17,61,4.0,103.42,2017
275,AAminu,DLillard,MHarkless,ACrabbe,JNurkic,POR,16,60,-9.5,104.77,2017
276,GMonroe,TSnell,GAntetokounmpo,MDellavedova,JParker,MIL,24,60,-14.8,103.75,2017
277,ISmith,MMorris,JLeuer,ABaynes,KCaldwell-Pope,DET,30,59,14.8,104.64,2017
278,JGreen,CWatson,BBiyombo,NVucevic,EPayton,ORL,9,59,11.0,94.77,2017
279,TSefolosha,PMillsap,MMuscala,THardawayJr,MDelaney,ATL,18,59,20.7,103.23,2017
280,ETurner,MLeonard,ACrabbe,CMcCollum,NVonleh,POR,16,58,-8.7,104.93,2017
