lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
23,PMillsap,WChandler,GHarris,NJokic,JMurray,DEN,23,346,9.0,99.49,2018
24,CAnthony,CBrewer,RWestbrook,PGeorge,SAdams,OKC,16,344,1.7,103.94,2018
25,CMiles,DWright,JPoeltl,PSiakam,FVanVleet,TOR,38,340,18.7,95.54,2018
26,TYoung,CJoseph,BBogdanovic,VOladipo,MTurner,IND,39,330,11.2,98.73,2018
27,PMillsap,WChandler,WBarton,NJokic,JMurray,DEN,19,318,11.0,94.19,2018
28,DCarroll,TZeller,ACrabbe,SDinwiddie,RHollis-Jefferson,BKN,29,315,8.6,95.7,2018
29,JJack,CLee,LThomas,EKanter,KPorzingis,NYK,24,304,-4.6,96.99,2018
30,WChandler,WBarton,GHarris,NJokic,JMurray,DEN,35,298,3.7,100.93,2018
31,KLowry,SIbaka,DDeRozan,JValanciunas,NPowell,TOR,36,272,-5.0,101.18,2018
32,DNowitzki,WMatthews,HBarnes,DSmithJr,MKleber,DAL,29,271,-15.5,96.83,2018
33,TAriza,CPaul,PTucker,JHarden,CCapela,HOU,21,267,4.0,95.95,2018
34,TGibson,JButler,AWiggins,TJones,KTowns,MIN,22,261,23.7,94.04,2018
35,BGriffin,ISmith,ADrummond,RBullock,SJohnson,DET,21,258,7.2,103.5,2018
36,CAnthony,RWestbrook,PGeorge,SAdams,TFerguson,OKC,32,236,-2.9,99.68,2018
37,DHoward,MWilliams,KWalker,MKidd-Gilchrist,JLamb,CHA,25,232,1.7,100.71,2018
38,DNowitzki,DHarris,JBarea,DPowell,YFerrell,DAL,34,231,21.1,98.39,2018
39,BLopez,KCaldwell-Pope,BIngram,LBall,KKuzma,LAL,21,225,-0.2,105.52,2018
40,EBledsoe,JHenson,KMiddleton,GAntetokounmpo,MBrogdon,MIL,24,224,13.0,96.56,2018
41,BBiyombo,EFournier,JSimmons,EPayton,AGordon,ORL,16,219,-7.6,97.99,2018
42,BLopez,KCaldwell-Pope,LNanceJr,BIngram,LBall,LAL,16,219,-4.1,101.08,2018
43,BLopez,KCaldwell-Pope,JRandle,LBall,KKuzma,LAL,17,217,-9.0,99.57,2018
44,TAriza,EGordon,RAnderson,JHarden,CCapela,HOU,27,217,22.1,99.96,2018
45,MGortat,JWall,BBeal,OPorterJr,KOubreJr,WAS,25,204,15.2,103.79,2018
46,RRondo,JHoliday,NMirotic,EMoore,ADavis,NOP,22,204,18.9,105.85,2018
47,GDragic,JJohnson,HWhiteside,TJohnson,JRichardson,MIA,26,202,-0.5,102.0,2018
48,MGortat,MMorris,BBeal,OPorterJr,TFrazier,WAS,15,201,-5.1,93.84,2018
49,CAnthony,RWestbrook,PGeorge,SAdams,AAbrines,OKC,38,198,2.0,106.74,2018
50,NVucevic,EFournier,JSimmons,EPayton,AGordon,ORL,16,198,-10.8,104.11,2018
51,RLopez,JHoliday,JGrant,DValentine,LMarkkanen,CHI,34,197,-6.4,99.45,2018
52,MGasol,TEvans,JGreen,AHarrison,DBrooks,MEM,22,196,10.7,93.17,2018
53,RRubio,JCrowder,RGobert,JIngles,DMitchell,UTA,20,194,30.3,102.78,2018
54,DAugustin,NVucevic,EFournier,JSimmons,AGordon,ORL,21,191,0.9,102.78,2018
55,LAldridge,DGreen,PMills,KAnderson,DMurray,SAS,22,189,12.0,95.24,2018
56,JHoliday,DCunningham,DCousins,EMoore,ADavis,NOP,20,188,6.1,100.69,2018
57,TAriza,CPaul,RAnderson,JHarden,CCapela,HOU,18,187,10.5,101.23,2018
58,WMatthews,HBarnes,SMejri,YFerrell,DSmithJr,DAL,36,185,-3.3,100.16,2018
59,WChandler,MPlumlee,GHarris,NJokic,JMurray,DEN,21,182,4.0,95.79,2018
60,NVucevic,TRoss,EFournier,EPayton,AGordon,ORL,11,180,-0.9,104.21,2018
61,BLopez,KCaldwell-Pope,JRandle,BIngram,JHart,LAL,10,175,9.5,101.46,2018
62,CAnthony,RWestbrook,PGeorge,SAdams,JHuestis,OKC,29,175,11.8,98.95,2018
63,ZRandolph,BBogdanovic,WCauley-Stein,DFox,JJackson,SAC,14,174,-7.6,98.52,2018
64,RRubio,JJerebko,DFavors,JIngles,DMitchell,UTA,23,173,-1.1,98.2,2018
65,BGriffin,ISmith,ADrummond,RBullock,JEnnisIII,DET,16,165,-15.1,96.51,2018
66,ETurner,AAminu,CMcCollum,SNapier,JNurkic,POR,19,165,-11.8,98.37,2018
67,IMahinmi,JMeeks,MScott,TFrazier,KOubreJr,WAS,26,165,-5.2,98.86,2018
68,LWilliams,DJordan,THarris,ARivers,SThornwell,LAC,18,163,8.4,99.43,2018
69,TAriza,PTucker,EGordon,JHarden,CCapela,HOU,36,160,6.9,100.16,2018
70,IMahinmi,JMeeks,TSatoransky,MScott,KOubreJr,WAS,29,159,-5.9,95.81,2018
71,EOkafor,RRondo,JHoliday,EMoore,ADavis,NOP,15,157,6.6,106.19,2018
72,PGasol,LAldridge,DGreen,PMills,KAnderson,SAS,21,156,8.2,93.8,2018
73,TChandler,TWarren,DBooker,MChriss,TUlis,PHX,18,155,5.0,101.19,2018
74,ABradley,ISmith,THarris,ADrummond,RBullock,DET,12,154,-12.4,99.26,2018
75,AHorford,KIrving,MSmart,JBrown,JTatum,BOS,31,151,2.1,104.01,2018
76,AHorford,KIrving,MMorris,JBrown,JTatum,BOS,23,148,-8.6,99.92,2018
77,PGasol,LAldridge,DGreen,KAnderson,DMurray,SAS,19,148,-9.1,96.03,2018
78,DGallinari,DJordan,BGriffin,PBeverley,ARivers,LAC,8,147,7.2,90.03,2018
79,WEllington,KOlynyk,JWinslow,JRichardson,BAdebayo,MIA,16,144,19.1,95.72,2018
80,ZRandolph,GHill,GTemple,BBogdanovic,WCauley-Stein,SAC,15,144,-14.8,93.13,2018
81,DWest,SLivingston,AIguodala,KThompson,DGreen,GSW,23,139,9.4,95.43,2018
82,ZRandolph,GHill,GTemple,SLabissiere,DFox,SAC,12,134,-12.3,93.82,2018
83,DHoward,NBatum,KWalker,MKidd-Gilchrist,FKaminsky,CHA,47,133,-5.7,100.16,2018
84,CPaul,PTucker,LMbahaMoute,JHarden,CCapela,HOU,20,131,17.1,97.64,2018
85,DNowitzki,WMatthews,HBarnes,YFerrell,DSmithJr,DAL,28,130,-12.9,103.1,2018
86,RFelton,PGeorge,PPatterson,AAbrines,JGrant,OKC,31,130,-20.5,97.32,2018
87,ETurner,EDavis,CMcCollum,SNapier,ZCollins,POR,24,128,-8.3,92.94,2018
88,MBeasley,CLee,EKanter,THardawayJr,EMudiay,NYK,13,128,-16.8,102.76,2018
89,AIguodala,KDurant,SCurry,KThompson,DGreen,GSW,28,127,3.9,110.47,2018
90,DCarroll,ACrabbe,SDinwiddie,DRussell,JAllen,BKN,14,127,5.0,98.14,2018
91,DHoward,MWilliams,KWalker,JLamb,DBacon,CHA,16,127,14.9,99.96,2018
92,WMatthews,HBarnes,DPowell,YFerrell,DSmithJr,DAL,40,127,11.3,104.75,2018
93,GDragic,HWhiteside,DWaiters,JWinslow,JRichardson,MIA,11,125,4.3,98.57,2018
94,JCrawford,NBjelica,GDieng,AWiggins,TJones,MIN,46,125,-6.0,108.07,2018
95,CAnthony,RWestbrook,PGeorge,SAdams,JGrant,OKC,28,123,0.5,102.26,2018
96,JHenson,KMiddleton,TSnell,GAntetokounmpo,MBrogdon,MIL,22,123,6.6,99.28,2018
97,JTeague,TGibson,JButler,GDieng,AWiggins,MIN,38,123,-12.7,102.79,2018
98,MBeasley,KO'Quinn,DMcDermott,RBaker,FNtilikina,NYK,15,120,6.9,96.76,2018
99,JLamb,MCarter-Williams,JO'BryantIII,FKaminsky,TGraham,CHA,15,119,-3.6,98.75,2018
100,KBazemore,DSchroder,DDedmon,TPrince,JCollins,ATL,20,118,6.3,102.58,2018
101,RRubio,DFavors,RGobert,RHood,JIngles,UTA,11,118,-4.0,100.57,2018
102,EDavis,CMcCollum,SNapier,PConnaughton,ZCollins,POR,27,117,20.3,97.14,2018
103,TSefolosha,RRubio,DFavors,JIngles,DMitchell,UTA,17,117,-2.5,99.56,2018
104,JCrawford,TGibson,GDieng,AWiggins,TJones,MIN,48,116,-3.7,104.85,2018
105,TYoung,LStephenson,CJoseph,VOladipo,DSabonis,IND,42,116,12.2,101.69,2018
106,AHorford,ABaynes,TRozier,JBrown,JTatum,BOS,12,115,13.9,96.17,2018
107,CBrewer,JClarkson,JRandle,KKuzma,JHart,LAL,18,113,-5.3,97.76,2018
108,NMirotic,JGrant,BPortis,PZipser,DNwaba,CHI,16,113,-3.9,97.72,2018
109,DHoward,NBatum,KWalker,JLamb,FKaminsky,CHA,42,110,5.3,105.78,2018
110,BBogdanovic,WCauley-Stein,SLabissiere,DFox,JJackson,SAC,13,109,-17.5,97.94,2018
111,AJohnson,JRedick,RCovington,DSaric,BSimmons,PHI,30,108,8.0,101.78,2018
112,JCrawford,JTeague,TGibson,AWiggins,KTowns,MIN,30,106,3.5,98.47,2018
113,RLopez,JHoliday,ZLaVine,JGrant,LMarkkanen,CHI,8,106,2.2,100.87,2018
114,BLopez,KCaldwell-Pope,JRandle,BIngram,LBall,LAL,18,105,-1.8,106.89,2018
115,AJohnson,MBelinelli,RCovington,DSaric,BSimmons,PHI,19,104,32.1,107.68,2018
116,LJames,JSmith,GHill,TThompson,COsman,CLE,7,104,-4.1,95.36,2018
117,LWilliams,DJordan,BGriffin,WJohnson,ARivers,LAC,15,104,-0.9,97.35,2018
118,TChandler,TWarren,DBooker,MChriss,AJames,PHX,12,104,6.2,104.56,2018
119,BBiyombo,EFournier,JSimmons,EPayton,MHezonja,ORL,10,103,-17.4,99.17,2018
120,RFelton,PPatterson,AAbrines,JGrant,JHuestis,OKC,24,103,7.0,93.79,2018
121,TAriza,CPaul,EGordon,RAnderson,CCapela,HOU,15,103,6.6,100.44,2018
122,CMiles,DDeRozan,JPoeltl,PSiakam,FVanVleet,TOR,33,101,14.1,103.18,2018
123,KLowry,SIbaka,DDeRozan,JValanciunas,FVanVleet,TOR,27,101,21.8,98.56,2018
124,LJames,JSmith,KLove,IThomas,JCrowder,CLE,9,101,-20.5,99.94,2018
125,MGortat,JWall,MMorris,BBeal,KOubreJr,WAS,21,101,0.0,103.66,2018
126,DWright,NPowell,JPoeltl,PSiakam,FVanVleet,TOR,20,100,5.1,94.04,2018
127,RLopez,JHoliday,JGrant,PZipser,LMarkkanen,CHI,12,100,-13.8,93.38,2018
128,DAugustin,NVucevic,AGordon,MHezonja,WIwundu,ORL,8,99,-8.8,102.16,2018
129,EBledsoe,KMiddleton,TSnell,GAntetokounmpo,TMaker,MIL,18,99,2.8,100.44,2018
130,KDurant,JMcGee,SCurry,KThompson,DGreen,GSW,14,99,22.8,102.7,2018
131,RFelton,PGeorge,PPatterson,JGrant,TFerguson,OKC,26,99,-17.0,99.49,2018
132,ABradley,THarris,RJackson,ADrummond,RBullock,DET,8,98,-10.1,98.19,2018
133,KCaldwell-Pope,JRandle,BIngram,LBall,KKuzma,LAL,22,98,16.2,104.24,2018
134,RRubio,JJerebko,RGobert,JIngles,DMitchell,UTA,19,98,12.8,106.16,2018
135,DLillard,MHarkless,CMcCollum,NVonleh,JNurkic,POR,11,96,0.0,98.69,2018
136,DNowitzki,JBarea,DMcDermott,DPowell,YFerrell,DAL,13,95,20.6,103.19,2018
137,KMiddleton,TSnell,GAntetokounmpo,TMaker,MBrogdon,MIL,17,95,7.7,101.23,2018
138,LJames,JSmith,TThompson,IThomas,JCrowder,CLE,9,95,-25.6,101.38,2018
139,RRondo,JHoliday,DCunningham,EMoore,ADavis,NOP,22,94,1.7,108.81,2018
140,JTerry,EBledsoe,JHenson,KMiddleton,GAntetokounmpo,MIL,11,93,5.7,99.59,2018
141,EIlyasova,KBazemore,DSchroder,DDedmon,TPrince,ATL,18,92,-2.5,102.52,2018
142,KKoufos,BBogdanovic,WCauley-Stein,BHield,FMason,SAC,12,92,8.3,95.45,2018
143,MConley,MGasol,JEnnisIII,AHarrison,JMartin,MEM,8,92,-9.0,90.23,2018
144,PGasol,LAldridge,PMills,KAnderson,DMurray,SAS,11,92,13.8,97.94,2018
145,RLopez,JHoliday,JGrant,DNwaba,LMarkkanen,CHI,16,90,8.5,100.02,2018
146,DLillard,CMcCollum,NVonleh,JNurkic,PConnaughton,POR,8,89,-7.0,100.84,2018
147,JJack,MBeasley,CLee,EKanter,THardawayJr,NYK,10,89,-11.4,104.26,2018
148,MMorris,BBeal,TSatoransky,OPorterJr,KOubreJr,WAS,24,89,30.2,106.08,2018
149,TYoung,CJoseph,BBogdanovic,VOladipo,DSabonis,IND,41,89,0.2,100.88,2018
150,EBledsoe,JHenson,KMiddleton,TSnell,JParker,MIL,16,88,-1.4,97.54,2018
151,DCarroll,QAcy,ACrabbe,SDinwiddie,JAllen,BKN,11,87,-19.7,93.08,2018
152,JWall,MMorris,BBeal,OPorterJr,KOubreJr,WAS,18,87,2.0,105.15,2018
153,LJames,DWade,KKorver,CFrye,JGreen,CLE,18,87,26.2,100.52,2018
154,TYoung,LStephenson,CJoseph,BBogdanovic,DSabonis,IND,35,87,-22.4,98.77,2018
155,WBarton,MPlumlee,GHarris,NJokic,JMurray,DEN,21,87,18.2,98.54,2018
156,AJohnson,RCovington,DSaric,TMcConnell,BSimmons,PHI,25,86,-5.4,102.42,2018
157,GDragic,HWhiteside,TJohnson,JWinslow,JRichardson,MIA,16,86,3.1,103.31,2018
158,GDragic,JJohnson,TJohnson,JRichardson,BAdebayo,MIA,14,86,1.2,102.63,2018
159,RRondo,JHoliday,DCunningham,DCousins,EMoore,NOP,12,86,-11.0,104.08,2018
160,TChandler,TWarren,DBooker,DBender,TUlis,PHX,17,86,-23.4,100.17,2018
161,DAugustin,NVucevic,JSimmons,MHezonja,JIsaac,ORL,6,85,-22.3,98.92,2018
162,DCarroll,ACrabbe,DRussell,RHollis-Jefferson,JAllen,BKN,13,85,14.3,106.36,2018
163,EDavis,DLillard,SNapier,PConnaughton,ZCollins,POR,20,84,15.7,98.27,2018
164,ETurner,EDavis,DLillard,PConnaughton,ZCollins,POR,27,84,29.1,100.09,2018
165,JJohnson,WEllington,KOlynyk,TJohnson,JRichardson,MIA,23,83,4.1,99.66,2018
166,JLamb,CZeller,MCarter-Williams,FKaminsky,TGraham,CHA,9,83,6.7,96.9,2018
167,BBogdanovic,WCauley-Stein,BHield,SLabissiere,DFox,SAC,15,82,1.0,104.89,2018
168,DAugustin,BBiyombo,EFournier,JSimmons,MHezonja,ORL,14,82,-12.1,100.0,2018
169,DHoward,MWilliams,NBatum,KWalker,TGraham,CHA,15,82,1.8,102.93,2018
170,MGasol,TEvans,JGreen,BMcLemore,DBrooks,MEM,13,82,-5.2,89.96,2018
171,TYoung,LStephenson,CJoseph,VOladipo,MTurner,IND,33,82,4.8,98.88,2018
172,WBarton,GHarris,NJokic,TLyles,JMurray,DEN,23,82,1.6,106.33,2018
173,DFavors,RGobert,JIngles,RO'Neale,DMitchell,UTA,12,81,19.3,94.58,2018
174,RFelton,PPatterson,JGrant,JHuestis,TFerguson,OKC,22,81,-3.8,93.13,2018
175,JNelson,JHoliday,DCousins,EMoore,ADavis,NOP,22,80,-10.2,98.98,2018
176,LJames,JSmith,KLove,IShumpert,JCrowder,CLE,6,80,-10.2,98.45,2018
177,TYoung,DCollison,LStephenson,BBogdanovic,MTurner,IND,14,80,-6.9,95.82,2018
178,JCrawford,NBjelica,GDieng,SMuhammad,TJones,MIN,16,79,-10.2,101.18,2018
179,PGasol,TParker,LAldridge,DGreen,KAnderson,SAS,9,79,30.1,91.09,2018
180,EDavis,MHarkless,SNapier,PConnaughton,ZCollins,POR,11,78,8.5,94.82,2018
181,MGasol,JGreen,AHarrison,JMartin,DBrooks,MEM,7,78,-5.6,95.78,2018
182,WChandler,WBarton,MPlumlee,GHarris,JMurray,DEN,21,78,7.2,101.92,2018
183,ATolliver,ISmith,ADrummond,RBullock,SJohnson,DET,20,77,0.5,106.78,2018
184,JCrawford,JButler,GDieng,TJones,KTowns,MIN,17,77,-3.0,97.12,2018
185,AAminu,DLillard,CMcCollum,SNapier,JNurkic,POR,22,76,21.9,97.33,2018
186,AHorford,KIrving,MMorris,MSmart,JBrown,BOS,20,76,26.0,101.99,2018
187,CAnthony,RWestbrook,ARoberson,SAdams,AAbrines,OKC,9,76,-19.0,93.18,2018
188,GDragic,JJohnson,DWaiters,JRichardson,BAdebayo,MIA,11,76,-9.2,97.96,2018
189,TChandler,TWarren,MChriss,TUlis,JJackson,PHX,11,76,-36.1,99.07,2018
190,GDragic,HWhiteside,KOlynyk,TJohnson,JRichardson,MIA,7,75,0.6,100.67,2018
191,IMahinmi,BBeal,TSatoransky,MScott,KOubreJr,WAS,32,75,14.2,103.67,2018
192,JCrawford,NBjelica,GDieng,TJones,KTowns,MIN,17,75,13.4,95.81,2018
193,QAcy,NStauskas,JHarris,CLeVert,JAllen,BKN,13,75,9.9,103.65,2018
194,DHoward,MWilliams,NBatum,KWalker,JLamb,CHA,32,74,-3.0,109.28,2018
195,GDragic,JJohnson,WEllington,KOlynyk,JRichardson,MIA,16,74,26.5,95.79,2018
196,JStone,JLamb,FKaminsky,WHernangomez,MMonk,CHA,5,74,9.4,103.08,2018
197,PTucker,EGordon,LMbahaMoute,JHarden,CCapela,HOU,24,74,12.1,102.8,2018
198,DAugustin,NVucevic,TRoss,EFournier,AGordon,ORL,8,72,19.5,105.39,2018
199,DCarroll,ACrabbe,SDinwiddie,JHarris,JAllen,BKN,22,72,-13.8,98.6,2018
200,DWest,SLivingston,NYoung,KThompson,DGreen,GSW,14,72,8.6,96.0,2018
201,GDragic,JJohnson,WEllington,KOlynyk,TJohnson,MIA,27,72,7.8,101.15,2018
202,JCrawford,JTeague,TGibson,GDieng,AWiggins,MIN,34,72,-41.9,107.04,2018
203,JRedick,JBayless,RCovington,JEmbiid,BSimmons,PHI,11,72,4.6,103.67,2018
204,LWilliams,DJordan,THarris,ARivers,MTeodosic,LAC,18,72,-18.0,105.29,2018
205,MBeasley,CLee,KO'Quinn,DMcDermott,FNtilikina,NYK,27,72,5.3,100.08,2018
206,RCovington,JEmbiid,DSaric,BSimmons,TLuwawu-Cabarrot,PHI,11,72,30.8,95.97,2018
207,AHorford,KIrving,ABaynes,MSmart,JTatum,BOS,14,71,-7.0,96.08,2018
208,AJohnson,JBayless,RCovington,DSaric,BSimmons,PHI,21,71,0.1,103.35,2018
209,ATolliver,RJackson,ADrummond,RBullock,SJohnson,DET,9,71,2.2,96.97,2018
210,BWright,MChalmers,TEvans,CParsons,DBrooks,MEM,9,71,15.2,102.72,2018
211,GMonroe,TWarren,DBooker,MChriss,TUlis,PHX,8,71,-23.6,105.67,2018
212,JHoliday,DCousins,EMoore,ADavis,IClark,NOP,15,71,25.8,99.99,2018
213,KDurant,JMcGee,KThompson,DGreen,QCook,GSW,9,71,-12.8,99.76,2018
214,ZRandolph,KKoufos,BBogdanovic,DFox,JJackson,SAC,9,71,-10.5,97.0,2018
215,ALen,EPayton,TWarren,DBooker,DBender,PHX,6,70,2.6,104.26,2018
216,DDedmon,TPrince,DLee,ITaylor,JCollins,ATL,9,70,-12.2,100.16,2018
217,LBabbitt,KBazemore,DSchroder,DDedmon,TPrince,ATL,10,70,8.6,98.41,2018
218,MGasol,MChalmers,CParsons,JGreen,DBrooks,MEM,9,70,-2.8,96.07,2018
219,DCarroll,QAcy,ACrabbe,SDinwiddie,RHollis-Jefferson,BKN,25,69,-2.7,102.72,2018
220,WChandler,GHarris,NJokic,TLyles,JMurray,DEN,18,69,10.8,97.7,2018
221,JJohnson,DFavors,RHood,JIngles,DMitchell,UTA,10,68,6.5,99.2,2018
222,MGortat,BBeal,TSatoransky,OPorterJr,KOubreJr,WAS,14,68,12.6,100.61,2018
223,RFelton,PGeorge,PPatterson,JGrant,JHuestis,OKC,28,68,-15.3,99.16,2018
224,ZLaVine,CFelicio,KDunn,DNwaba,LMarkkanen,CHI,5,68,-27.8,101.36,2018
225,ALen,TDaniels,DBender,TUlis,JJackson,PHX,19,67,-16.6,100.71,2018
226,ATolliver,ABradley,THarris,RJackson,ADrummond,DET,12,67,-4.4,97.73,2018
227,DNowitzki,WMatthews,HBarnes,YFerrell,MKleber,DAL,15,67,16.3,96.12,2018
228,DWade,WEllington,KOlynyk,JWinslow,JRichardson,MIA,10,67,-29.1,98.16,2018
229,JHoliday,CPayne,CFelicio,DNwaba,LMarkkanen,CHI,6,67,0.7,103.42,2018
230,JHoliday,NMirotic,ADavis,DMiller,IClark,NOP,16,67,-2.0,108.86,2018
231,LJames,JSmith,DRose,KLove,JCrowder,CLE,7,67,-19.0,105.66,2018
232,DJordan,WJohnson,THarris,ARivers,MTeodosic,LAC,8,66,0.7,100.39,2018
233,LStephenson,CJoseph,BBogdanovic,VOladipo,DSabonis,IND,24,66,26.8,98.46,2018
234,WMatthews,HBarnes,YFerrell,DSmithJr,MKleber,DAL,25,66,-18.2,107.72,2018
235,CAnthony,RFelton,RWestbrook,PGeorge,SAdams,OKC,27,65,12.1,98.69,2018
236,DJordan,BGriffin,WJohnson,ARivers,SThornwell,LAC,7,65,0.7,95.96,2018
237,DSchroder,DDedmon,TPrince,JCollins,TDorsey,ATL,8,65,-19.3,98.73,2018
238,KLowry,SIbaka,DDeRozan,JValanciunas,DWright,TOR,25,65,-10.7,100.93,2018
239,PMillsap,WBarton,GHarris,NJokic,JMurray,DEN,16,65,35.6,103.27,2018
240,ATolliver,ISmith,EMoreland,LGalloway,LKennard,DET,13,64,-3.9,96.55,2018
241,BLopez,KCaldwell-Pope,JRandle,ACaruso,KKuzma,LAL,8,64,-14.3,99.75,2018
242,CMiles,NPowell,JPoeltl,PSiakam,FVanVleet,TOR,11,64,-23.9,102.78,2018
243,DCunningham,JHarris,DRussell,RHollis-Jefferson,CLeVert,BKN,10,64,-20.1,104.8,2018
244,DNowitzki,JBarea,WMatthews,HBarnes,DSmithJr,DAL,26,64,-6.9,106.83,2018
245,MConley,MGasol,JEnnisIII,JMartin,DBrooks,MEM,11,64,8.4,90.75,2018
246,MGasol,MChalmers,TEvans,JGreen,DBrooks,MEM,21,64,-29.0,99.46,2018
247,MGortat,JWall,BBeal,MScott,KOubreJr,WAS,18,64,-12.4,110.07,2018
248,WMatthews,HBarnes,SMejri,YFerrell,MKleber,DAL,16,64,17.5,90.1,2018
249,JHoliday,EMoore,ADavis,DMiller,IClark,NOP,20,63,13.0,107.65,2018
250,JNelson,DCunningham,DCousins,DMiller,IClark,NOP,13,63,33.6,97.66,2018
251,DGallinari,DJordan,ABradley,THarris,ARivers,LAC,4,62,9.1,94.08,2018
252,DNowitzki,HBarnes,DPowell,DFinney-Smith,DSmithJr,DAL,5,62,4.7,100.84,2018
253,GDragic,JJohnson,DWaiters,KOlynyk,JRichardson,MIA,11,62,-9.5,97.02,2018
254,KCaldwell-Pope,JClarkson,JRandle,BIngram,KKuzma,LAL,18,62,-12.4,100.8,2018
255,Nene,PTucker,EGordon,LMbahaMoute,JHarden,HOU,15,62,15.7,108.11,2018
256,ZPachulia,AIguodala,SCurry,KThompson,DGreen,GSW,8,62,16.9,101.28,2018
257,AJefferson,LStephenson,CJoseph,JYoung,TLeaf,IND,10,61,-7.1,99.23,2018
258,LWilliams,MHarrell,SDekker,SThornwell,MTeodosic,LAC,14,61,0.1,103.7,2018
259,RLopez,JHoliday,KDunn,DNwaba,LMarkkanen,CHI,10,61,10.4,97.38,2018
260,BLopez,KCaldwell-Pope,TEnnis,JRandle,BIngram,LAL,7,60,-3.9,102.17,2018
261,EBledsoe,TZeller,KMiddleton,TSnell,GAntetokounmpo,MIL,8,60,15.1,105.13,2018
262,SIbaka,DDeRozan,JValanciunas,DWright,OAnunoby,TOR,5,60,2.4,96.84,2018
263,CMiles,DWright,JPoeltl,FVanVleet,OAnunoby,TOR,10,59,15.4,105.07,2018
264,CPaul,RAnderson,LMbahaMoute,JHarden,CCapela,HOU,12,59,23.6,96.66,2018
265,DWade,KKorver,CFrye,JGreen,COsman,CLE,13,59,18.6,102.63,2018
266,JHoliday,DCousins,EMoore,ADavis,DMiller,NOP,17,59,33.8,108.22,2018
267,KLowry,SIbaka,DDeRozan,JValanciunas,MMiller,TOR,6,59,7.6,96.74,2018
268,ZLaVine,BPortis,KDunn,DNwaba,LMarkkanen,CHI,9,59,-6.0,100.69,2018
269,ZRandolph,GHill,WCauley-Stein,BHield,JJackson,SAC,4,59,-17.2,93.71,2018
270,DCarroll,ACrabbe,SDinwiddie,RHollis-Jefferson,JAllen,BKN,26,58,-9.4,106.28,2018
271,DJordan,THarris,ARivers,SThornwell,MTeodosic,LAC,11,58,-12.2,101.54,2018
272,IMahinmi,RSessions,JMeeks,MScott,KOubreJr,WAS,9,58,-20.6,99.45,2018
273,LAldridge,PMills,DBertans,KAnderson,DMurray,SAS,15,58,17.6,99.64,2018
274,WEllington,KOlynyk,TJohnson,JWinslow,JRichardson,MIA,13,58,7.5,101.91,2018
275,BLopez,IThomas,KCaldwell-Pope,JRandle,LBall,LAL,10,57,-9.1,102.76,2018
276,CAnthony,RWestbrook,PGeorge,ARoberson,DJohnson,OKC,5,57,11.6,94.61,2018
277,LJames,JSmith,GHill,RHood,LNanceJr,CLE,7,57,1.9,98.37,2018
278,LWilliams,BGriffin,WReed,TWallace,MTeodosic,LAC,5,57,-0.2,103.26,2018
279,DJordan,ARivers,CWilliams,JWilson,MTeodosic,LAC,4,56,23.6,99.11,2018
