lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
59,KLowry,MGasol,DGreen,KLeonard,PSiakam,TOR,14,161,13.7,101.48,2019
60,TRoss,JSimmons,AGordon,JGrant,MBamba,ORL,22,161,-5.6,101.03,2019
61,PMillsap,GHarris,NJokic,JMurray,JHernangomez,DEN,19,158,6.4,101.4,2019
62,BGriffin,RJackson,ADrummond,RBullock,GRobinsonIII,DET,13,153,-5.3,99.54,2019
63,EKanter,THardawayJr,NVonleh,EMudiay,MHezonja,NYK,13,153,-7.2,99.82,2019
64,JHarris,DRussell,TGraham,JAllen,RKurucs,BKN,13,150,-6.1,107.29,2019
65,KKorver,JCrowder,RGobert,RO'Neale,DMitchell,UTA,34,150,4.2,105.85,2019
66,NBjelica,BBogdanovic,WCauley-Stein,BHield,DFox,SAC,25,150,0.3,106.42,2019
67,BBeal,TSatoransky,BPortis,TBryant,TBrownJr,WAS,10,149,6.2,98.4,2019
68,KBazemore,DDedmon,JCollins,KHuerter,TYoung,ATL,19,149,0.4,106.28,2019
69,AHorford,GHayward,KIrving,JBrown,JTatum,BOS,21,145,-0.6,104.5,2019
70,MPlumlee,NJokic,JMurray,JHernangomez,TCraig,DEN,13,144,-5.6,93.3,2019
71,KDurant,SCurry,KThompson,DGreen,DJones,GSW,11,142,7.5,104.0,2019
72,PGeorge,DSchroder,SAdams,JGrant,TFerguson,OKC,27,142,25.2,100.14,2019
73,AIguodala,KDurant,SCurry,KThompson,KLooney,GSW,34,141,9.5,109.01,2019
74,KLowry,DGreen,JValanciunas,KLeonard,PSiakam,TOR,12,140,21.3,104.2,2019
75,PMillsap,NJokic,MBeasley,JMurray,TCraig,DEN,17,140,22.8,98.09,2019
76,DDedmon,DBembry,JCollins,KHuerter,TYoung,ATL,26,138,1.8,103.39,2019
77,LAldridge,DDeRozan,DBertans,BForbes,DWhite,SAS,33,138,21.9,103.92,2019
78,DAugustin,NVucevic,TRoss,EFournier,JIsaac,ORL,43,137,4.4,103.8,2019
79,JHoliday,WJohnson,NMirotic,EMoore,ADavis,NOP,10,136,-3.7,105.8,2019
80,LAldridge,RGay,MBelinelli,DDeRozan,PMills,SAS,43,135,8.5,103.84,2019
81,DJordan,HBarnes,DFinney-Smith,DSmithJr,LDoncic,DAL,16,134,2.4,102.7,2019
82,LJames,JMcGee,LBall,KKuzma,JHart,LAL,15,133,14.9,106.43,2019
83,TYoung,DCollison,BBogdanovic,VOladipo,DSabonis,IND,18,133,3.6,101.38,2019
84,DHoward,JWall,MMorris,BBeal,OPorterJr,WAS,8,129,-11.5,104.06,2019
85,PTucker,EGordon,JHarden,CCapela,DHouseJr,HOU,21,129,14.7,104.43,2019
86,BLopez,EBledsoe,KMiddleton,GAntetokounmpo,SBrown,MIL,32,128,-13.4,109.15,2019
87,DRose,JTeague,TGibson,AWiggins,KTowns,MIN,25,127,11.0,106.48,2019
88,RRubio,JCrowder,RGobert,RO'Neale,DMitchell,UTA,41,125,-2.0,107.15,2019
89,PTucker,EGordon,JHarden,JEnnisIII,CCapela,HOU,17,124,5.1,101.33,2019
90,PTucker,JHarden,ARivers,CCapela,DHouseJr,HOU,15,122,-4.1,101.16,2019
91,DWaiters,KOlynyk,JWinslow,JRichardson,BAdebayo,MIA,11,121,14.0,98.21,2019
92,MConley,MGasol,GTemple,JGreen,KAnderson,MEM,24,121,-2.2,100.27,2019
93,MGortat,DGallinari,PBeverley,ABradley,THarris,LAC,17,121,-5.9,100.85,2019
94,RGay,MBelinelli,PMills,DBertans,JPoeltl,SAS,33,118,21.8,107.97,2019
95,JHoliday,EMoore,ADavis,EPayton,JRandle,NOP,13,116,19.2,106.04,2019
96,LWilliams,PBeverley,MScott,MHarrell,TWallace,LAC,19,116,17.5,108.37,2019
97,TEvans,CJoseph,BBogdanovic,DMcDermott,DSabonis,IND,26,116,2.5,101.16,2019
98,JTeague,TGibson,AWiggins,KTowns,JOkogie,MIN,11,115,12.5,106.94,2019
99,LAldridge,RGay,DDeRozan,PMills,BForbes,SAS,41,115,8.8,104.15,2019
100,ABurks,RHood,COsman,AZizic,CSexton,CLE,10,113,-11.8,100.7,2019
101,TEvans,CJoseph,DMcDermott,DSabonis,TLeaf,IND,17,113,4.4,106.68,2019
102,MPlumlee,TLyles,MBeasley,JHernangomez,MMorris,DEN,28,112,7.5,106.94,2019
103,TYoung,DCollison,CJoseph,BBogdanovic,MTurner,IND,17,112,14.9,97.48,2019
104,DAugustin,NVucevic,EFournier,JSimmons,AGordon,ORL,19,110,6.2,100.3,2019
105,BGriffin,RJackson,ADrummond,RBullock,SJohnson,DET,17,109,-2.1,103.09,2019
106,KLove,BKnight,COsman,AZizic,CSexton,CLE,8,109,5.6,103.08,2019
107,LAldridge,MBelinelli,DDeRozan,PMills,DBertans,SAS,45,109,-0.8,108.75,2019
108,DHarris,JBarea,DPowell,DFinney-Smith,MKleber,DAL,15,108,15.0,103.38,2019
109,MGortat,PBeverley,ABradley,THarris,SGilgeous-Alexander,LAC,11,108,-14.6,100.99,2019
110,THardawayJr,NVonleh,EMudiay,LKornet,KKnox,NYK,11,108,-15.4,101.41,2019
111,DFavors,RGobert,JIngles,RO'Neale,DMitchell,UTA,14,107,8.0,101.35,2019
112,MBelinelli,DDeRozan,PMills,DBertans,JPoeltl,SAS,38,107,6.4,105.79,2019
113,JRedick,RCovington,JEmbiid,DSaric,BSimmons,PHI,11,106,0.4,104.92,2019
114,DJordan,WMatthews,HBarnes,MKleber,LDoncic,DAL,11,105,5.4,97.5,2019
115,DAugustin,NVucevic,EFournier,JIsaac,WIwundu,ORL,38,103,17.2,107.77,2019
116,JCrowder,RGobert,JIngles,RO'Neale,DMitchell,UTA,27,103,19.1,108.41,2019
117,JHoliday,ADavis,SHill,JRandle,TFrazier,NOP,12,103,7.6,103.15,2019
118,BGriffin,RJackson,ADrummond,RBullock,LKennard,DET,13,102,-0.9,101.46,2019
119,VCarter,KBazemore,ALen,TPrince,TYoung,ATL,18,102,-22.0,109.1,2019
120,JHoliday,KDunn,RArcidiacono,LMarkkanen,WCarterJr,CHI,8,101,-5.1,93.64,2019
121,TAriza,JGreen,BBeal,TSatoransky,OPorterJr,WAS,15,101,-2.9,106.04,2019
122,CPaul,PTucker,EGordon,JHarden,KFaried,HOU,11,100,2.4,101.67,2019
123,JHarris,DRussell,RHollis-Jefferson,JAllen,RKurucs,BKN,14,100,2.9,107.52,2019
124,JHoliday,ZLaVine,JParker,CPayne,WCarterJr,CHI,13,100,-18.4,97.56,2019
125,TAriza,ICanaan,TWarren,DBooker,DAyton,PHX,11,100,-27.0,98.48,2019
126,ZPachulia,ISmith,LGalloway,TMaker,LKennard,DET,17,100,-6.9,92.98,2019
127,DJordan,EMudiay,MHezonja,DDotson,KKnox,NYK,6,98,-26.6,98.96,2019
128,GGreen,PTucker,JHarden,ARivers,CCapela,HOU,17,98,9.4,99.64,2019
129,IShumpert,WCauley-Stein,BHield,DFox,MBagleyIII,SAC,24,97,25.3,100.95,2019
130,MWilliams,NBatum,KWalker,CZeller,MBridges,CHA,17,97,-1.7,101.84,2019
131,TYoung,WMatthews,CJoseph,BBogdanovic,MTurner,IND,14,97,-9.3,100.23,2019
132,DRose,GDieng,RCovington,DSaric,TJones,MIN,14,96,9.9,100.79,2019
133,DAugustin,NVucevic,TRoss,JIsaac,WIwundu,ORL,31,95,1.1,104.48,2019
134,DGallinari,ABradley,THarris,MHarrell,SGilgeous-Alexander,LAC,32,95,-17.0,106.54,2019
135,PMillsap,WBarton,NJokic,MBeasley,JMurray,DEN,11,95,13.5,105.05,2019
136,TThompson,RHood,LNanceJr,COsman,CSexton,CLE,10,95,-31.6,98.83,2019
137,AHorford,MMorris,MSmart,TRozier,JTatum,BOS,23,94,0.0,101.07,2019
138,ALen,TPrince,JCollins,KHuerter,TYoung,ATL,21,94,-4.3,112.01,2019
139,LAldridge,RGay,DDeRozan,DBertans,BForbes,SAS,18,94,-2.7,96.73,2019
140,THardawayJr,NVonleh,FNtilikina,DDotson,MRobinson,NYK,8,94,7.2,100.5,2019
141,ACrabbe,JHarris,DRussell,RHollis-Jefferson,JAllen,BKN,13,91,9.5,106.29,2019
142,LAldridge,DDeRozan,DCunningham,BForbes,DWhite,SAS,16,91,-18.8,98.63,2019
143,RLopez,ZLaVine,KDunn,WSelden,LMarkkanen,CHI,15,91,-3.7,100.23,2019
144,TRoss,EFournier,KBirch,AGordon,IBriscoe,ORL,14,91,8.0,99.19,2019
145,AHorford,KIrving,MMorris,JBrown,JTatum,BOS,21,88,-4.3,103.09,2019
146,HBarnes,WCauley-Stein,BHield,DFox,MBagleyIII,SAC,17,88,2.9,112.52,2019
147,RWestbrook,PGeorge,SAdams,AAbrines,JGrant,OKC,15,88,9.1,107.78,2019
148,TRoss,KBirch,AGordon,WIwundu,IBriscoe,ORL,16,88,7.3,104.45,2019
149,GHayward,TRozier,JBrown,JTatum,DTheis,BOS,18,87,22.8,101.77,2019
150,JBayless,TGibson,AWiggins,KTowns,JOkogie,MIN,7,87,-17.9,94.5,2019
151,MGasol,DGreen,KLeonard,PSiakam,FVanVleet,TOR,10,87,16.9,98.77,2019
152,TYoung,CJoseph,DMcDermott,DSabonis,AHoliday,IND,18,87,15.1,102.11,2019
153,TAriza,RAnderson,ICanaan,DBooker,DAyton,PHX,7,86,-2.9,99.66,2019
154,NBjelica,WCauley-Stein,BHield,DFox,JJackson,SAC,17,85,20.2,106.63,2019
155,DRose,JTeague,AWiggins,DSaric,KTowns,MIN,20,84,1.0,104.83,2019
156,JHoliday,EMoore,ADavis,DMiller,JRandle,NOP,24,84,1.1,101.86,2019
157,ZLaVine,KDunn,LMarkkanen,WCarterJr,CHutchison,CHI,6,84,-26.5,101.05,2019
158,ABogut,KDurant,SCurry,KThompson,DGreen,GSW,7,83,13.9,101.55,2019
159,JButler,MMuscala,TMcConnell,BSimmons,LShamet,PHI,22,83,14.6,106.85,2019
160,JMcGee,BIngram,LBall,KKuzma,JHart,LAL,9,83,-21.9,106.18,2019
161,KKorver,DFavors,JCrowder,RNeto,JIngles,UTA,18,83,23.4,107.79,2019
162,JHarris,DRussell,TGraham,CLeVert,JAllen,BKN,10,82,-10.7,102.21,2019
163,JRedick,THarris,JButler,BSimmons,JBolden,PHI,9,82,7.7,109.18,2019
164,PBeverley,ABradley,THarris,MHarrell,SGilgeous-Alexander,LAC,14,82,3.4,100.23,2019
165,DJordan,WMatthews,DFinney-Smith,DSmithJr,LDoncic,DAL,7,81,0.9,101.75,2019
166,BGriffin,ISmith,ADrummond,LGalloway,LKennard,DET,25,80,28.5,96.52,2019
167,DCarroll,JHarris,DRussell,JAllen,RKurucs,BKN,11,80,-4.7,112.47,2019
168,DGallinari,ABradley,THarris,BMarjanovic,SGilgeous-Alexander,LAC,12,80,9.0,108.0,2019
169,DRose,TGibson,RCovington,AWiggins,KTowns,MIN,6,80,-14.5,98.49,2019
170,DWaiters,KOlynyk,JRichardson,DJonesJr,BAdebayo,MIA,6,80,12.2,93.77,2019
171,JHoliday,ZLaVine,RArcidiacono,LMarkkanen,WCarterJr,CHI,8,80,-15.2,98.6,2019
172,LWilliams,DGallinari,PBeverley,THarris,MHarrell,LAC,24,80,20.9,105.47,2019
173,LWilliams,PBeverley,ABradley,THarris,MHarrell,LAC,24,79,25.9,105.69,2019
174,NBatum,KWalker,MKidd-Gilchrist,JLamb,CZeller,CHA,28,79,1.6,102.14,2019
175,PGeorge,MMorris,NNoel,DSchroder,ANader,OKC,14,79,-9.9,103.24,2019
176,DWade,KOlynyk,TJohnson,JRichardson,BAdebayo,MIA,13,78,3.7,101.33,2019
177,GHayward,MMorris,TRozier,JBrown,DTheis,BOS,24,78,10.8,109.28,2019
178,KBazemore,DDedmon,TPrince,JCollins,TYoung,ATL,16,78,-15.4,104.52,2019
179,KKorver,RRubio,JCrowder,RGobert,DMitchell,UTA,26,78,-20.7,109.18,2019
180,AIguodala,KDurant,KThompson,QCook,DJones,GSW,9,77,-13.0,100.25,2019
181,CJoseph,BBogdanovic,DMcDermott,DSabonis,AHoliday,IND,15,77,-2.9,105.46,2019
182,DAugustin,NVucevic,EFournier,JSimmons,JIsaac,ORL,17,77,-6.1,101.21,2019
183,DNowitzki,DHarris,JBarea,DPowell,DFinney-Smith,DAL,8,77,-19.4,104.5,2019
184,JHoliday,ADavis,EPayton,JRandle,KWilliams,NOP,8,77,-0.7,109.78,2019
185,JJohnson,HWhiteside,TJohnson,JWinslow,JRichardson,MIA,9,77,11.3,99.5,2019
186,TGibson,RCovington,AWiggins,TJones,KTowns,MIN,6,77,17.9,98.34,2019
187,TJohnson,KOubreJr,DBooker,DBender,DAyton,PHX,7,77,-4.2,103.75,2019
188,PPatterson,NNoel,DSchroder,AAbrines,HDiallo,OKC,16,76,-18.4,102.66,2019
189,TJohnson,KOubreJr,DBooker,MBridges,DAyton,PHX,12,76,4.3,110.35,2019
190,AHorford,GHayward,KIrving,MSmart,JTatum,BOS,30,75,11.8,99.99,2019
191,BGriffin,RJackson,ADrummond,RBullock,LGalloway,DET,25,75,14.5,102.08,2019
192,HWhiteside,DWaiters,KOlynyk,JWinslow,JRichardson,MIA,9,75,19.5,101.61,2019
193,PMillsap,NJokic,JMurray,JHernangomez,TCraig,DEN,10,75,1.4,98.26,2019
194,TAriza,BBeal,TSatoransky,OPorterJr,TBryant,WAS,13,75,-6.7,102.5,2019
195,MBelinelli,PMills,DBertans,JPoeltl,BForbes,SAS,30,74,18.1,107.54,2019
196,MConley,MGasol,GTemple,JHoliday,JJacksonJr,MEM,6,74,-10.0,96.17,2019
197,TParker,MKidd-Gilchrist,WHernangomez,MMonk,MBridges,CHA,21,74,17.1,109.65,2019
198,ISmith,ADrummond,LGalloway,TMaker,LKennard,DET,21,73,-8.5,99.27,2019
199,JDudley,DCarroll,EDavis,SDinwiddie,DRussell,BKN,15,73,1.3,100.64,2019
200,JTeague,AWiggins,DSaric,KTowns,JOkogie,MIN,13,73,0.5,102.4,2019
201,LJames,JMcGee,RBullock,BIngram,KKuzma,LAL,6,73,3.4,109.4,2019
202,LWilliams,GTemple,JGreen,MHarrell,TWallace,LAC,10,73,20.1,109.37,2019
203,MGortat,DGallinari,PBeverley,THarris,SGilgeous-Alexander,LAC,12,73,7.3,101.66,2019
204,TAriza,TWarren,DBooker,MBridges,DAyton,PHX,9,73,4.4,107.19,2019
205,TThompson,ABurks,RHood,COsman,CSexton,CLE,6,73,-20.5,99.34,2019
206,ADavis,EPayton,JRandle,FJackson,KWilliams,NOP,7,72,-11.1,107.2,2019
207,JHoliday,ZLaVine,KDunn,LMarkkanen,WCarterJr,CHI,6,72,-8.2,98.12,2019
208,BBogdanovic,YFerrell,JJackson,HGilesIII,MBagleyIII,SAC,9,71,12.5,101.3,2019
209,GHill,TThompson,RHood,SDekker,COsman,CLE,6,71,-10.9,91.2,2019
210,JHoliday,NMirotic,EMoore,ADavis,EPayton,NOP,8,71,30.2,106.16,2019
211,KIrving,MMorris,ABaynes,MSmart,JTatum,BOS,16,71,13.9,108.67,2019
212,WBarton,MPlumlee,NJokic,MBeasley,JMurray,DEN,12,71,-4.4,104.61,2019
213,KLove,BKnight,LNanceJr,COsman,CSexton,CLE,8,70,-13.2,97.93,2019
214,KLowry,SIbaka,KLeonard,PSiakam,FVanVleet,TOR,16,70,2.6,101.18,2019
215,DJordan,NVonleh,DSmithJr,DDotson,KKnox,NYK,8,69,-26.6,101.89,2019
216,JJohnson,WEllington,HWhiteside,RMcGruder,JRichardson,MIA,8,69,-20.2,98.88,2019
217,LWilliams,WChandler,GTemple,JGreen,MHarrell,LAC,9,69,7.6,109.17,2019
218,TJohnson,KOubreJr,DBooker,JJackson,DAyton,PHX,11,69,9.4,105.43,2019
219,BGriffin,WEllington,RJackson,ADrummond,LKennard,DET,18,68,39.2,102.43,2019
220,BLopez,EBledsoe,KMiddleton,GAntetokounmpo,PConnaughton,MIL,28,68,9.6,111.63,2019
221,LWilliams,DGallinari,PBeverley,MHarrell,LShamet,LAC,19,68,18.4,106.78,2019
222,MWilliams,NBatum,KWalker,MKidd-Gilchrist,JLamb,CHA,28,68,1.3,104.18,2019
223,WChandler,JButler,MMuscala,BSimmons,LShamet,PHI,24,68,17.6,103.88,2019
224,AAminu,EKanter,DLillard,MHarkless,RHood,POR,9,67,6.5,98.43,2019
225,BGriffin,RJackson,ADrummond,LGalloway,LKennard,DET,21,67,20.2,101.7,2019
226,BLopez,EBledsoe,KMiddleton,TSnell,GAntetokounmpo,MIL,18,67,3.5,103.71,2019
227,MConley,MGasol,GTemple,SMack,KAnderson,MEM,20,67,4.1,104.75,2019
228,SLivingston,AIguodala,DCousins,KThompson,DGreen,GSW,13,67,13.2,98.54,2019
229,TGibson,AWiggins,TJones,KTowns,JOkogie,MIN,17,67,-20.0,99.39,2019
230,CJoseph,DMcDermott,DSabonis,TLeaf,AHoliday,IND,10,66,-15.6,100.6,2019
231,GGreen,PTucker,EGordon,JHarden,CCapela,HOU,25,66,-8.6,98.76,2019
232,TChandler,LJames,LBall,KKuzma,JHart,LAL,13,66,1.4,105.12,2019
233,THarris,JButler,MScott,TMcConnell,BMarjanovic,PHI,10,66,11.3,99.1,2019
234,BGriffin,RJackson,ADrummond,LKennard,BBrown,DET,17,65,-28.0,97.31,2019
235,ETurner,DLillard,MLeonard,SCurry,ZCollins,POR,24,65,7.1,104.06,2019
236,GDieng,AWiggins,DSaric,TJones,JOkogie,MIN,19,65,8.7,108.99,2019
237,JWall,BBeal,OPorterJr,KOubreJr,TBryant,WAS,7,65,-16.3,112.47,2019
238,LThomas,EKanter,THardawayJr,TBurke,FNtilikina,NYK,5,65,-2.8,105.03,2019
239,RCovington,JEmbiid,DSaric,BSimmons,MFultz,PHI,12,65,-1.4,105.06,2019
240,AHorford,KIrving,ABaynes,MSmart,JTatum,BOS,14,64,26.1,98.73,2019
241,DBooker,DBender,MBridges,DMelton,DAyton,PHX,8,64,0.5,99.19,2019
242,DNowitzki,THardawayJr,DPowell,JBrunson,LDoncic,DAL,8,64,0.0,99.13,2019
243,MGasol,GTemple,SMack,KAnderson,JJacksonJr,MEM,22,64,1.6,96.92,2019
244,MWilliams,BBiyombo,KWalker,DBacon,MBridges,CHA,7,64,-19.3,98.31,2019
245,JRedick,MMuscala,JEmbiid,TMcConnell,FKorkmaz,PHI,16,63,17.5,104.73,2019
246,TRoss,JSimmons,JGrant,JIsaac,MBamba,ORL,16,63,-32.8,102.04,2019
247,ABurks,JClarkson,LNanceJr,COsman,CSexton,CLE,15,62,-2.7,109.13,2019
248,ACrabbe,JHarris,DRussell,JAllen,RKurucs,BKN,9,62,-13.8,107.68,2019
249,DCarroll,SDinwiddie,JHarris,DRussell,JAllen,BKN,18,62,20.7,109.19,2019
250,KBazemore,ALen,TPrince,OSpellman,TYoung,ATL,13,62,-23.8,113.16,2019
251,LJames,RRondo,JMcGee,RBullock,KKuzma,LAL,7,62,-12.1,105.85,2019
252,LJames,RRondo,RBullock,BIngram,KKuzma,LAL,5,62,-2.2,104.39,2019
253,LWilliams,DGallinari,ABradley,THarris,MHarrell,LAC,23,62,14.1,102.47,2019
254,PGeorge,PPatterson,NNoel,DSchroder,ANader,OKC,14,62,-2.2,107.01,2019
255,THardawayJr,DPowell,DFinney-Smith,JBrunson,LDoncic,DAL,12,62,-20.5,102.31,2019
256,AHorford,KIrving,MMorris,MSmart,JBrown,BOS,30,61,4.7,103.63,2019
257,GDragic,HWhiteside,KOlynyk,RMcGruder,JRichardson,MIA,7,61,13.5,104.93,2019
258,JRedick,JButler,MMuscala,JEmbiid,BSimmons,PHI,16,61,19.2,102.08,2019
259,KLove,GHill,TThompson,RHood,COsman,CLE,4,61,-4.0,100.54,2019
260,TChandler,LJames,BIngram,LBall,KKuzma,LAL,15,61,2.2,107.72,2019
261,ZPachulia,BGriffin,RJackson,RBullock,BBrown,DET,10,61,-24.3,103.88,2019
262,DJordan,WMatthews,HBarnes,DFinney-Smith,LDoncic,DAL,17,60,-7.1,112.15,2019
263,ETurner,AAminu,DLillard,CMcCollum,ZCollins,POR,24,60,-6.6,102.37,2019
264,IMahinmi,JWall,MMorris,BBeal,OPorterJr,WAS,8,60,6.1,106.19,2019
265,JSmith,TThompson,RHood,LNanceJr,CSexton,CLE,4,60,5.9,98.32,2019
266,MWilliams,NBatum,KWalker,JLamb,FKaminsky,CHA,15,60,-6.0,107.49,2019
267,PTucker,EGordon,JHarden,KFaried,ARivers,HOU,14,60,-11.9,104.5,2019
268,RWestbrook,PGeorge,DSchroder,SAdams,TFerguson,OKC,20,60,6.6,112.92,2019
269,WEllington,RJackson,ADrummond,TMaker,BBrown,DET,7,60,14.6,98.38,2019
270,JButler,MMuscala,JEmbiid,BSimmons,LShamet,PHI,13,59,-16.7,97.95,2019
271,LAldridge,DDeRozan,PMills,DBertans,BForbes,SAS,31,59,17.9,105.65,2019
272,LAldridge,RGay,MBelinelli,PMills,DBertans,SAS,26,59,20.1,108.06,2019
273,AAminu,DLillard,MHarkless,JNurkic,JLayman,POR,9,58,4.3,99.61,2019
274,DRose,TGibson,JButler,AWiggins,KTowns,MIN,2,58,2.7,101.61,2019
275,EIlyasova,BLopez,EBledsoe,KMiddleton,MBrogdon,MIL,9,58,16.3,101.85,2019
276,EIlyasova,BLopez,EBledsoe,KMiddleton,PConnaughton,MIL,18,58,3.8,107.66,2019
277,IClark,EPayton,JRandle,JOkafor,KWilliams,NOP,4,58,-4.0,103.62,2019
278,TRoss,EFournier,MCarter-Williams,KBirch,AGordon,ORL,11,58,19.4,106.08,2019
279,DJordan,HBarnes,DSmithJr,MKleber,LDoncic,DAL,4,57,7.5,100.21,2019
280,DWade,GDragic,JJohnson,HWhiteside,JRichardson,MIA,6,57,-17.7,103.95,2019
281,TRoss,EFournier,JGrant,JIsaac,MBamba,ORL,13,57,-9.6,97.47,2019
282,TThompson,RHood,COsman,DNwaba,CSexton,CLE,3,57,10.2,90.4,2019
