lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
34,CBoozer,KHinrich,LDeng,JNoah,MBelinelli,CHI,26,296,-3.5,93.5,2013
35,LOdom,JCrawford,MBarnes,RTuriaf,EBledsoe,LAC,38,284,10.5,96.09,2013
36,Nene,EOkafor,MWebster,GTemple,JWall,WAS,21,284,-5.4,93.11,2013
37,CBillups,CButler,CPaul,DJordan,BGriffin,LAC,21,282,14.1,91.06,2013
38,JMcRoberts,GHenderson,BBiyombo,KWalker,MKidd-Gilchrist,CHA,18,280,-4.8,90.32,2013
39,JKidd,TChandler,CAnthony,JSmith,RFelton,NYK,40,269,25.3,92.17,2013
40,TPrince,JMaxiell,RStuckey,GMonroe,BKnight,DET,35,265,-10.2,90.14,2013
41,KGarnett,PPierce,BBass,CLee,ABradley,BOS,21,245,2.8,93.5,2013
42,MDaniels,EIlyasova,MEllis,BJennings,LSanders,MIL,24,242,-7.6,97.04,2013
43,CBoozer,LDeng,NRobinson,JNoah,MBelinelli,CHI,36,237,-8.4,91.87,2013
44,LScola,MGortat,JDudley,MBeasley,GDragic,PHX,25,234,-19.8,96.2,2013
45,KKorver,JSmith,LWilliams,AHorford,JTeague,ATL,22,233,7.2,93.96,2013
46,JNelson,JRedick,AAfflalo,GDavis,NVucevic,ORL,24,230,6.6,96.75,2013
47,LOdom,JCrawford,MBarnes,RHollins,EBledsoe,LAC,34,229,5.4,93.45,2013
48,JMaxiell,JCalderon,GMonroe,BKnight,KSingler,DET,15,227,-5.8,91.26,2013
49,GHenderson,BMullens,BBiyombo,KWalker,MKidd-Gilchrist,CHA,24,224,-12.7,91.81,2013
50,KGarnett,PPierce,JTerry,BBass,RRondo,BOS,29,222,5.7,94.6,2013
51,OAsik,JHarden,JLin,DMotiejunas,CParsons,HOU,17,222,9.1,97.15,2013
52,RHamilton,CBoozer,LDeng,NRobinson,JNoah,CHI,20,219,-11.0,91.81,2013
53,JKidd,TChandler,CAnthony,RFelton,RBrewer,NYK,19,211,0.3,94.02,2013
54,SHawes,TYoung,NYoung,JHoliday,ETurner,PHI,31,210,-2.5,93.72,2013
55,JCrawford,CButler,CPaul,DJordan,BGriffin,LAC,51,208,8.3,100.48,2013
56,MWilliams,AJefferson,MWilliams,RFoye,PMillsap,UTA,22,206,-7.7,94.19,2013
57,CDelfino,OAsik,JHarden,JLin,CParsons,HOU,35,205,5.7,104.06,2013
58,ABogut,JJack,DLee,SCurry,KThompson,GSW,26,204,10.0,95.04,2013
59,VCarter,EBrand,SMarion,OMayo,DCollison,DAL,46,196,-2.5,106.07,2013
60,MDunleavy,EIlyasova,MEllis,BJennings,LSanders,MIL,44,193,6.0,102.47,2013
61,KBryant,MWorldPeace,PGasol,DHoward,DMorris,LAL,15,192,-2.8,99.39,2013
62,MWilliams,AJefferson,MWilliams,PMillsap,GHayward,UTA,22,192,-7.2,94.44,2013
63,AVarejao,AGee,KIrving,TThompson,DWaiters,CLE,10,190,15.0,94.63,2013
64,JJohnson,GWallace,KHumphries,DWilliams,BLopez,BKN,22,190,0.0,90.91,2013
65,SNash,KBryant,MWorldPeace,PGasol,DHoward,LAL,19,189,1.5,95.14,2013
66,NCollison,KMartin,KDurant,RWestbrook,SIbaka,OKC,58,187,7.1,99.95,2013
67,WEllington,AGee,KIrving,TThompson,TZeller,CLE,12,186,-17.6,94.88,2013
68,RMasonJr,RLopez,RAnderson,AAminu,GVasquez,NOH,26,184,-4.9,89.51,2013
69,JNelson,AAfflalo,GDavis,NVucevic,MHarkless,ORL,16,178,-11.3,93.21,2013
70,LScola,MGortat,SBrown,JDudley,GDragic,PHX,23,178,1.7,95.31,2013
71,ABiedrins,DLee,SCurry,KThompson,HBarnes,GSW,38,175,6.9,99.47,2013
72,AKirilenko,LRidnour,KLove,NPekovic,AShved,MIN,14,174,2.0,94.71,2013
73,LOdom,JCrawford,MBarnes,CPaul,BGriffin,LAC,40,171,10.0,97.81,2013
74,RHibbert,GHill,THansbrough,PGeorge,LStephenson,IND,39,170,24.9,95.32,2013
75,BHaywood,BMullens,KWalker,MKidd-Gilchrist,JTaylor,CHA,17,167,-1.8,93.4,2013
76,MGortat,SBrown,MBeasley,GDragic,MMorris,PHX,18,166,-13.8,92.89,2013
77,AKirilenko,LRidnour,GStiemsma,RRubio,DWilliams,MIN,17,164,8.5,94.75,2013
78,DWright,TYoung,JHoliday,ETurner,LAllen,PHI,28,164,-9.6,90.22,2013
79,JJohnson,REvans,KBogans,DWilliams,BLopez,BKN,28,164,-5.2,90.54,2013
80,VCarter,SMarion,CKaman,OMayo,DCollison,DAL,37,163,2.6,100.8,2013
81,DNowitzki,SMarion,CKaman,OMayo,DCollison,DAL,23,161,-8.4,95.48,2013
82,AKirilenko,LRidnour,NPekovic,DCunningham,AShved,MIN,16,154,-3.0,93.47,2013
83,CMiles,AGee,KIrving,TThompson,TZeller,CLE,15,153,4.9,96.48,2013
84,TDuncan,TParker,BDiaw,DGreen,KLeonard,SAS,28,153,10.8,96.02,2013
85,DLee,CLandry,SCurry,KThompson,HBarnes,GSW,45,150,2.2,101.9,2013
86,LScola,PTucker,GDragic,WJohnson,MMorris,PHX,13,150,-1.9,98.93,2013
87,DWest,GGreen,RHibbert,GHill,PGeorge,IND,27,149,1.7,92.82,2013
88,JCrawford,MBarnes,CPaul,DJordan,BGriffin,LAC,47,149,25.5,96.02,2013
89,NMohammed,CBoozer,KHinrich,LDeng,JButler,CHI,10,148,7.3,88.98,2013
90,RLopez,RAnderson,AAminu,GVasquez,ARivers,NOH,30,145,-9.9,90.42,2013
91,DWest,IMahinmi,GHill,PGeorge,LStephenson,IND,41,144,8.4,94.73,2013
92,LAldridge,JHickson,NBatum,VClaver,DLillard,POR,14,142,-9.2,92.2,2013
93,Nene,EOkafor,MWebster,JWall,BBeal,WAS,19,142,28.2,99.3,2013
94,CButler,WGreen,DJordan,BGriffin,EBledsoe,LAC,13,141,6.2,88.63,2013
95,MDaniels,MEllis,LMbahaMoute,BJennings,LSanders,MIL,15,140,-6.4,97.51,2013
96,AMiller,AIguodala,CBrewer,WChandler,JMcGee,DEN,32,139,10.0,102.39,2013
97,JBarea,GStiemsma,DCunningham,CBudinger,AShved,MIN,18,138,-0.7,94.88,2013
98,ZPachulia,KKorver,JSmith,AHorford,JTeague,ATL,19,138,10.8,93.62,2013
99,KMartin,TSefolosha,KDurant,RWestbrook,SIbaka,OKC,38,135,6.0,98.75,2013
100,EOkafor,TAriza,APrice,TBooker,BBeal,WAS,15,134,-18.6,93.43,2013
101,RAllen,SBattier,LJames,CBosh,DWade,MIA,34,134,16.8,97.32,2013
102,EGordon,RLopez,RAnderson,AAminu,GVasquez,NOH,26,133,-6.5,92.79,2013
103,DWright,SHawes,TYoung,JHoliday,ETurner,PHI,42,132,3.7,97.65,2013
104,JNelson,AAfflalo,NVucevic,THarris,MHarkless,ORL,8,131,-16.6,95.06,2013
105,JSalmons,ABrooks,JThompson,TEvans,DCousins,SAC,11,131,12.3,87.8,2013
106,NRobinson,JNoah,MBelinelli,TGibson,JButler,CHI,33,130,18.5,86.71,2013
107,LRidnour,MGelabale,GStiemsma,RRubio,DWilliams,MIN,13,129,-9.3,95.35,2013
108,RHamilton,CBoozer,KHinrich,JNoah,JButler,CHI,15,129,-1.7,90.09,2013
109,JKidd,TChandler,CAnthony,RFelton,IShumpert,NYK,15,128,-6.6,91.68,2013
110,JNelson,AAfflalo,NVucevic,MHarkless,ANicholson,ORL,11,128,-11.1,93.65,2013
111,RLopez,AAminu,GVasquez,ADavis,ARivers,NOH,18,128,1.8,87.94,2013
112,AJohnson,JCalderon,DDeRozan,EDavis,LFields,TOR,11,127,7.6,88.95,2013
113,TParker,BDiaw,TSplitter,DGreen,KLeonard,SAS,15,125,17.3,96.52,2013
114,JJack,DLee,CLandry,SCurry,HBarnes,GSW,42,124,10.8,99.39,2013
115,KBryant,MWorldPeace,PGasol,SBlake,DHoward,LAL,11,124,18.8,96.56,2013
116,JJohnson,KBogans,KHumphries,DWilliams,BLopez,BKN,18,123,16.2,88.71,2013
117,KGarnett,PPierce,BBass,RRondo,ABradley,BOS,11,123,-7.2,96.18,2013
118,JSalmons,JThompson,MThornton,DCousins,IThomas,SAC,27,121,-3.7,97.37,2013
119,LWalton,SLivingston,CMiles,MSpeights,WEllington,CLE,20,121,-4.6,92.14,2013
120,KBryant,AJamison,MWorldPeace,DHoward,CDuhon,LAL,11,120,3.2,98.41,2013
121,LAldridge,NBatum,WMatthews,DLillard,MLeonard,POR,31,119,9.4,94.3,2013
122,RAllen,SBattier,CAndersen,DWade,NCole,MIA,19,119,-1.9,90.72,2013
123,JSalmons,FGarcia,JThompson,DCousins,IThomas,SAC,9,118,0.5,93.63,2013
124,RAllen,SBattier,CAndersen,LJames,NCole,MIA,31,118,14.1,98.45,2013
125,AMiller,AIguodala,DGallinari,KKoufos,KFaried,DEN,16,117,11.0,89.54,2013
126,JRedick,AAfflalo,GDavis,NVucevic,EMoore,ORL,22,117,-7.5,94.12,2013
127,SDalembert,EIlyasova,MEllis,BJennings,THarris,MIL,10,117,-2.9,97.62,2013
128,RStuckey,GMonroe,BKnight,KSingler,ADrummond,DET,12,116,-8.0,93.18,2013
129,SHawes,NYoung,JHoliday,ETurner,LAllen,PHI,20,114,-8.6,93.41,2013
130,JMaxiell,JCalderon,RStuckey,GMonroe,KSingler,DET,15,113,-29.6,90.44,2013
131,LOdom,JCrawford,MBarnes,BGriffin,EBledsoe,LAC,39,113,18.5,97.11,2013
132,DNowitzki,SMarion,MJames,CKaman,OMayo,DAL,12,112,-2.3,91.9,2013
133,HWarrick,GHenderson,BBiyombo,KWalker,MKidd-Gilchrist,CHA,14,112,-19.1,92.55,2013
134,RAllen,LJames,CBosh,DWade,MChalmers,MIA,40,112,31.3,94.18,2013
135,Nene,EOkafor,MWebster,APrice,BBeal,WAS,12,111,18.0,93.52,2013
136,SNash,KBryant,MWorldPeace,DHoward,JMeeks,LAL,18,110,28.0,93.96,2013
137,AIguodala,DGallinari,JMcGee,TLawson,KFaried,DEN,41,109,-9.4,103.69,2013
138,DFisher,NCollison,KMartin,KDurant,RJackson,OKC,20,109,12.0,94.53,2013
139,TDuncan,TParker,DBlair,DGreen,GNeal,SAS,12,108,-4.7,94.5,2013
140,JJack,DLee,SCurry,KThompson,FEzeli,GSW,40,107,2.4,98.57,2013
141,JJohnson,GWallace,KBogans,DWilliams,BLopez,BKN,19,107,20.1,89.34,2013
142,DNowitzki,SMarion,OMayo,DCollison,BJames,DAL,11,106,-1.3,101.06,2013
143,LDeng,NRobinson,JNoah,MBelinelli,TGibson,CHI,30,106,5.5,93.56,2013
144,EGordon,RAnderson,AAminu,GVasquez,ADavis,NOH,22,105,12.0,96.85,2013
145,JThompson,TEvans,JJohnson,DCousins,IThomas,SAC,10,105,-13.6,94.61,2013
146,AMiller,AIguodala,DGallinari,TLawson,KFaried,DEN,31,104,11.2,98.08,2013
147,KKorver,JSmith,AHorford,ATolliver,JTeague,ATL,16,104,-0.4,95.8,2013
148,VCarter,SMarion,BWright,OMayo,DCollison,DAL,29,104,12.4,99.88,2013
149,AKirilenko,LRidnour,KLove,NPekovic,MLee,MIN,6,103,4.5,92.35,2013
150,EWatson,DCarroll,DFavors,GHayward,EKanter,UTA,17,103,5.3,95.36,2013
151,ZRandolph,RGay,MConley,MGasol,QPondexter,MEM,22,103,5.9,94.63,2013
152,LRidnour,MGelabale,NPekovic,RRubio,DWilliams,MIN,9,102,-9.0,93.35,2013
153,PPierce,BBass,JGreen,CLee,ABradley,BOS,20,102,32.0,91.94,2013
154,TChandler,AStoudemire,CAnthony,JSmith,RFelton,NYK,13,102,3.2,90.96,2013
155,TChandler,CAnthony,JSmith,RFelton,SNovak,NYK,30,102,-5.5,95.72,2013
156,RAllen,SBattier,LJames,JAnthony,NCole,MIA,22,101,-4.5,96.2,2013
157,RLopez,GVasquez,LThomas,ADavis,ARivers,NOH,13,100,0.0,89.02,2013
158,SNash,KBryant,AJamison,MWorldPeace,DHoward,LAL,26,100,18.7,94.77,2013
159,AVarejao,AGee,TThompson,JPargo,DWaiters,CLE,7,99,3.2,89.98,2013
160,EWatson,DFavors,GHayward,EKanter,ABurks,UTA,17,99,-12.3,95.85,2013
161,SLivingston,AGee,TThompson,DWaiters,TZeller,CLE,15,99,-14.2,92.36,2013
162,CVillanueva,WBynum,RStuckey,ADaye,ADrummond,DET,13,97,0.9,94.43,2013
163,JRichardson,SHawes,TYoung,JHoliday,ETurner,PHI,23,97,-6.0,99.32,2013
164,KBryant,PGasol,SBlake,DHoward,JMeeks,LAL,10,97,-17.5,93.29,2013
165,GWallace,REvans,KBogans,DWilliams,BLopez,BKN,15,96,4.1,93.18,2013
166,KGarnett,JTerry,JGreen,CLee,JSullinger,BOS,18,95,23.2,86.99,2013
167,AMiller,CBrewer,WChandler,JMcGee,TLawson,DEN,22,94,-11.5,102.42,2013
168,SBattier,LJames,DWade,UHaslem,MChalmers,MIA,20,94,30.7,96.95,2013
169,DWest,DAugustin,RHibbert,PGeorge,LStephenson,IND,28,93,-14.5,94.83,2013
170,DWest,RHibbert,GHill,SYoung,PGeorge,IND,26,93,-10.9,95.22,2013
171,MWilliams,AJefferson,RFoye,DFavors,GHayward,UTA,25,93,0.7,95.55,2013
172,AAfflalo,NVucevic,EMoore,MHarkless,ANicholson,ORL,12,92,-20.5,91.4,2013
173,RAllen,SBattier,LJames,CBosh,MChalmers,MIA,30,92,10.6,97.74,2013
174,VCarter,DNowitzki,EBrand,OMayo,DCollison,DAL,35,92,0.5,98.82,2013
175,JNelson,JRedick,AAfflalo,JMcRoberts,NVucevic,ORL,17,91,15.5,95.64,2013
176,JSalmons,FGarcia,ABrooks,JThompson,DCousins,SAC,10,91,16.5,99.13,2013
177,NCollison,KMartin,TSefolosha,KDurant,RWestbrook,OKC,37,91,21.4,98.94,2013
178,MGelabale,JBarea,GStiemsma,DCunningham,AShved,MIN,15,90,11.2,90.36,2013
179,TDuncan,TSplitter,DGreen,KLeonard,CJoseph,SAS,11,90,16.4,94.22,2013
180,DStevenson,DHarris,JSmith,AHorford,JTeague,ATL,15,89,-18.7,97.15,2013
181,JJohnson,GWallace,REvans,DWilliams,ABlatche,BKN,20,88,21.0,89.68,2013
182,ZRandolph,TPrince,MConley,MGasol,JBayless,MEM,23,88,16.8,99.68,2013
183,MGortat,SBrown,JDudley,GDragic,MMorris,PHX,24,87,17.5,94.74,2013
184,VCarter,EBrand,BWright,OMayo,DCollison,DAL,25,87,-4.3,103.08,2013
185,LDeng,NRobinson,MBelinelli,TGibson,JButler,CHI,13,86,5.5,91.63,2013
186,DNowitzki,EBrand,SMarion,OMayo,DCollison,DAL,29,85,-17.6,99.36,2013
187,MPietrus,JCalderon,DDeRozan,EDavis,JValanciunas,TOR,9,85,1.3,86.46,2013
188,MWilliams,AJefferson,RFoye,PMillsap,DCarroll,UTA,10,85,-0.6,95.3,2013
189,TChandler,CAnthony,JSmith,RFelton,IShumpert,NYK,20,85,-5.2,97.98,2013
190,ZRandolph,RGay,MConley,MGasol,WEllington,MEM,17,85,12.9,94.07,2013
191,MDunleavy,BUdrih,MEllis,EUdoh,JHenson,MIL,20,84,7.9,94.77,2013
192,SNash,KBryant,MWorldPeace,PGasol,EClark,LAL,7,84,-12.5,95.82,2013
193,AKirilenko,LRidnour,BRoy,NPekovic,DWilliams,MIN,5,83,-6.8,93.14,2013
194,BUdrih,NVucevic,THarris,EMoore,MHarkless,ORL,10,83,2.4,93.29,2013
195,IMahinmi,DAugustin,THansbrough,PGeorge,OJohnson,IND,27,83,5.3,89.26,2013
196,NCollison,KMartin,KDurant,HThabeet,EMaynor,OKC,21,82,12.5,94.39,2013
197,SLivingston,WEllington,AGee,TThompson,TZeller,CLE,11,82,-10.3,95.87,2013
198,CDelfino,JHarden,JLin,CParsons,GSmith,HOU,21,81,14.0,101.47,2013
199,OAsik,JHarden,JLin,CParsons,GSmith,HOU,8,81,15.4,96.93,2013
200,RAllen,MMiller,SBattier,CBosh,NCole,MIA,17,81,-19.4,91.61,2013
201,TChandler,CAnthony,JSmith,RFelton,RBrewer,NYK,19,81,10.7,99.33,2013
202,KMartin,CAnthony,RFelton,IShumpert,PPrigioni,NYK,9,80,15.8,88.7,2013
203,LAldridge,NBatum,WMatthews,LBabbitt,DLillard,POR,22,80,28.7,109.52,2013
204,AJohnson,RGay,KLowry,AGray,DDeRozan,TOR,10,79,-6.7,90.81,2013
205,KGarnett,PPierce,BBass,RRondo,CLee,BOS,16,79,-5.6,95.55,2013
206,LDeng,NRobinson,JNoah,TGibson,JButler,CHI,30,79,-12.6,96.94,2013
207,AMiller,AIguodala,CBrewer,JMcGee,KFaried,DEN,34,78,1.9,100.2,2013
208,PPierce,JTerry,CWilcox,BBass,RRondo,BOS,18,78,3.1,101.97,2013
209,AKirilenko,LRidnour,NPekovic,RRubio,DCunningham,MIN,19,76,16.2,97.83,2013
210,RSessions,GHenderson,BMullens,BBiyombo,KWalker,CHA,17,76,-1.4,95.92,2013
211,TPrince,TAllen,MConley,MGasol,EDavis,MEM,16,76,28.3,88.37,2013
212,ZRandolph,TAllen,RGay,MGasol,JBayless,MEM,23,76,-4.3,91.36,2013
213,AMiller,CBrewer,WChandler,DGallinari,JMcGee,DEN,22,75,14.1,95.42,2013
214,BHaywood,BGordon,RSessions,JAdrien,JTaylor,CHA,16,75,-0.7,96.14,2013
215,JHickson,NBatum,WMatthews,DLillard,MLeonard,POR,9,75,-14.1,95.11,2013
216,JO'Neal,LScola,STelfair,PTucker,JDudley,PHX,12,75,15.8,89.41,2013
217,GHenderson,JAdrien,BBiyombo,KWalker,MKidd-Gilchrist,CHA,18,74,2.1,92.83,2013
218,RIvey,SHawes,TYoung,JHoliday,ETurner,PHI,14,74,-14.8,96.57,2013
219,AIguodala,WChandler,DGallinari,KKoufos,TLawson,DEN,21,73,4.3,103.1,2013
220,DNowitzki,MJames,CKaman,OMayo,JCrowder,DAL,9,73,-14.1,92.62,2013
221,JJack,DLee,SCurry,KThompson,DGreen,GSW,26,73,12.1,102.82,2013
222,KGarnett,LBarbosa,JGreen,CLee,JSullinger,BOS,13,73,7.6,88.5,2013
223,PPierce,CWilcox,BBass,JGreen,ABradley,BOS,14,73,-0.6,97.22,2013
224,CMaggette,CVillanueva,RStuckey,KSingler,ADrummond,DET,11,72,1.3,87.23,2013
225,GGreen,IMahinmi,DAugustin,THansbrough,LStephenson,IND,19,72,-14.5,95.98,2013
226,GWallace,REvans,DWilliams,CWatson,BLopez,BKN,10,72,6.0,89.51,2013
227,JNelson,AAfflalo,NVucevic,ANicholson,DJones,ORL,9,72,-3.1,90.79,2013
228,JJohnson,GWallace,KHumphries,DWilliams,ABlatche,BKN,14,71,11.3,95.11,2013
229,RMasonJr,RLopez,AAminu,GVasquez,ADavis,NOH,12,71,-4.9,93.46,2013
230,SDalembert,EIlyasova,MEllis,LMbahaMoute,BJennings,MIL,13,71,7.1,97.55,2013
231,CBoozer,NRobinson,MBelinelli,TGibson,JButler,CHI,24,70,-6.3,86.64,2013
232,MDunleavy,EIlyasova,MEllis,BJennings,EUdoh,MIL,32,70,21.8,100.82,2013
233,RAllen,LJames,CBosh,DWade,NCole,MIA,27,70,-7.8,95.49,2013
234,RAllen,SBattier,CBosh,DWade,NCole,MIA,28,70,-6.8,90.62,2013
235,RLewis,LJames,CBosh,DWade,MChalmers,MIA,17,70,-4.2,95.83,2013
236,SMarion,CKaman,DJones,OMayo,DCollison,DAL,14,70,-21.0,94.45,2013
237,AJohnson,AAnderson,RGay,KLowry,DDeRozan,TOR,17,69,0.6,102.21,2013
238,DWright,SHawes,TYoung,NYoung,JHoliday,PHI,24,69,4.3,95.67,2013
239,FGarcia,OAsik,JHarden,JLin,GSmith,HOU,4,69,-6.4,95.52,2013
240,GHill,LOdom,JCrawford,MBarnes,RTuriaf,LAC,10,69,2.1,94.43,2013
241,TPrince,RStuckey,GMonroe,BKnight,ADrummond,DET,21,69,4.6,91.08,2013
242,EOkafor,MWebster,JCrawford,CSingleton,BBeal,WAS,9,68,-43.5,94.89,2013
243,JCalderon,ABargnani,DMcGuire,DDeRozan,JValanciunas,TOR,6,68,7.2,90.27,2013
244,JSmith,RAnderson,LThomas,ARivers,BRoberts,NOH,12,68,1.6,92.16,2013
245,NCollison,KPerkins,KMartin,KDurant,RWestbrook,OKC,30,68,23.1,102.09,2013
246,BGordon,JMcRoberts,GHenderson,BBiyombo,KWalker,CHA,17,67,-29.7,95.06,2013
247,EIlyasova,MEllis,JRedick,BJennings,LSanders,MIL,13,67,-12.2,95.06,2013
248,KBrown,JRichardson,TYoung,JHoliday,ETurner,PHI,10,67,-13.7,94.81,2013
249,NCollison,KMartin,TSefolosha,HThabeet,EMaynor,OKC,19,67,1.4,100.13,2013
250,GGreen,IMahinmi,DAugustin,THansbrough,PGeorge,IND,20,66,6.8,94.45,2013
251,LDeng,NRobinson,JNoah,MBelinelli,JButler,CHI,20,66,-1.1,102.17,2013
252,NMohammed,LDeng,NRobinson,MBelinelli,TGibson,CHI,17,66,-6.5,88.11,2013
253,TYoung,NYoung,JHoliday,ETurner,LAllen,PHI,26,66,2.2,96.04,2013
254,CBoozer,LDeng,NRobinson,TGibson,JButler,CHI,22,65,-18.6,92.74,2013
255,KKorver,JSmith,AHorford,JTeague,JJenkins,ATL,25,65,-18.7,104.65,2013
256,Nene,EOkafor,TAriza,MWebster,JWall,WAS,15,65,-6.3,97.97,2013
257,RGay,KLowry,DDeRozan,LFields,JValanciunas,TOR,13,65,9.0,90.06,2013
258,SDalembert,MDunleavy,EIlyasova,MEllis,BJennings,MIL,22,65,2.0,108.28,2013
259,TDuncan,TParker,TSplitter,DGreen,GNeal,SAS,15,65,-5.3,96.3,2013
260,JJack,CLandry,SCurry,KThompson,FEzeli,GSW,23,64,-1.9,101.68,2013
261,JJack,DLee,CLandry,SCurry,DGreen,GSW,29,64,7.8,98.19,2013
262,JSalmons,JThompson,TEvans,PPatterson,IThomas,SAC,10,64,-8.3,96.1,2013
263,PPierce,JTerry,BBass,JGreen,ABradley,BOS,18,64,6.0,91.04,2013
264,AVarejao,CMiles,AGee,KIrving,TThompson,CLE,7,63,-7.9,96.76,2013
265,GGreen,IMahinmi,DAugustin,THansbrough,SYoung,IND,14,63,-12.1,87.13,2013
266,JJack,DLee,CLandry,KThompson,HBarnes,GSW,21,63,-11.7,90.95,2013
267,JMaxiell,RStuckey,GMonroe,BKnight,KSingler,DET,11,63,-1.6,95.85,2013
268,JNelson,JRedick,AAfflalo,NVucevic,GAyon,ORL,15,63,-11.0,100.79,2013
269,JSalmons,ABrooks,JThompson,MThornton,DCousins,SAC,13,63,-14.4,97.58,2013
270,KBryant,PGasol,SBlake,DHoward,EClark,LAL,7,63,6.8,98.77,2013
271,KGarnett,PPierce,JTerry,RRondo,JGreen,BOS,22,63,-1.0,104.53,2013
272,LScola,PTucker,WJohnson,MMorris,KMarshall,PHX,7,63,-14.0,96.73,2013
273,Nene,EOkafor,MWebster,GTemple,BBeal,WAS,7,63,-4.1,93.26,2013
274,CBoozer,NRobinson,JNoah,MBelinelli,JButler,CHI,30,62,-10.9,93.59,2013
275,JStackhouse,JJohnson,REvans,ABlatche,CWatson,BKN,18,62,14.4,86.15,2013
276,JTinsley,AJefferson,RFoye,PMillsap,DCarroll,UTA,11,62,0.9,88.82,2013
277,ABargnani,KLowry,DMcGuire,DDeRozan,JValanciunas,TOR,5,61,-13.1,96.83,2013
278,AMiller,AIguodala,CBrewer,DGallinari,JMcGee,DEN,27,61,17.8,101.72,2013
279,KGarnett,PPierce,JTerry,JGreen,ABradley,BOS,18,61,14.6,88.06,2013
280,AIguodala,CBrewer,DGallinari,TLawson,KFaried,DEN,27,60,4.6,105.5,2013
281,ZRandolph,JBayless,MSpeights,WEllington,QPondexter,MEM,17,60,16.7,95.31,2013
282,MBarnes,WGreen,CPaul,DJordan,BGriffin,LAC,17,59,-24.9,92.54,2013
283,ABiedrins,JJack,CLandry,CJenkins,DGreen,GSW,20,58,7.5,100.18,2013
284,AJohnson,JCalderon,AAnderson,DDeRozan,EDavis,TOR,21,58,39.3,92.58,2013
285,DNowitzki,SMarion,MJames,BWright,OMayo,DAL,8,58,12.5,95.57,2013
286,LScola,MGortat,SBrown,PTucker,GDragic,PHX,15,58,1.7,98.27,2013
287,MDunleavy,MEllis,LMbahaMoute,BJennings,LSanders,MIL,20,58,3.1,104.03,2013
